	id	chembl_cid1	chembl_cid2	core	sub1	sub2	pot1	pot2	dpot	thres	class	core_id	CGR
0	CHEMBL1760338-CHEMBL1760200	CHEMBL1760200	CHEMBL1760338	[R1]c1cc([nH]n1)C(=O)N2CCN(CC2)c3ccccc3OC	[R1]c1ccccc1	[R1]c1ccc(cc1)Cl	4.920818753952375	5.096910013008057	0.17609125905568224	1.732596415788123	-1	9.0	COc1ccccc1N1CCN(C(=O)c2cc(-c3ccccc3)(~c3ccc(Cl)cc3)n[nH]2)CC1
1	CHEMBL1760339-CHEMBL1760338	CHEMBL1760339	CHEMBL1760338	[R1]N1CCN(CC1)C(=O)c2cc(n[nH]2)c3ccc(cc3)Cl	[R1]Cc1ccccc1OC	[R1]c1ccccc1OC	4.721246399047171	5.096910013008057	0.375663613960886	1.732596415788123	-1	8.0	COc1ccccc1CN1(~c2ccccc2OC)CCN(C(=O)c2cc(-c3ccc(Cl)cc3)n[nH]2)CC1
2	CHEMBL178451_CHEMBL369735-CHEMBL180396_CHEMBL360354	CHEMBL180396_CHEMBL360354	CHEMBL178451_CHEMBL369735	[R1]OC(C)(C)C(=O)NC(Cc1ccccc1)C(=O)NCCCN2CCOCC2	[R1]c1cccc(c1)c2ccccc2	[R1]c1ccc(cc1)c2ccccc2	5.100329725273209	5.102372908709559	0.0020431834363501267	1.732596415788123	-1	7.0	CC(C)(C(=O)NC(Cc1ccccc1)C(=O)NCCCN1CCOCC1)O(c1cccc(-c2ccccc2)c1)~c1ccc(-c2ccccc2)cc1
3	CHEMBL181446_CHEMBL183917-CHEMBL178451_CHEMBL369735	CHEMBL178451_CHEMBL369735	CHEMBL181446_CHEMBL183917	[R1]OC(C)(C)C(=O)NC(Cc1ccccc1)C(=O)NCCCN2CCOCC2	[R1]c1ccc(cc1)c2ccccc2	[R1]c1ccc(cc1)Cl	5.102372908709559	6.0088643834802165	0.9064914747706574	1.732596415788123	-1	7.0	CC(C)(C(=O)NC(Cc1ccccc1)C(=O)NCCCN1CCOCC1)O(c1ccc(-c2ccccc2)cc1)~c1ccc(Cl)cc1
4	CHEMBL178451_CHEMBL369735-CHEMBL181581_CHEMBL362800	CHEMBL178451_CHEMBL369735	CHEMBL181581_CHEMBL362800	[R1]OC(C)(C)C(=O)NC(Cc1ccccc1)C(=O)NCCCN2CCOCC2	[R1]c1ccc(cc1)c2ccccc2	[R1]c1ccccc1c2ccccc2	5.102372908709559	5.404834150914854	0.30246124220529497	1.732596415788123	-1	7.0	CC(C)(C(=O)NC(Cc1ccccc1)C(=O)NCCCN1CCOCC1)O(c1ccc(-c2ccccc2)cc1)~c1ccccc1-c1ccccc1
5	CHEMBL179986_CHEMBL180818-CHEMBL179796_CHEMBL361415	CHEMBL179796_CHEMBL361415	CHEMBL179986_CHEMBL180818	[R1]Oc1ccc(cc1)NC(=O)NC(Cc2ccccc2)C(=O)NCCCN3CCOCC3	[R1]Cc1ccc(cc1)C	[R1]Cc1cc(cc(c1)F)F	6.102372908709557	6.301029995663981	0.198657086954424	1.732596415788123	-1	6.0	Cc1ccc(CO(~Cc2cc(F)cc(F)c2)c2ccc(NC(=O)NC(Cc3ccccc3)C(=O)NCCCN3CCOCC3)cc2)cc1
6	CHEMBL179796_CHEMBL361415-CHEMBL181330_CHEMBL181359	CHEMBL179796_CHEMBL361415	CHEMBL181330_CHEMBL181359	[R1]Oc1ccc(cc1)NC(=O)NC(Cc2ccccc2)C(=O)NCCCN3CCOCC3	[R1]Cc1ccc(cc1)C	[R1]Cc1cccc(c1)Cl	6.102372908709557	6.347754736113256	0.2453818274036985	1.732596415788123	-1	6.0	Cc1ccc(CO(~Cc2cccc(Cl)c2)c2ccc(NC(=O)NC(Cc3ccccc3)C(=O)NCCCN3CCOCC3)cc2)cc1
7	CHEMBL179986_CHEMBL180818-CHEMBL181330_CHEMBL181359	CHEMBL179986_CHEMBL180818	CHEMBL181330_CHEMBL181359	[R1]Oc1ccc(cc1)NC(=O)NC(Cc2ccccc2)C(=O)NCCCN3CCOCC3	[R1]Cc1cc(cc(c1)F)F	[R1]Cc1cccc(c1)Cl	6.301029995663981	6.347754736113256	0.04672474044927455	1.732596415788123	-1	6.0	O=C(Nc1ccc(O(Cc2cc(F)cc(F)c2)~Cc2cccc(Cl)c2)cc1)NC(Cc1ccccc1)C(=O)NCCCN1CCOCC1
8	CHEMBL181446_CHEMBL183917-CHEMBL180396_CHEMBL360354	CHEMBL180396_CHEMBL360354	CHEMBL181446_CHEMBL183917	[R1]OC(C)(C)C(=O)NC(Cc1ccccc1)C(=O)NCCCN2CCOCC2	[R1]c1cccc(c1)c2ccccc2	[R1]c1ccc(cc1)Cl	5.100329725273209	6.0088643834802165	0.9085346582070076	1.732596415788123	-1	7.0	CC(C)(C(=O)NC(Cc1ccccc1)C(=O)NCCCN1CCOCC1)O(c1cccc(-c2ccccc2)c1)~c1ccc(Cl)cc1
9	CHEMBL180396_CHEMBL360354-CHEMBL181581_CHEMBL362800	CHEMBL180396_CHEMBL360354	CHEMBL181581_CHEMBL362800	[R1]OC(C)(C)C(=O)NC(Cc1ccccc1)C(=O)NCCCN2CCOCC2	[R1]c1cccc(c1)c2ccccc2	[R1]c1ccccc1c2ccccc2	5.100329725273209	5.404834150914854	0.30450442564164515	1.732596415788123	-1	7.0	CC(C)(C(=O)NC(Cc1ccccc1)C(=O)NCCCN1CCOCC1)O(c1cccc(-c2ccccc2)c1)~c1ccccc1-c1ccccc1
