	id	chembl_cid1	chembl_cid2	core	sub1	sub2	pot1	pot2	dpot	thres	class	core_id	CGR	smi1	smi2
1	CHEMBL127840-CHEMBL128872	CHEMBL127840	CHEMBL128872	[R1]C(=O)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N	[R1]N(CCCCCC)O	[R1]N(c1ccc(cc1)Br)O	7.795880017344077	7.853871964321763	0.0579919469776868	2.3226640828270577	-1	0.0	CCCCCCN(O)C(=O)(SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)~N(O)c1ccc(Br)cc1	CCCCCCN(O)C(=O)SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O	NC(CCC(=O)NC(CSC(=O)N(O)c1ccc(Br)cc1)C(=O)NCC(=O)O)C(=O)O
2	CHEMBL127840-CHEMBL131578	CHEMBL131578	CHEMBL127840	[R1]C(=O)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N	[R1]N(c1ccc(cc1)Cl)O	[R1]N(CCCCCC)O	7.337242168318426	7.795880017344077	0.4586378490256502	2.3226640828270577	-1	0.0	CCCCCCN(O)~C(=O)(SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)N(O)c1ccc(Cl)cc1	NC(CCC(=O)NC(CSC(=O)N(O)c1ccc(Cl)cc1)C(=O)NCC(=O)O)C(=O)O	CCCCCCN(O)C(=O)SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O
3	CHEMBL127840-CHEMBL218644	CHEMBL218644	CHEMBL127840	[R1]SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N	[R1]Cc1ccc(cc1)Br	[R1]C(=O)N(CCCCCC)O	6.933230545814892	7.795880017344077	0.8626494715291839	2.3226640828270577	-1	2.0	CCCCCCN(O)C(=O)~S(Cc1ccc(Br)cc1)CC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O	NC(CCC(=O)NC(CSCc1ccc(Br)cc1)C(=O)NCC(=O)O)C(=O)O	CCCCCCN(O)C(=O)SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O
4	CHEMBL127840-CHEMBL4438930	CHEMBL127840	CHEMBL4438930	[R1]C(=O)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N	[R1]N(CCCCCC)O	[R1]N(c1ccc(cc1)I)O	7.795880017344077	8.0	0.2041199826559241	2.3226640828270577	-1	0.0	CCCCCCN(O)C(=O)(SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)~N(O)c1ccc(I)cc1	CCCCCCN(O)C(=O)SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O	NC(CCC(=O)NC(CSC(=O)N(O)c1ccc(I)cc1)C(=O)NCC(=O)O)C(=O)O
5	CHEMBL127840-CHEMBL4450158	CHEMBL127840	CHEMBL4450158	[R1]C(=O)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N	[R1]N(CCCCCC)O	[R1]N(c1ccc(cc1)C#C)O	7.795880017344077	8.154901959985743	0.3590219426416672	2.3226640828270577	-1	0.0	C#Cc1ccc(N(O)~C(=O)(SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)N(O)CCCCCC)cc1	CCCCCCN(O)C(=O)SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O	C#Cc1ccc(N(O)C(=O)SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)cc1
6	CHEMBL127840-CHEMBL4559486	CHEMBL4559486	CHEMBL127840	[R1]C(=O)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N	[R1]N(c1cccc(c1)C#C)O	[R1]N(CCCCCC)O	7.721246399047171	7.795880017344077	0.0746336182969047	2.3226640828270577	-1	0.0	C#Cc1cccc(N(O)C(=O)(SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)~N(O)CCCCCC)c1	C#Cc1cccc(N(O)C(=O)SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)c1	CCCCCCN(O)C(=O)SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O
7	CHEMBL128447-CHEMBL128836	CHEMBL128447	CHEMBL128836	[R1]C(=O)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N	[R1]N(CCCC)O	[R1]N(CCCCCCC)O	6.7447274948966935	7.744727494896692	0.9999999999999992	2.3226640828270577	-1	0.0	CCCCCCCN(O)~C(=O)(SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)N(O)CCCC	CCCCN(O)C(=O)SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O	CCCCCCCN(O)C(=O)SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O
8	CHEMBL128867-CHEMBL128447	CHEMBL128867	CHEMBL128447	[R1]C(=O)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N	[R1]N(CC)O	[R1]N(CCCC)O	5.928117992693874	6.7447274948966935	0.8166095022028195	2.3226640828270577	-1	0.0	CCCCN(O)~C(=O)(SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)N(O)CC	CCN(O)C(=O)SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O	CCCCN(O)C(=O)SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O
9	CHEMBL129435-CHEMBL128447	CHEMBL129435	CHEMBL128447	[R1]C(=O)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N	[R1]N(C)O	[R1]N(CCCC)O	5.769551078621726	6.7447274948966935	0.9751764162749677	2.3226640828270577	-1	0.0	CCCCN(O)~C(=O)(SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)N(C)O	CN(O)C(=O)SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O	CCCCN(O)C(=O)SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O
10	CHEMBL129597-CHEMBL128447	CHEMBL129597	CHEMBL128447	[R1]C(=O)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N	[R1]N(CCC)O	[R1]N(CCCC)O	6.096910013008058	6.7447274948966935	0.6478174818886364	2.3226640828270577	-1	0.0	CCCCN(O)~C(=O)(SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)N(O)CCC	CCCN(O)C(=O)SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O	CCCCN(O)C(=O)SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O
11	CHEMBL128447-CHEMBL129965	CHEMBL128447	CHEMBL129965	[R1]C(=O)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N	[R1]N(CCCC)O	[R1]N(CCCCC)O	6.7447274948966935	6.769551078621726	0.0248235837250323	2.3226640828270577	-1	0.0	CCCCCN(O)~C(=O)(SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)N(O)CCCC	CCCCN(O)C(=O)SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O	CCCCCN(O)C(=O)SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O
12	CHEMBL128447-CHEMBL131578	CHEMBL128447	CHEMBL131578	[R1]C(=O)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N	[R1]N(CCCC)O	[R1]N(c1ccc(cc1)Cl)O	6.7447274948966935	7.337242168318426	0.5925146734217321	2.3226640828270577	-1	0.0	CCCCN(O)C(=O)(SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)~N(O)c1ccc(Cl)cc1	CCCCN(O)C(=O)SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O	NC(CCC(=O)NC(CSC(=O)N(O)c1ccc(Cl)cc1)C(=O)NCC(=O)O)C(=O)O
13	CHEMBL128447-CHEMBL218644	CHEMBL128447	CHEMBL218644	[R1]SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N	[R1]C(=O)N(CCCC)O	[R1]Cc1ccc(cc1)Br	6.7447274948966935	6.933230545814892	0.1885030509181984	2.3226640828270577	-1	2.0	CCCCN(O)C(=O)S(CC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)~Cc1ccc(Br)cc1	CCCCN(O)C(=O)SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O	NC(CCC(=O)NC(CSCc1ccc(Br)cc1)C(=O)NCC(=O)O)C(=O)O
14	CHEMBL128447-CHEMBL4559486	CHEMBL128447	CHEMBL4559486	[R1]C(=O)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N	[R1]N(CCCC)O	[R1]N(c1cccc(c1)C#C)O	6.7447274948966935	7.721246399047171	0.9765189041504776	2.3226640828270577	-1	0.0	C#Cc1cccc(N(O)~C(=O)(SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)N(O)CCCC)c1	CCCCN(O)C(=O)SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O	C#Cc1cccc(N(O)C(=O)SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)c1
15	CHEMBL128836-CHEMBL128872	CHEMBL128836	CHEMBL128872	[R1]C(=O)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N	[R1]N(CCCCCCC)O	[R1]N(c1ccc(cc1)Br)O	7.744727494896692	7.853871964321763	0.10914446942507	2.3226640828270577	-1	0.0	CCCCCCCN(O)C(=O)(SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)~N(O)c1ccc(Br)cc1	CCCCCCCN(O)C(=O)SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O	NC(CCC(=O)NC(CSC(=O)N(O)c1ccc(Br)cc1)C(=O)NCC(=O)O)C(=O)O
17	CHEMBL128836-CHEMBL131578	CHEMBL131578	CHEMBL128836	[R1]C(=O)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N	[R1]N(c1ccc(cc1)Cl)O	[R1]N(CCCCCCC)O	7.337242168318426	7.744727494896692	0.4074853265782669	2.3226640828270577	-1	0.0	CCCCCCCN(O)~C(=O)(SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)N(O)c1ccc(Cl)cc1	NC(CCC(=O)NC(CSC(=O)N(O)c1ccc(Cl)cc1)C(=O)NCC(=O)O)C(=O)O	CCCCCCCN(O)C(=O)SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O
18	CHEMBL128836-CHEMBL4438930	CHEMBL128836	CHEMBL4438930	[R1]C(=O)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N	[R1]N(CCCCCCC)O	[R1]N(c1ccc(cc1)I)O	7.744727494896692	8.0	0.2552725051033073	2.3226640828270577	-1	0.0	CCCCCCCN(O)C(=O)(SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)~N(O)c1ccc(I)cc1	CCCCCCCN(O)C(=O)SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O	NC(CCC(=O)NC(CSC(=O)N(O)c1ccc(I)cc1)C(=O)NCC(=O)O)C(=O)O
19	CHEMBL128836-CHEMBL4450158	CHEMBL128836	CHEMBL4450158	[R1]C(=O)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N	[R1]N(CCCCCCC)O	[R1]N(c1ccc(cc1)C#C)O	7.744727494896692	8.154901959985743	0.4101744650890504	2.3226640828270577	-1	0.0	C#Cc1ccc(N(O)~C(=O)(SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)N(O)CCCCCCC)cc1	CCCCCCCN(O)C(=O)SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O	C#Cc1ccc(N(O)C(=O)SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)cc1
20	CHEMBL128836-CHEMBL4559486	CHEMBL4559486	CHEMBL128836	[R1]C(=O)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N	[R1]N(c1cccc(c1)C#C)O	[R1]N(CCCCCCC)O	7.721246399047171	7.744727494896692	0.0234810958495215	2.3226640828270577	-1	0.0	C#Cc1cccc(N(O)C(=O)(SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)~N(O)CCCCCCC)c1	C#Cc1cccc(N(O)C(=O)SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)c1	CCCCCCCN(O)C(=O)SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O
21	CHEMBL129435-CHEMBL128867	CHEMBL129435	CHEMBL128867	[R1]C(=O)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N	[R1]N(C)O	[R1]N(CC)O	5.769551078621726	5.928117992693874	0.1585669140721481	2.3226640828270577	-1	0.0	CCN(O)~C(=O)(SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)N(C)O	CN(O)C(=O)SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O	CCN(O)C(=O)SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O
22	CHEMBL128867-CHEMBL129597	CHEMBL128867	CHEMBL129597	[R1]C(=O)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N	[R1]N(CC)O	[R1]N(CCC)O	5.928117992693874	6.096910013008058	0.168792020314183	2.3226640828270577	-1	0.0	CCCN(O)~C(=O)(SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)N(O)CC	CCN(O)C(=O)SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O	CCCN(O)C(=O)SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O
23	CHEMBL128867-CHEMBL129965	CHEMBL128867	CHEMBL129965	[R1]C(=O)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N	[R1]N(CC)O	[R1]N(CCCCC)O	5.928117992693874	6.769551078621726	0.8414330859278518	2.3226640828270577	-1	0.0	CCCCCN(O)~C(=O)(SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)N(O)CC	CCN(O)C(=O)SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O	CCCCCN(O)C(=O)SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O
24	CHEMBL128872-CHEMBL131578	CHEMBL131578	CHEMBL128872	[R1]C(=O)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N	[R1]N(c1ccc(cc1)Cl)O	[R1]N(c1ccc(cc1)Br)O	7.337242168318426	7.853871964321763	0.516629796003337	2.3226640828270577	-1	0.0	NC(CCC(=O)NC(CSC(=O)(N(O)c1ccc(Cl)cc1)~N(O)c1ccc(Br)cc1)C(=O)NCC(=O)O)C(=O)O	NC(CCC(=O)NC(CSC(=O)N(O)c1ccc(Cl)cc1)C(=O)NCC(=O)O)C(=O)O	NC(CCC(=O)NC(CSC(=O)N(O)c1ccc(Br)cc1)C(=O)NCC(=O)O)C(=O)O
25	CHEMBL128872-CHEMBL4438930	CHEMBL128872	CHEMBL4438930	[R1]C(=O)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N	[R1]N(c1ccc(cc1)Br)O	[R1]N(c1ccc(cc1)I)O	7.853871964321763	8.0	0.1461280356782373	2.3226640828270577	-1	0.0	NC(CCC(=O)NC(CSC(=O)(N(O)c1ccc(Br)cc1)~N(O)c1ccc(I)cc1)C(=O)NCC(=O)O)C(=O)O	NC(CCC(=O)NC(CSC(=O)N(O)c1ccc(Br)cc1)C(=O)NCC(=O)O)C(=O)O	NC(CCC(=O)NC(CSC(=O)N(O)c1ccc(I)cc1)C(=O)NCC(=O)O)C(=O)O
26	CHEMBL128872-CHEMBL4450158	CHEMBL128872	CHEMBL4450158	[R1]C(=O)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N	[R1]N(c1ccc(cc1)Br)O	[R1]N(c1ccc(cc1)C#C)O	7.853871964321763	8.154901959985743	0.3010299956639803	2.3226640828270577	-1	0.0	C#Cc1ccc(N(O)~C(=O)(SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)N(O)c2ccc(Br)cc2)cc1	NC(CCC(=O)NC(CSC(=O)N(O)c1ccc(Br)cc1)C(=O)NCC(=O)O)C(=O)O	C#Cc1ccc(N(O)C(=O)SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)cc1
27	CHEMBL128872-CHEMBL4559486	CHEMBL4559486	CHEMBL128872	[R1]C(=O)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N	[R1]N(c1cccc(c1)C#C)O	[R1]N(c1ccc(cc1)Br)O	7.721246399047171	7.853871964321763	0.1326255652745915	2.3226640828270577	-1	0.0	C#Cc1cccc(N(O)C(=O)(SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)~N(O)c2ccc(Br)cc2)c1	C#Cc1cccc(N(O)C(=O)SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)c1	NC(CCC(=O)NC(CSC(=O)N(O)c1ccc(Br)cc1)C(=O)NCC(=O)O)C(=O)O
28	CHEMBL129435-CHEMBL129597	CHEMBL129435	CHEMBL129597	[R1]C(=O)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N	[R1]N(C)O	[R1]N(CCC)O	5.769551078621726	6.096910013008058	0.3273589343863312	2.3226640828270577	-1	0.0	CCCN(O)~C(=O)(SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)N(C)O	CN(O)C(=O)SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O	CCCN(O)C(=O)SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O
