	id	chembl_cid1	chembl_cid2	core	sub1	sub2	pot1	pot2	dpot	thres	class	core_id	CGR
0	CHEMBL2440515-CHEMBL2440704	CHEMBL2440515	CHEMBL2440704	[R1]c1ccc(c(c1)C(=O)O)OC2CCC3CNC(CC3C2)C(=O)O	[R1]OC	[R1]c1ccccc1	4.721246399047171	4.958607314841776	0.2373609157946053	2.140453093324906	-1	2.0	COc1(~c2ccccc2)ccc(OC2CCC3CNC(C(=O)O)CC3C2)c(C(=O)O)c1
1	CHEMBL3088063-CHEMBL3085836	CHEMBL3088063	CHEMBL3085836	[R1]Oc1ccc(c(c1)OC2CCC3CNC(CC3C2)C(=O)O)c4[nH]nnn4	[R1]C	[R1]Cc1ccccc1	5.853871964321763	6.795880017344077	0.9420080530223132	2.140453093324906	-1	1.0	CO(~Cc1ccccc1)c1ccc(-c2nnn[nH]2)c(OC2CCC3CNC(C(=O)O)CC3C2)c1
2	CHEMBL3085836-CHEMBL3088064	CHEMBL3085836	CHEMBL3088064	[R1]c1ccc(c(c1)OC2CCC3CNC(CC3C2)C(=O)O)c4[nH]nnn4	[R1]OCc1ccccc1	[R1]c1ccccc1	6.795880017344077	7.0	0.20411998265592413	2.140453093324906	-1	0.0	O=C(O)C1CC2CC(Oc3cc(OCc4ccccc4)(~c4ccccc4)ccc3-c3nnn[nH]3)CCC2CN1
3	CHEMBL3085836-CHEMBL3088068	CHEMBL3088068	CHEMBL3085836	[R1]c1ccc(c(c1)OC2CCC3CNC(CC3C2)C(=O)O)c4[nH]nnn4	[R1]c1ccccc1Cl	[R1]OCc1ccccc1	6.0	6.795880017344077	0.7958800173440759	2.140453093324906	-1	0.0	O=C(O)C1CC2CC(Oc3cc(~OCc4ccccc4)(-c4ccccc4Cl)ccc3-c3nnn[nH]3)CCC2CN1
4	CHEMBL3085836-CHEMBL3088069	CHEMBL3088069	CHEMBL3085836	[R1]c1ccc(c(c1)OC2CCC3CNC(CC3C2)C(=O)O)c4[nH]nnn4	[R1]c1cccc(c1)Cl	[R1]OCc1ccccc1	6.154901959985742	6.795880017344077	0.6409780573583337	2.140453093324906	-1	0.0	O=C(O)C1CC2CC(Oc3cc(~OCc4ccccc4)(-c4cccc(Cl)c4)ccc3-c3nnn[nH]3)CCC2CN1
5	CHEMBL3085836-CHEMBL3088070	CHEMBL3085836	CHEMBL3088070	[R1]c1ccc(c(c1)OC2CCC3CNC(CC3C2)C(=O)O)c4[nH]nnn4	[R1]OCc1ccccc1	[R1]c1ccc(cc1)Cl	6.795880017344077	7.698970004336019	0.9030899869919428	2.140453093324906	-1	0.0	O=C(O)C1CC2CC(Oc3cc(OCc4ccccc4)(~c4ccc(Cl)cc4)ccc3-c3nnn[nH]3)CCC2CN1
6	CHEMBL3085836-CHEMBL3088071	CHEMBL3088071	CHEMBL3085836	[R1]c1ccc(c(c1)OC2CCC3CNC(CC3C2)C(=O)O)c4[nH]nnn4	[R1]c1nccs1	[R1]OCc1ccccc1	6.045757490560675	6.795880017344077	0.7501225267834011	2.140453093324906	-1	0.0	O=C(O)C1CC2CC(Oc3cc(~OCc4ccccc4)(-c4nccs4)ccc3-c3nnn[nH]3)CCC2CN1
7	CHEMBL3085836-CHEMBL3088072	CHEMBL3085836	CHEMBL3088072	[R1]c1ccc(c(c1)OC2CCC3CNC(CC3C2)C(=O)O)c4[nH]nnn4	[R1]OCc1ccccc1	[R1]c1cccs1	6.795880017344077	7.045757490560675	0.2498774732165989	2.140453093324906	-1	0.0	O=C(O)C1CC2CC(Oc3cc(OCc4ccccc4)(~c4cccs4)ccc3-c3nnn[nH]3)CCC2CN1
8	CHEMBL3088074-CHEMBL3085836	CHEMBL3088074	CHEMBL3085836	[R1]Oc1ccc(c(c1)OC2CCC3CNC(CC3C2)C(=O)O)c4[nH]nnn4	[R1]C(C)C	[R1]Cc1ccccc1	6.045757490560675	6.795880017344077	0.7501225267834011	2.140453093324906	-1	1.0	CC(C)O(~Cc1ccccc1)c1ccc(-c2nnn[nH]2)c(OC2CCC3CNC(C(=O)O)CC3C2)c1
9	CHEMBL3088063-CHEMBL3088068	CHEMBL3088063	CHEMBL3088068	[R1]c1ccc(c(c1)OC2CCC3CNC(CC3C2)C(=O)O)c4[nH]nnn4	[R1]OC	[R1]c1ccccc1Cl	5.853871964321763	6.0	0.1461280356782373	2.140453093324906	-1	0.0	COc1(~c2ccccc2Cl)ccc(-c2nnn[nH]2)c(OC2CCC3CNC(C(=O)O)CC3C2)c1
10	CHEMBL3088063-CHEMBL3088069	CHEMBL3088063	CHEMBL3088069	[R1]c1ccc(c(c1)OC2CCC3CNC(CC3C2)C(=O)O)c4[nH]nnn4	[R1]OC	[R1]c1cccc(c1)Cl	5.853871964321763	6.154901959985742	0.3010299956639795	2.140453093324906	-1	0.0	COc1(~c2cccc(Cl)c2)ccc(-c2nnn[nH]2)c(OC2CCC3CNC(C(=O)O)CC3C2)c1
11	CHEMBL3088063-CHEMBL3088071	CHEMBL3088063	CHEMBL3088071	[R1]c1ccc(c(c1)OC2CCC3CNC(CC3C2)C(=O)O)c4[nH]nnn4	[R1]OC	[R1]c1nccs1	5.853871964321763	6.045757490560675	0.19188552623891209	2.140453093324906	-1	0.0	COc1(~c2nccs2)ccc(-c2nnn[nH]2)c(OC2CCC3CNC(C(=O)O)CC3C2)c1
12	CHEMBL3088063-CHEMBL3088073	CHEMBL3088073	CHEMBL3088063	[R1]c1ccc(c(c1)OC2CCC3CNC(CC3C2)C(=O)O)c4[nH]nnn4	[R1]c1cccnc1	[R1]OC	5.0	5.853871964321763	0.8538719643217627	2.140453093324906	-1	0.0	CO~c1(-c2cccnc2)ccc(-c2nnn[nH]2)c(OC2CCC3CNC(C(=O)O)CC3C2)c1
13	CHEMBL3088063-CHEMBL3088074	CHEMBL3088063	CHEMBL3088074	[R1]Oc1ccc(c(c1)OC2CCC3CNC(CC3C2)C(=O)O)c4[nH]nnn4	[R1]C	[R1]C(C)C	5.853871964321763	6.045757490560675	0.19188552623891209	2.140453093324906	-1	1.0	CC(C)~O(C)c1ccc(-c2nnn[nH]2)c(OC2CCC3CNC(C(=O)O)CC3C2)c1
14	CHEMBL3088069-CHEMBL3088064	CHEMBL3088069	CHEMBL3088064	[R1]c1ccc(c(c1)OC2CCC3CNC(CC3C2)C(=O)O)c4[nH]nnn4	[R1]c1cccc(c1)Cl	[R1]c1ccccc1	6.154901959985742	7.0	0.8450980400142578	2.140453093324906	-1	0.0	O=C(O)C1CC2CC(Oc3cc(-c4cccc(Cl)c4)(~c4ccccc4)ccc3-c3nnn[nH]3)CCC2CN1
15	CHEMBL3088070-CHEMBL3088064	CHEMBL3088064	CHEMBL3088070	[R1]c1ccc(c(c1)OC2CCC3CNC(CC3C2)C(=O)O)c4[nH]nnn4	[R1]c1ccccc1	[R1]c1ccc(cc1)Cl	7.0	7.698970004336019	0.6989700043360187	2.140453093324906	-1	0.0	O=C(O)C1CC2CC(Oc3cc(-c4ccccc4)(~c4ccc(Cl)cc4)ccc3-c3nnn[nH]3)CCC2CN1
16	CHEMBL3088064-CHEMBL3088071	CHEMBL3088071	CHEMBL3088064	[R1]c1ccc(c(c1)OC2CCC3CNC(CC3C2)C(=O)O)c4[nH]nnn4	[R1]c1nccs1	[R1]c1ccccc1	6.045757490560675	7.0	0.9542425094393252	2.140453093324906	-1	0.0	O=C(O)C1CC2CC(Oc3cc(-c4nccs4)(~c4ccccc4)ccc3-c3nnn[nH]3)CCC2CN1
17	CHEMBL3088064-CHEMBL3088072	CHEMBL3088064	CHEMBL3088072	[R1]c1ccc(c(c1)OC2CCC3CNC(CC3C2)C(=O)O)c4[nH]nnn4	[R1]c1ccccc1	[R1]c1cccs1	7.0	7.045757490560675	0.0457574905606748	2.140453093324906	-1	0.0	O=C(O)C1CC2CC(Oc3cc(-c4ccccc4)(~c4cccs4)ccc3-c3nnn[nH]3)CCC2CN1
18	CHEMBL3088074-CHEMBL3088064	CHEMBL3088074	CHEMBL3088064	[R1]c1ccc(c(c1)OC2CCC3CNC(CC3C2)C(=O)O)c4[nH]nnn4	[R1]OC(C)C	[R1]c1ccccc1	6.045757490560675	7.0	0.9542425094393252	2.140453093324906	-1	0.0	CC(C)Oc1(~c2ccccc2)ccc(-c2nnn[nH]2)c(OC2CCC3CNC(C(=O)O)CC3C2)c1
