	id	chembl_cid1	chembl_cid2	core	sub1	sub2	pot1	pot2	dpot	thres	class	core_id	CGR	smi1	smi2
0	CHEMBL2011964-CHEMBL2011965_CHEMBL2012069	CHEMBL2011964	CHEMBL2011965_CHEMBL2012069	[R1]c1cccc(c1)C2(C(=O)N(C(=N)N2)C)C3CC3	[R1]c1cc(cnc1)C	[R1]c1cc(cnc1)Cl	6.6020599913279625	7.453464346811968	0.8514043554840054	1.8319940500504663	-1	18.0	Cc1cncc(-c2(~c3cncc(Cl)c3)cccc(C3(C4CC4)NC(=N)N(C)C3=O)c2)c1	Cc1cncc(-c2cccc(C3(C4CC4)NC(=N)N(C)C3=O)c2)c1	CN1C(=N)NC(c2cccc(-c3cncc(Cl)c3)c2)(C2CC2)C1=O
1	CHEMBL2011964-CHEMBL2011988	CHEMBL2011964	CHEMBL2011988	[R1]c1cccc(c1)C2(C(=O)N(C(=N)N2)C)C3CC3	[R1]c1cc(cnc1)C	[R1]c1cccc(c1)Cl	6.6020599913279625	7.327902142064282	0.7258421507363195	1.8319940500504663	-1	18.0	Cc1cncc(-c2(~c3cccc(Cl)c3)cccc(C3(C4CC4)NC(=N)N(C)C3=O)c2)c1	Cc1cncc(-c2cccc(C3(C4CC4)NC(=N)N(C)C3=O)c2)c1	CN1C(=N)NC(c2cccc(-c3cccc(Cl)c3)c2)(C2CC2)C1=O
2	CHEMBL2012000-CHEMBL2011964	CHEMBL2011964	CHEMBL2012000	[R1]c1cccc(c1)C2(C(=O)N(C(=N)N2)C)C3CC3	[R1]c1cc(cnc1)C	[R1]c1cc(cc(c1)Cl)Cl	6.6020599913279625	7.522878745280337	0.9208187539523748	1.8319940500504663	-1	18.0	Cc1cncc(-c2(~c3cc(Cl)cc(Cl)c3)cccc(C3(C4CC4)NC(=N)N(C)C3=O)c2)c1	Cc1cncc(-c2cccc(C3(C4CC4)NC(=N)N(C)C3=O)c2)c1	CN1C(=N)NC(c2cccc(-c3cc(Cl)cc(Cl)c3)c2)(C2CC2)C1=O
3	CHEMBL2011964-CHEMBL2012001	CHEMBL2011964	CHEMBL2012001	[R1]c1cccc(c1)C2(C(=O)N(C(=N)N2)C)C3CC3	[R1]c1cc(cnc1)C	[R1]c1cccc(c1)OC	6.6020599913279625	7.00436480540245	0.4023048140744878	1.8319940500504663	-1	18.0	COc1cccc(~c2(-c3cncc(C)c3)cccc(C3(C4CC4)NC(=N)N(C)C3=O)c2)c1	Cc1cncc(-c2cccc(C3(C4CC4)NC(=N)N(C)C3=O)c2)c1	COc1cccc(-c2cccc(C3(C4CC4)NC(=N)N(C)C3=O)c2)c1
4	CHEMBL2011964-CHEMBL2012002	CHEMBL2011964	CHEMBL2012002	[R1]c1cccc(c1)C2(C(=O)N(C(=N)N2)C)C3CC3	[R1]c1cc(cnc1)C	[R1]c1cccc(c1)C#N	6.6020599913279625	6.886056647693162	0.2839966563651996	1.8319940500504663	-1	18.0	Cc1cncc(-c2(~c3cccc(C#N)c3)cccc(C3(C4CC4)NC(=N)N(C)C3=O)c2)c1	Cc1cncc(-c2cccc(C3(C4CC4)NC(=N)N(C)C3=O)c2)c1	CN1C(=N)NC(c2cccc(-c3cccc(C#N)c3)c2)(C2CC2)C1=O
5	CHEMBL2011964-CHEMBL2012003	CHEMBL2012003	CHEMBL2011964	[R1]c1cccc(c1)C2(C(=O)N(C(=N)N2)C)C3CC3	[R1]c1cccnc1	[R1]c1cc(cnc1)C	6.568636235841013	6.6020599913279625	0.0334237554869494	1.8319940500504663	-1	18.0	Cc1cncc(~c2(-c3cccnc3)cccc(C3(C4CC4)NC(=N)N(C)C3=O)c2)c1	CN1C(=N)NC(c2cccc(-c3cccnc3)c2)(C2CC2)C1=O	Cc1cncc(-c2cccc(C3(C4CC4)NC(=N)N(C)C3=O)c2)c1
6	CHEMBL2011964-CHEMBL2012004	CHEMBL2011964	CHEMBL2012004	[R1]c1cccc(c1)C2(C(=O)N(C(=N)N2)C)C3CC3	[R1]c1cc(cnc1)C	[R1]c1cc(cnc1)OC	6.6020599913279625	7.0	0.3979400086720375	1.8319940500504663	-1	18.0	COc1cncc(~c2(-c3cncc(C)c3)cccc(C3(C4CC4)NC(=N)N(C)C3=O)c2)c1	Cc1cncc(-c2cccc(C3(C4CC4)NC(=N)N(C)C3=O)c2)c1	COc1cncc(-c2cccc(C3(C4CC4)NC(=N)N(C)C3=O)c2)c1
7	CHEMBL2011964-CHEMBL2012005	CHEMBL2012005	CHEMBL2011964	[R1]c1cccc(c1)C2(C(=O)N(C(=N)N2)C)C3CC3	[R1]c1cc(cnc1)C#N	[R1]c1cc(cnc1)C	6.568636235841013	6.6020599913279625	0.0334237554869494	1.8319940500504663	-1	18.0	Cc1cncc(~c2(-c3cncc(C#N)c3)cccc(C3(C4CC4)NC(=N)N(C)C3=O)c2)c1	CN1C(=N)NC(c2cccc(-c3cncc(C#N)c3)c2)(C2CC2)C1=O	Cc1cncc(-c2cccc(C3(C4CC4)NC(=N)N(C)C3=O)c2)c1
8	CHEMBL2011964-CHEMBL2012006	CHEMBL2011964	CHEMBL2012006	[R1]c1cccc(c1)C2(C(=O)N(C(=N)N2)C)C3CC3	[R1]c1cc(cnc1)C	[R1]c1cc(cnc1)F	6.6020599913279625	6.795880017344077	0.1938200260161133	1.8319940500504663	-1	18.0	Cc1cncc(-c2(~c3cncc(F)c3)cccc(C3(C4CC4)NC(=N)N(C)C3=O)c2)c1	Cc1cncc(-c2cccc(C3(C4CC4)NC(=N)N(C)C3=O)c2)c1	CN1C(=N)NC(c2cccc(-c3cncc(F)c3)c2)(C2CC2)C1=O
9	CHEMBL2011965_CHEMBL2012069-CHEMBL2011988	CHEMBL2011988	CHEMBL2011965_CHEMBL2012069	[R1]c1cccc(c1)C2(C(=O)N(C(=N)N2)C)C3CC3	[R1]c1cccc(c1)Cl	[R1]c1cc(cnc1)Cl	7.327902142064282	7.453464346811968	0.1255622047476858	1.8319940500504663	-1	18.0	CN1C(=N)NC(c2cccc(-c3cccc(Cl)c3)(~c3cncc(Cl)c3)c2)(C2CC2)C1=O	CN1C(=N)NC(c2cccc(-c3cccc(Cl)c3)c2)(C2CC2)C1=O	CN1C(=N)NC(c2cccc(-c3cncc(Cl)c3)c2)(C2CC2)C1=O
