	id	chembl_cid1	chembl_cid2	core	sub1	sub2	pot1	pot2	dpot	thres	class	core_id	CGR	smi1	smi2
0	CHEMBL100017-CHEMBL100702	CHEMBL100017	CHEMBL100702	[R1]N1CC(=O)C(CC1=O)NC(=O)C(Cc2ccccc2)NC(=O)OCc3ccccc3	[R1]C(C)C	[R1]CCc1ccccc1	4.888737486340935	5.209714835966759	0.3209773496258234	2.020320232127201	-1	42.0	CC(C)N1(~CCc2ccccc2)CC(=O)C(NC(=O)C(Cc2ccccc2)NC(=O)OCc2ccccc2)CC1=O	CC(C)N1CC(=O)C(NC(=O)C(Cc2ccccc2)NC(=O)OCc2ccccc2)CC1=O	O=C(NC(Cc1ccccc1)C(=O)NC1CC(=O)N(CCc2ccccc2)CC1=O)OCc1ccccc1
1	CHEMBL100017-CHEMBL101306	CHEMBL100017	CHEMBL101306	[R1]N1CC(=O)C(CC1=O)NC(=O)C(Cc2ccccc2)NC(=O)OCc3ccccc3	[R1]C(C)C	[R1]CCC	4.888737486340935	4.9783972839717565	0.0896597976308211	2.020320232127201	-1	42.0	CCC~N1(C(C)C)CC(=O)C(NC(=O)C(Cc2ccccc2)NC(=O)OCc2ccccc2)CC1=O	CC(C)N1CC(=O)C(NC(=O)C(Cc2ccccc2)NC(=O)OCc2ccccc2)CC1=O	CCCN1CC(=O)C(NC(=O)C(Cc2ccccc2)NC(=O)OCc2ccccc2)CC1=O
2	CHEMBL100017-CHEMBL105708	CHEMBL100017	CHEMBL105708	[R1]N1CC(=O)C(CC1=O)NC(=O)C(Cc2ccccc2)NC(=O)OCc3ccccc3	[R1]C(C)C	[R1]CC(C)C	4.888737486340935	5.341988603342887	0.453251117001952	2.020320232127201	-1	42.0	CC(C)C~N1(C(C)C)CC(=O)C(NC(=O)C(Cc2ccccc2)NC(=O)OCc2ccccc2)CC1=O	CC(C)N1CC(=O)C(NC(=O)C(Cc2ccccc2)NC(=O)OCc2ccccc2)CC1=O	CC(C)CN1CC(=O)C(NC(=O)C(Cc2ccccc2)NC(=O)OCc2ccccc2)CC1=O
3	CHEMBL100017-CHEMBL419727	CHEMBL419727	CHEMBL100017	[R1]N1CC(=O)C(CC1=O)NC(=O)C(Cc2ccccc2)NC(=O)OCc3ccccc3	[R1]Cc1ccccc1	[R1]C(C)C	4.878768544850378	4.888737486340935	0.0099689414905572	2.020320232127201	-1	42.0	CC(C)~N1(Cc2ccccc2)CC(=O)C(NC(=O)C(Cc2ccccc2)NC(=O)OCc2ccccc2)CC1=O	O=C(NC(Cc1ccccc1)C(=O)NC1CC(=O)N(Cc2ccccc2)CC1=O)OCc1ccccc1	CC(C)N1CC(=O)C(NC(=O)C(Cc2ccccc2)NC(=O)OCc2ccccc2)CC1=O
4	CHEMBL101306-CHEMBL100702	CHEMBL101306	CHEMBL100702	[R1]N1CC(=O)C(CC1=O)NC(=O)C(Cc2ccccc2)NC(=O)OCc3ccccc3	[R1]CCC	[R1]CCc1ccccc1	4.9783972839717565	5.209714835966759	0.2313175519950023	2.020320232127201	-1	42.0	CCCN1(~CCc2ccccc2)CC(=O)C(NC(=O)C(Cc2ccccc2)NC(=O)OCc2ccccc2)CC1=O	CCCN1CC(=O)C(NC(=O)C(Cc2ccccc2)NC(=O)OCc2ccccc2)CC1=O	O=C(NC(Cc1ccccc1)C(=O)NC1CC(=O)N(CCc2ccccc2)CC1=O)OCc1ccccc1
5	CHEMBL105708-CHEMBL100702	CHEMBL100702	CHEMBL105708	[R1]N1CC(=O)C(CC1=O)NC(=O)C(Cc2ccccc2)NC(=O)OCc3ccccc3	[R1]CCc1ccccc1	[R1]CC(C)C	5.209714835966759	5.341988603342887	0.1322737673761285	2.020320232127201	-1	42.0	CC(C)C~N1(CCc2ccccc2)CC(=O)C(NC(=O)C(Cc2ccccc2)NC(=O)OCc2ccccc2)CC1=O	O=C(NC(Cc1ccccc1)C(=O)NC1CC(=O)N(CCc2ccccc2)CC1=O)OCc1ccccc1	CC(C)CN1CC(=O)C(NC(=O)C(Cc2ccccc2)NC(=O)OCc2ccccc2)CC1=O
6	CHEMBL316864-CHEMBL100702	CHEMBL100702	CHEMBL316864	[R1]N1CC(=O)C(CC1=O)NC(=O)C(Cc2ccccc2)NC(=O)OCc3ccccc3	[R1]CCc1ccccc1	[R1]CCCc1ccccc1	5.209714835966759	6.159266765388192	0.9495519294214328	2.020320232127201	-1	42.0	O=C(NC(Cc1ccccc1)C(=O)NC1CC(=O)N(CCc2ccccc2)(~CCCc2ccccc2)CC1=O)OCc1ccccc1	O=C(NC(Cc1ccccc1)C(=O)NC1CC(=O)N(CCc2ccccc2)CC1=O)OCc1ccccc1	O=C(NC(Cc1ccccc1)C(=O)NC1CC(=O)N(CCCc2ccccc2)CC1=O)OCc1ccccc1
7	CHEMBL100702-CHEMBL419727	CHEMBL419727	CHEMBL100702	[R1]N1CC(=O)C(CC1=O)NC(=O)C(Cc2ccccc2)NC(=O)OCc3ccccc3	[R1]Cc1ccccc1	[R1]CCc1ccccc1	4.878768544850378	5.209714835966759	0.3309462911163807	2.020320232127201	-1	42.0	O=C(NC(Cc1ccccc1)C(=O)NC1CC(=O)N(Cc2ccccc2)(~CCc2ccccc2)CC1=O)OCc1ccccc1	O=C(NC(Cc1ccccc1)C(=O)NC1CC(=O)N(Cc2ccccc2)CC1=O)OCc1ccccc1	O=C(NC(Cc1ccccc1)C(=O)NC1CC(=O)N(CCc2ccccc2)CC1=O)OCc1ccccc1
8	CHEMBL105708-CHEMBL101306	CHEMBL101306	CHEMBL105708	[R1]N1CC(=O)C(CC1=O)NC(=O)C(Cc2ccccc2)NC(=O)OCc3ccccc3	[R1]CCC	[R1]CC(C)C	4.9783972839717565	5.341988603342887	0.3635913193711308	2.020320232127201	-1	42.0	CCCN1(~CC(C)C)CC(=O)C(NC(=O)C(Cc2ccccc2)NC(=O)OCc2ccccc2)CC1=O	CCCN1CC(=O)C(NC(=O)C(Cc2ccccc2)NC(=O)OCc2ccccc2)CC1=O	CC(C)CN1CC(=O)C(NC(=O)C(Cc2ccccc2)NC(=O)OCc2ccccc2)CC1=O
9	CHEMBL101306-CHEMBL419727	CHEMBL419727	CHEMBL101306	[R1]N1CC(=O)C(CC1=O)NC(=O)C(Cc2ccccc2)NC(=O)OCc3ccccc3	[R1]Cc1ccccc1	[R1]CCC	4.878768544850378	4.9783972839717565	0.0996287391213783	2.020320232127201	-1	42.0	CCC~N1(Cc2ccccc2)CC(=O)C(NC(=O)C(Cc2ccccc2)NC(=O)OCc2ccccc2)CC1=O	O=C(NC(Cc1ccccc1)C(=O)NC1CC(=O)N(Cc2ccccc2)CC1=O)OCc1ccccc1	CCCN1CC(=O)C(NC(=O)C(Cc2ccccc2)NC(=O)OCc2ccccc2)CC1=O
