	id	chembl_cid1	chembl_cid2	core	sub1	sub2	pot1	pot2	dpot	thres	class	core_id	CGR	smi1	smi2
0	CHEMBL2387462-CHEMBL2387469	CHEMBL2387469	CHEMBL2387462	[R1]Nc1ccn2c(n1)c(cn2)C(=O)Nc3c[nH]c4c3cccn4	[R1]CCc1ccccc1	[R1]CC1(CCNCC1)F	9.721246399047173	10.443697499232712	0.7224511001855412	2.530371706155832	-1	25.0	O=C(Nc1c[nH]c2ncccc12)c1cnn2ccc(N(CCc3ccccc3)~CC3(F)CCNCC3)nc12	O=C(Nc1c[nH]c2ncccc12)c1cnn2ccc(NCCc3ccccc3)nc12	O=C(Nc1c[nH]c2ncccc12)c1cnn2ccc(NCC3(F)CCNCC3)nc12
1	CHEMBL2387462-CHEMBL2387470	CHEMBL2387470	CHEMBL2387462	[R1]Nc1ccn2c(n1)c(cn2)C(=O)Nc3c[nH]c4c3cccn4	[R1]CC1CCNCC1	[R1]CC1(CCNCC1)F	10.275724130399214	10.443697499232712	0.1679733688334987	2.530371706155832	-1	25.0	O=C(Nc1c[nH]c2ncccc12)c1cnn2ccc(N(CC3CCNCC3)~CC3(F)CCNCC3)nc12	O=C(Nc1c[nH]c2ncccc12)c1cnn2ccc(NCC3CCNCC3)nc12	O=C(Nc1c[nH]c2ncccc12)c1cnn2ccc(NCC3(F)CCNCC3)nc12
2	CHEMBL2387463-CHEMBL2387464	CHEMBL2387463	CHEMBL2387464	[R1]Nc1ccn2c(n1)c(cn2)C(=O)Nc3c[nH]c4c3cc(cn4)c5ccccc5F	[R1]CC1CCNCC1	[R1]CC1CCNCC1F	10.657577319177793	11.045757490560675	0.3881801713828849	2.530371706155832	-1	6.0	O=C(Nc1c[nH]c2ncc(-c3ccccc3F)cc12)c1cnn2ccc(N(CC3CCNCC3)~CC3CCNCC3F)nc12	O=C(Nc1c[nH]c2ncc(-c3ccccc3F)cc12)c1cnn2ccc(NCC3CCNCC3)nc12	O=C(Nc1c[nH]c2ncc(-c3ccccc3F)cc12)c1cnn2ccc(NCC3CCNCC3F)nc12
3	CHEMBL2387471-CHEMBL2387463	CHEMBL2387471	CHEMBL2387463	[R1]c1cc2c(c[nH]c2nc1)NC(=O)c3cnn4c3nc(cc4)NCC5CCNCC5	[R1]c1c(cccc1F)F	[R1]c1ccccc1F	10.657577319177793	10.657577319177793	0.0	2.530371706155832	-1	7.0	O=C(Nc1c[nH]c2ncc(-c3c(F)cccc3F)(~c3ccccc3F)cc12)c1cnn2ccc(NCC3CCNCC3)nc12	O=C(Nc1c[nH]c2ncc(-c3c(F)cccc3F)cc12)c1cnn2ccc(NCC3CCNCC3)nc12	O=C(Nc1c[nH]c2ncc(-c3ccccc3F)cc12)c1cnn2ccc(NCC3CCNCC3)nc12
4	CHEMBL2387465-CHEMBL2387464	CHEMBL2387465	CHEMBL2387464	[R1]c1cc2c(c[nH]c2nc1)NC(=O)c3cnn4c3nc(cc4)NCC5CCNCC5F	[R1]c1c(cccc1F)F	[R1]c1ccccc1F	10.721246399047173	11.045757490560675	0.3245110915135054	2.530371706155832	-1	8.0	O=C(Nc1c[nH]c2ncc(-c3c(F)cccc3F)(~c3ccccc3F)cc12)c1cnn2ccc(NCC3CCNCC3F)nc12	O=C(Nc1c[nH]c2ncc(-c3c(F)cccc3F)cc12)c1cnn2ccc(NCC3CCNCC3F)nc12	O=C(Nc1c[nH]c2ncc(-c3ccccc3F)cc12)c1cnn2ccc(NCC3CCNCC3F)nc12
5	CHEMBL2387471-CHEMBL2387465	CHEMBL2387471	CHEMBL2387465	[R1]Nc1ccn2c(n1)c(cn2)C(=O)Nc3c[nH]c4c3cc(cn4)c5c(cccc5F)F	[R1]CC1CCNCC1	[R1]CC1CCNCC1F	10.657577319177793	10.721246399047173	0.0636690798693795	2.530371706155832	-1	9.0	O=C(Nc1c[nH]c2ncc(-c3c(F)cccc3F)cc12)c1cnn2ccc(N(CC3CCNCC3)~CC3CCNCC3F)nc12	O=C(Nc1c[nH]c2ncc(-c3c(F)cccc3F)cc12)c1cnn2ccc(NCC3CCNCC3)nc12	O=C(Nc1c[nH]c2ncc(-c3c(F)cccc3F)cc12)c1cnn2ccc(NCC3CCNCC3F)nc12
6	CHEMBL2387465-CHEMBL2387475	CHEMBL2387475	CHEMBL2387465	[R1]c1ccn2c(n1)c(cn2)C(=O)Nc3c[nH]c4c3cc(cn4)c5c(cccc5F)F	[R1]OCC1CCNCC1	[R1]NCC1CCNCC1F	10.207608310501746	10.721246399047173	0.5136380885454255	2.530371706155832	-1	10.0	O=C(Nc1c[nH]c2ncc(-c3c(F)cccc3F)cc12)c1cnn2ccc(~NCC3CCNCC3F)(OCC3CCNCC3)nc12	O=C(Nc1c[nH]c2ncc(-c3c(F)cccc3F)cc12)c1cnn2ccc(OCC3CCNCC3)nc12	O=C(Nc1c[nH]c2ncc(-c3c(F)cccc3F)cc12)c1cnn2ccc(NCC3CCNCC3F)nc12
7	CHEMBL2387470-CHEMBL2387469	CHEMBL2387469	CHEMBL2387470	[R1]Nc1ccn2c(n1)c(cn2)C(=O)Nc3c[nH]c4c3cccn4	[R1]CCc1ccccc1	[R1]CC1CCNCC1	9.721246399047173	10.275724130399214	0.5544777313520424	2.530371706155832	-1	25.0	O=C(Nc1c[nH]c2ncccc12)c1cnn2ccc(N(CCc3ccccc3)~CC3CCNCC3)nc12	O=C(Nc1c[nH]c2ncccc12)c1cnn2ccc(NCCc3ccccc3)nc12	O=C(Nc1c[nH]c2ncccc12)c1cnn2ccc(NCC3CCNCC3)nc12
8	CHEMBL2387471-CHEMBL2387475	CHEMBL2387475	CHEMBL2387471	[R1]c1ccn2c(n1)c(cn2)C(=O)Nc3c[nH]c4c3cc(cn4)c5c(cccc5F)F	[R1]OCC1CCNCC1	[R1]NCC1CCNCC1	10.207608310501746	10.657577319177793	0.4499690086760459	2.530371706155832	-1	10.0	O=C(Nc1c[nH]c2ncc(-c3c(F)cccc3F)cc12)c1cnn2ccc(~NCC3CCNCC3)(OCC3CCNCC3)nc12	O=C(Nc1c[nH]c2ncc(-c3c(F)cccc3F)cc12)c1cnn2ccc(OCC3CCNCC3)nc12	O=C(Nc1c[nH]c2ncc(-c3c(F)cccc3F)cc12)c1cnn2ccc(NCC3CCNCC3)nc12
9	CHEMBL3103880-CHEMBL3103857	CHEMBL3103880	CHEMBL3103857	[R1]c1ccncc1NC(=O)c2c(nccn2)N	[R1]N1CCCC(C1)CN	[R1]N1CCCC(C1)N	7.301029995663981	7.698970004336019	0.3979400086720375	2.530371706155832	-1	11.0	NCC1CCCN(c2(~N3CCCC(N)C3)ccncc2NC(=O)c2nccnc2N)C1	NCC1CCCN(c2ccncc2NC(=O)c2nccnc2N)C1	Nc1nccnc1C(=O)Nc1cnccc1N1CCCC(N)C1
