	id	chembl_cid1	chembl_cid2	core	sub1	sub2	pot1	pot2	dpot	thres	class	core_id	CGR	smi1	smi2
0	CHEMBL3814372-CHEMBL3813875	CHEMBL3814372	CHEMBL3813875	[R1]N1CCN(CC1c2ccccc2)c3cccc(c3)S(=O)(=O)C	[R1]Cc1ccc(nc1)C(F)(F)F	[R1]c1nccc(n1)C(F)(F)F	6.115865991774228	6.851294845551305	0.7354288537770781	1.1115971023800788	-1	1.0	CS(=O)(=O)c1cccc(N2CCN(Cc3ccc(C(F)(F)F)nc3)(~c3nccc(C(F)(F)F)n3)C(c3ccccc3)C2)c1	CS(=O)(=O)c1cccc(N2CCN(Cc3ccc(C(F)(F)F)nc3)C(c3ccccc3)C2)c1	CS(=O)(=O)c1cccc(N2CCN(c3nccc(C(F)(F)F)n3)C(c3ccccc3)C2)c1
1	CHEMBL3905741-CHEMBL3913348	CHEMBL3913348	CHEMBL3905741	[R1]N1Cc2cn(nc2C1C(C)C)c3cccc(c3)S(=O)(=O)C	[R1]c1ccnc(c1)OC	[R1]c1c(c(ncn1)OC)F	7.886056647693162	9.0	1.1139433523068378	1.1115971023800788	1	0.0	COc1cc(N2(~c3ncnc(OC)c3F)Cc3cn(-c4cccc(S(C)(=O)=O)c4)nc3C2C(C)C)ccn1	COc1cc(N2Cc3cn(-c4cccc(S(C)(=O)=O)c4)nc3C2C(C)C)ccn1	COc1ncnc(N2Cc3cn(-c4cccc(S(C)(=O)=O)c4)nc3C2C(C)C)c1F
2	CHEMBL3905741-CHEMBL3914727	CHEMBL3914727	CHEMBL3905741	[R1]N1Cc2cn(nc2C1C(C)C)c3cccc(c3)S(=O)(=O)C	[R1]c1cc(nc(n1)C)OC	[R1]c1c(c(ncn1)OC)F	8.397940008672037	9.0	0.6020599913279625	1.1115971023800788	-1	0.0	COc1cc(N2(~c3ncnc(OC)c3F)Cc3cn(-c4cccc(S(C)(=O)=O)c4)nc3C2C(C)C)nc(C)n1	COc1cc(N2Cc3cn(-c4cccc(S(C)(=O)=O)c4)nc3C2C(C)C)nc(C)n1	COc1ncnc(N2Cc3cn(-c4cccc(S(C)(=O)=O)c4)nc3C2C(C)C)c1F
3	CHEMBL3905741-CHEMBL3933543	CHEMBL3933543	CHEMBL3905741	[R1]N1Cc2cn(nc2C1C(C)C)c3cccc(c3)S(=O)(=O)C	[R1]c1ccnc(n1)C(F)(F)F	[R1]c1c(c(ncn1)OC)F	7.886056647693162	9.0	1.1139433523068378	1.1115971023800788	1	0.0	COc1ncnc(~N2(c3ccnc(C(F)(F)F)n3)Cc3cn(-c4cccc(S(C)(=O)=O)c4)nc3C2C(C)C)c1F	CC(C)C1c2nn(-c3cccc(S(C)(=O)=O)c3)cc2CN1c1ccnc(C(F)(F)F)n1	COc1ncnc(N2Cc3cn(-c4cccc(S(C)(=O)=O)c4)nc3C2C(C)C)c1F
4	CHEMBL3905741-CHEMBL3956923	CHEMBL3956923	CHEMBL3905741	[R1]N1Cc2cn(nc2C1C(C)C)c3cccc(c3)S(=O)(=O)C	[R1]c1cc(nc(n1)OC)C	[R1]c1c(c(ncn1)OC)F	7.769551078621726	9.0	1.230448921378274	1.1115971023800788	1	0.0	COc1nc(C)cc(N2(~c3ncnc(OC)c3F)Cc3cn(-c4cccc(S(C)(=O)=O)c4)nc3C2C(C)C)n1	COc1nc(C)cc(N2Cc3cn(-c4cccc(S(C)(=O)=O)c4)nc3C2C(C)C)n1	COc1ncnc(N2Cc3cn(-c4cccc(S(C)(=O)=O)c4)nc3C2C(C)C)c1F
5	CHEMBL3905741-CHEMBL3959681	CHEMBL3959681	CHEMBL3905741	[R1]N1Cc2cn(nc2C1C(C)C)c3cccc(c3)S(=O)(=O)C	[R1]c1nccc(n1)C(F)(F)F	[R1]c1c(c(ncn1)OC)F	8.154901959985743	9.0	0.8450980400142569	1.1115971023800788	-1	0.0	COc1ncnc(~N2(c3nccc(C(F)(F)F)n3)Cc3cn(-c4cccc(S(C)(=O)=O)c4)nc3C2C(C)C)c1F	CC(C)C1c2nn(-c3cccc(S(C)(=O)=O)c3)cc2CN1c1nccc(C(F)(F)F)n1	COc1ncnc(N2Cc3cn(-c4cccc(S(C)(=O)=O)c4)nc3C2C(C)C)c1F
6	CHEMBL3905741-CHEMBL3960195	CHEMBL3960195	CHEMBL3905741	[R1]N1Cc2cn(nc2C1C(C)C)c3cccc(c3)S(=O)(=O)C	[R1]c1cc(ncn1)C(F)(F)F	[R1]c1c(c(ncn1)OC)F	8.154901959985743	9.0	0.8450980400142569	1.1115971023800788	-1	0.0	COc1ncnc(~N2(c3cc(C(F)(F)F)ncn3)Cc3cn(-c4cccc(S(C)(=O)=O)c4)nc3C2C(C)C)c1F	CC(C)C1c2nn(-c3cccc(S(C)(=O)=O)c3)cc2CN1c1cc(C(F)(F)F)ncn1	COc1ncnc(N2Cc3cn(-c4cccc(S(C)(=O)=O)c4)nc3C2C(C)C)c1F
7	CHEMBL3905741-CHEMBL3972392	CHEMBL3972392	CHEMBL3905741	[R1]N1Cc2cn(nc2C1C(C)C)c3cccc(c3)S(=O)(=O)C	[R1]c1c(cnc(n1)OC)F	[R1]c1c(c(ncn1)OC)F	7.886056647693162	9.0	1.1139433523068378	1.1115971023800788	1	0.0	COc1ncc(F)c(N2(~c3ncnc(OC)c3F)Cc3cn(-c4cccc(S(C)(=O)=O)c4)nc3C2C(C)C)n1	COc1ncc(F)c(N2Cc3cn(-c4cccc(S(C)(=O)=O)c4)nc3C2C(C)C)n1	COc1ncnc(N2Cc3cn(-c4cccc(S(C)(=O)=O)c4)nc3C2C(C)C)c1F
8	CHEMBL3905741-CHEMBL3976470	CHEMBL3976470	CHEMBL3905741	[R1]N1Cc2cn(nc2C1C(C)C)c3cccc(c3)S(=O)(=O)C	[R1]c1cc(nc(c1)OC)C	[R1]c1c(c(ncn1)OC)F	8.221848749616356	9.0	0.7781512503836439	1.1115971023800788	-1	0.0	COc1cc(N2(~c3ncnc(OC)c3F)Cc3cn(-c4cccc(S(C)(=O)=O)c4)nc3C2C(C)C)cc(C)n1	COc1cc(N2Cc3cn(-c4cccc(S(C)(=O)=O)c4)nc3C2C(C)C)cc(C)n1	COc1ncnc(N2Cc3cn(-c4cccc(S(C)(=O)=O)c4)nc3C2C(C)C)c1F
9	CHEMBL3914727-CHEMBL3913348	CHEMBL3913348	CHEMBL3914727	[R1]N1Cc2cn(nc2C1C(C)C)c3cccc(c3)S(=O)(=O)C	[R1]c1ccnc(c1)OC	[R1]c1cc(nc(n1)C)OC	7.886056647693162	8.397940008672037	0.5118833609788753	1.1115971023800788	-1	0.0	COc1cc(N2(~c3cc(OC)nc(C)n3)Cc3cn(-c4cccc(S(C)(=O)=O)c4)nc3C2C(C)C)ccn1	COc1cc(N2Cc3cn(-c4cccc(S(C)(=O)=O)c4)nc3C2C(C)C)ccn1	COc1cc(N2Cc3cn(-c4cccc(S(C)(=O)=O)c4)nc3C2C(C)C)nc(C)n1
