	ids	cid	#tr	#ac_tr	trueY	predY	prob	neighbor	distance
0	CHEMBL189643-CHEMBL192998	4	413	14	-1	-1	0.0	45; 49; 50; 42; 48	0.6296296296296297; 0.6363636363636364; 0.6538461538461539; 0.6571428571428571; 0.6666666666666666
1	CHEMBL306150-CHEMBL1907858_CHEMBL281274_CHEMBL355202	4	413	14	-1	-1	0.0	623; 302; 316; 315; 303	0.6666666666666666; 0.75; 0.75; 0.7692307692307693; 0.7692307692307693
2	CHEMBL1907858_CHEMBL281274_CHEMBL355202-CHEMBL431002	4	413	14	1	-1	0.0	623; 302; 316; 318; 348	0.8275862068965517; 0.8571428571428571; 0.8571428571428571; 0.8620689655172413; 0.8620689655172413
3	CHEMBL2381589-CHEMBL190785	4	413	14	1	-1	0.4	236; 77; 83; 23; 235	0.6470588235294118; 0.7560975609756098; 0.7567567567567568; 0.7575757575757576; 0.8048780487804879
4	CHEMBL2381593-CHEMBL190785	4	413	14	1	-1	0.2	240; 79; 85; 25; 241	0.6470588235294118; 0.7560975609756098; 0.7567567567567568; 0.7575757575757576; 0.7647058823529411
5	CHEMBL383491-CHEMBL201845	4	413	14	-1	-1	0.2	111; 112; 116; 339; 119	0.9215686274509804; 0.9306184012066365; 0.9355742296918768; 0.9377958079783637; 0.9377958079783637
6	CHEMBL202461-CHEMBL202200	4	413	14	-1	-1	0.2	116; 125; 136; 339; 112	0.6190476190476191; 0.6875; 0.6956521739130435; 0.6956521739130435; 0.7142857142857143
7	CHEMBL202462-CHEMBL202200	4	413	14	-1	-1	0.2	125; 116; 123; 339; 136	0.5; 0.6190476190476191; 0.6428571428571429; 0.6956521739130435; 0.6956521739130435
8	CHEMBL202461-CHEMBL202462	4	413	14	-1	-1	0.2	111; 112; 116; 121; 119	0.9411764705882353; 0.95; 0.9545454545454546; 0.9565217391304348; 0.9565217391304348
9	CHEMBL2113295-CHEMBL2113301	4	413	14	-1	-1	0.0	175; 187; 161; 165; 200	0.7575757575757576; 0.84375; 0.8484848484848485; 0.8611111111111112; 0.8772204806687566
10	CHEMBL2113295-CHEMBL2113310	4	413	14	1	-1	0.0	188; 216; 205; 194; 197	0.41666666666666674; 0.449685534591195; 0.5377358490566038; 0.5581395348837209; 0.5952380952380952
11	CHEMBL2113297-CHEMBL2113301	4	413	14	-1	-1	0.0	212; 193; 173; 189; 185	0.5369458128078819; 0.6; 0.6129032258064516; 0.6571428571428571; 0.6571428571428571
12	CHEMBL2113297-CHEMBL2113310	4	413	14	-1	-1	0.0	220; 188; 166; 205; 197	0.2075471698113207; 0.32258064516129026; 0.43333333333333335; 0.46317711503347525; 0.5405405405405406
13	CHEMBL2113307-CHEMBL2113304	4	413	14	-1	-1	0.0	212; 173; 185; 200; 174	0.5; 0.5324933687002653; 0.5529131985731273; 0.6551724137931034; 0.6707974137931034
14	CHEMBL2113308-CHEMBL2113304	4	413	14	-1	-1	0.0	174; 212; 189; 185; 164	0.46908442330558864; 0.59375; 0.5948275862068966; 0.6316614420062696; 0.6367419738406659
15	CHEMBL2113304-CHEMBL2113311	4	413	14	-1	-1	0.0	194; 216; 205; 220; 166	0.4937106918238994; 0.5128205128205128; 0.5789473684210527; 0.6153846153846154; 0.6157804459691252
16	CHEMBL2113307-CHEMBL2113308	4	413	14	-1	-1	0.0	184; 164; 187; 163; 174	0.18965517241379315; 0.5419790104947526; 0.6285919540229885; 0.6476761619190405; 0.7124582869855395
17	CHEMBL2113307-CHEMBL2113311	4	413	14	-1	-1	0.0	205; 188; 220; 216; 197	0.0; 0.2075471698113207; 0.32258064516129026; 0.4444444444444444; 0.45518867924528295
18	CHEMBL2113308-CHEMBL2113311	4	413	14	-1	-1	0.0	205; 188; 197; 220; 166	0.33333333333333326; 0.47169811320754707; 0.5018867924528302; 0.5526315789473685; 0.5917667238421955
19	CHEMBL2381593-CHEMBL2381589	4	413	14	-1	-1	0.0	235; 23; 25; 241; 83	0.5625; 0.7333333333333333; 0.75; 0.7575757575757576; 0.7714285714285715
20	CHEMBL3287468-CHEMBL3287467	4	413	14	-1	-1	0.0	3; 523; 539; 497; 488	0.9383050847457627; 0.9791304347826086; 0.9813664596273292; 0.9820089955022488; 0.9826086956521739
21	CHEMBL568803-CHEMBL567604	4	413	14	-1	-1	0.0	457; 425; 530; 493; 479	0.5727820844099915; 0.7435897435897436; 0.7455540355677155; 0.75; 0.7528239202657807
22	CHEMBL577394-CHEMBL567604	4	413	14	1	-1	0.0	572; 387; 573; 605; 597	0.6206896551724138; 0.6451612903225806; 0.6451612903225806; 0.65625; 0.65625
