	ids	cid	#tr	#ac_tr	trueY	predY	prob	neighbor	distance
0	CHEMBL1738803-CHEMBL1774905	9	508	16	-1	-1	0.0	24; 69; 68; 67; 28	0.2857142857142857; 0.368421052631579; 0.6210526315789474; 0.6631578947368422; 0.6666666666666666
1	CHEMBL1774907-CHEMBL1738803	9	508	16	-1	-1	0.0	28; 68; 67; 69; 24	0.2857142857142857; 0.6210526315789474; 0.6631578947368422; 0.6656346749226006; 0.6666666666666666
2	CHEMBL1774908-CHEMBL1738803	9	508	16	-1	-1	0.0	71; 68; 69; 74; 73	0.7543859649122807; 0.8513931888544891; 0.8670360110803325; 0.8851674641148326; 0.8851674641148326
3	CHEMBL1738803-CHEMBL1774910	9	508	16	-1	1	0.6	40; 38; 39; 42; 41	0.41666666666666674; 0.46153846153846156; 0.5357142857142857; 0.5714285714285714; 0.6
4	CHEMBL1774912-CHEMBL1738803	9	508	16	-1	-1	0.0	51; 31; 52; 50; 54	0.5; 0.6190476190476191; 0.6666666666666666; 0.6923076923076923; 0.6923076923076923
5	CHEMBL1774913-CHEMBL1738803	9	508	16	1	-1	0.0	56; 32; 50; 57; 58	0.4782608695652174; 0.5454545454545454; 0.56; 0.6; 0.6296296296296297
6	CHEMBL1738803-CHEMBL1774914	9	508	16	1	-1	0.0	51; 33; 56; 60; 61	0.6; 0.6842105263157895; 0.7083333333333334; 0.7272727272727273; 0.75
7	CHEMBL1738803-CHEMBL1774916	9	508	16	-1	-1	0.2	53; 35; 41; 25; 62	0.46153846153846156; 0.4782608695652174; 0.6; 0.7314022383146808; 0.8285714285714286
8	CHEMBL1738803-CHEMBL1774917	9	508	16	1	-1	0.2	61; 54; 36; 58; 42	0.4545454545454546; 0.5; 0.5714285714285714; 0.5769230769230769; 0.6428571428571429
9	CHEMBL1738803-CHEMBL1774918	9	508	16	-1	-1	0.4	25; 62; 55; 59; 43	0.30612244897959184; 0.37037037037037035; 0.4137931034482758; 0.4838709677419355; 0.5757575757575758
10	CHEMBL1774922-CHEMBL1738805	9	508	16	-1	-1	0.0	13; 18; 15; 74; 14	0.2222222222222222; 0.4285714285714286; 0.47058823529411764; 0.5238095238095238; 0.5294117647058824
11	CHEMBL1774924-CHEMBL1738805	9	508	16	-1	-1	0.0	15; 14; 18; 16; 13	0.5263157894736842; 0.5789473684210527; 0.6; 0.6190476190476191; 0.64
12	CHEMBL1774905-CHEMBL1774906	9	508	16	-1	-1	0.0	23; 24; 91; 92; 82	0.7777777777777778; 0.8; 0.8337950138504155; 0.8337950138504155; 0.8421052631578947
13	CHEMBL1774907-CHEMBL1774906	9	508	16	-1	-1	0.0	23; 28; 54; 24; 31	0.6470588235294118; 0.75; 0.9121155053358443; 0.9130434782608695; 0.9174649963154016
14	CHEMBL1774908-CHEMBL1774906	9	508	16	-1	-1	0.0	24; 28; 69; 68; 73	0.5789473684210527; 0.65; 0.7990430622009569; 0.8195488721804511; 0.8231578947368421
15	CHEMBL1774908-CHEMBL1774922	9	508	16	-1	-1	0.4	25; 62; 55; 59; 43	0.27659574468085113; 0.42760942760942766; 0.4670846394984326; 0.530791788856305; 0.6143250688705235
16	CHEMBL1774909-CHEMBL1774911	9	508	16	-1	1	0.6	42; 40; 38; 39; 41	0.7419354838709677; 0.7666666666666667; 0.78125; 0.7878787878787878; 0.7941176470588235
17	CHEMBL1774910-CHEMBL1774911	9	508	16	-1	1	0.6	43; 40; 42; 38; 39	0.75; 0.78125; 0.7941176470588235; 0.7941176470588235; 0.8
18	CHEMBL1774912-CHEMBL1774911	9	508	16	-1	-1	0.0	38; 31; 55; 52; 54	0.48275862068965525; 0.6296296296296297; 0.6571428571428571; 0.6666666666666666; 0.6875
19	CHEMBL1774914-CHEMBL1774911	9	508	16	-1	-1	0.4	40; 33; 62; 60; 38	0.5185185185185185; 0.68; 0.696969696969697; 0.7142857142857143; 0.7272727272727273
20	CHEMBL1774915-CHEMBL1774911	9	508	16	-1	-1	0.2	34; 60; 52; 57; 40	0.68; 0.7142857142857143; 0.7333333333333333; 0.7419354838709677; 0.7878787878787878
21	CHEMBL1774916-CHEMBL1774911	9	508	16	-1	-1	0.2	41; 35; 53; 43; 40	0.4516129032258065; 0.5862068965517241; 0.6470588235294118; 0.7804878048780488; 0.8108108108108109
22	CHEMBL1774917-CHEMBL1774911	9	508	16	-1	-1	0.2	42; 36; 61; 54; 58	0.48275862068965525; 0.6666666666666666; 0.6666666666666666; 0.6875; 0.696969696969697
23	CHEMBL1774911-CHEMBL1774918	9	508	16	-1	-1	0.4	43; 62; 55; 59; 25	0.4545454545454546; 0.6285714285714286; 0.6486486486486487; 0.6578947368421053; 0.7562051847766134
24	CHEMBL1774922-CHEMBL1774918	9	508	16	-1	-1	0.0	71; 68; 69; 74; 73	0.6111111111111112; 0.7647058823529411; 0.7894736842105263; 0.8181818181818182; 0.8181818181818182
25	CHEMBL1774924-CHEMBL1774918	9	508	16	-1	-1	0.0	68; 69; 67; 73; 74	0.5263157894736842; 0.5714285714285714; 0.5789473684210527; 0.625; 0.625
26	CHEMBL1774919-CHEMBL1774922	9	508	16	-1	-1	0.0	67; 68; 78; 69; 28	0.36363636363636365; 0.6428571428571429; 0.6428571428571429; 0.6875; 0.708502024291498
27	CHEMBL1774919-CHEMBL1774924	9	508	16	-1	-1	0.0	75; 78; 76; 81; 80	0.8333333333333334; 0.8333333333333334; 0.8571428571428571; 0.8823529411764706; 0.8823529411764706
28	CHEMBL1774920-CHEMBL1774922	9	508	16	-1	-1	0.0	68; 84; 69; 67; 28	0.33333333333333326; 0.6; 0.625; 0.6428571428571429; 0.659919028340081
29	CHEMBL1774920-CHEMBL1774924	9	508	16	-1	-1	0.0	84; 82; 86; 87; 68	0.7894736842105263; 0.8; 0.8333333333333334; 0.8333333333333334; 0.8421052631578947
30	CHEMBL1774922-CHEMBL1774921	9	508	16	-1	-1	0.0	69; 24; 89; 82; 68	0.2857142857142857; 0.368421052631579; 0.5294117647058824; 0.6153846153846154; 0.625
31	CHEMBL1774924-CHEMBL1774921	9	508	16	-1	-1	0.0	82; 89; 76; 69; 92	0.6666666666666666; 0.7142857142857143; 0.7333333333333333; 0.7619047619047619; 0.8
32	CHEMBL1774923-CHEMBL1774922	9	508	16	-1	-1	0.0	71; 84; 89; 78; 99	0.25; 0.6111111111111112; 0.65; 0.6666666666666666; 0.6956521739130435
33	CHEMBL1774922-CHEMBL1774925	9	508	16	-1	-1	0.0	73; 98; 86; 80; 91	0.23529411764705888; 0.44999999999999996; 0.5; 0.5625; 0.6111111111111112
34	CHEMBL1774922-CHEMBL1774926	9	508	16	-1	-1	0.0	74; 99; 87; 13; 81	0.23529411764705888; 0.44999999999999996; 0.5; 0.5238095238095238; 0.5625
35	CHEMBL1774924-CHEMBL1774923	9	508	16	-1	-1	0.0	84; 89; 78; 98; 99	0.55; 0.5909090909090909; 0.6; 0.64; 0.64
36	CHEMBL1774924-CHEMBL1774925	9	508	16	-1	-1	0.0	86; 80; 98; 91; 73	0.5555555555555556; 0.6111111111111112; 0.625; 0.65; 0.6666666666666666
37	CHEMBL1774924-CHEMBL1774926	9	508	16	-1	-1	0.0	87; 81; 99; 92; 74	0.5555555555555556; 0.6111111111111112; 0.625; 0.65; 0.6666666666666666
38	CHEMBL1834096-CHEMBL3104273	9	508	16	-1	-1	0.0	105; 103; 107; 115; 106	0.7368421052631579; 0.7368421052631579; 0.8; 0.8333333333333334; 0.8333333333333334
39	CHEMBL1834096-CHEMBL3104280_CHEMBL3104281	9	508	16	-1	-1	0.0	110; 109; 117; 108; 105	0.7; 0.7647058823529411; 0.7894736842105263; 0.7894736842105263; 0.7894736842105263
40	CHEMBL1834096-CHEMBL3104288	9	508	16	-1	-1	0.0	109; 117; 105; 108; 110	0.5833333333333334; 0.6428571428571429; 0.7333333333333333; 0.7333333333333333; 0.7777777777777778
41	CHEMBL2042870-CHEMBL3899564	9	508	16	1	-1	0.4	873; 119; 121; 882; 881	0.4285714285714286; 0.46153846153846156; 0.7878787878787878; 0.9017857142857143; 0.9290966386554622
42	CHEMBL3104272-CHEMBL3104273	9	508	16	-1	-1	0.0	125; 103; 127; 110; 126	0.8333333333333334; 0.9219858156028369; 0.9297872340425533; 0.9331306990881459; 0.938945420906568
43	CHEMBL3104280_CHEMBL3104281-CHEMBL3104272	9	508	16	-1	-1	0.0	129; 130; 103; 138; 128	0.56; 0.5714285714285714; 0.5909090909090909; 0.5925925925925926; 0.5925925925925926
44	CHEMBL3104282-CHEMBL3104272	9	508	16	1	-1	0.0	129; 103; 128; 138; 127	0.56; 0.5909090909090909; 0.5925925925925926; 0.5925925925925926; 0.625
45	CHEMBL3104288-CHEMBL3104272	9	508	16	-1	-1	0.0	129; 138; 103; 128; 127	0.4; 0.4545454545454546; 0.5; 0.5217391304347826; 0.55
46	CHEMBL3104274-CHEMBL3104273	9	508	16	-1	-1	0.0	125; 109; 117; 177; 105	0.8333333333333334; 0.9122340425531915; 0.9219858156028369; 0.9219858156028369; 0.9219858156028369
47	CHEMBL3104275-CHEMBL3104273	9	508	16	-1	-1	0.0	126; 152; 165; 167; 174	0.5833333333333334; 0.5833333333333334; 0.6; 0.6666666666666666; 0.6896551724137931
48	CHEMBL3104273-CHEMBL3104276	9	508	16	-1	-1	0.0	153; 127; 165; 177; 183	0.6666666666666666; 0.6666666666666666; 0.75; 0.7619047619047619; 0.782608695652174
49	CHEMBL3104273-CHEMBL3104277	9	508	16	-1	-1	0.0	128; 166; 154; 108; 192	0.5555555555555556; 0.5769230769230769; 0.5925925925925926; 0.6086956521739131; 0.6551724137931034
50	CHEMBL3104278-CHEMBL3104273	9	508	16	-1	-1	0.0	177; 129; 167; 155; 109	0.5714285714285714; 0.6; 0.625; 0.64; 0.6666666666666666
51	CHEMBL3104283_CHEMBL3104284-CHEMBL3104273	9	508	16	-1	-1	0.0	181; 159; 133; 112; 171	0.4444444444444444; 0.4516129032258065; 0.4516129032258065; 0.5; 0.5
52	CHEMBL3104285-CHEMBL3104273	9	508	16	-1	-1	0.0	182; 160; 134; 172; 113	0.5217391304347826; 0.5555555555555556; 0.5555555555555556; 0.5769230769230769; 0.6086956521739131
