	ids	cid	#tr	#ac_tr	trueY	predY	prob	neighbor	distance
0	CHEMBL564746-CHEMBL1629808	108	243	11	-1	-1	0.2	10; 7; 2; 1; 81	0.27586206896551724; 0.3793103448275862; 0.48484848484848486; 0.5142857142857142; 0.5294117647058824
1	CHEMBL270492-CHEMBL1773092	108	243	11	1	-1	0.0	17; 15; 186; 230; 327	0.4814814814814814; 0.65625; 0.7088716623600344; 0.75; 0.7659414853713429
2	CHEMBL401447-CHEMBL1775036	108	243	11	-1	-1	0.0	33; 30; 20; 18; 29	0.40384615384615385; 0.40384615384615385; 0.42105263157894735; 0.5368421052631578; 0.6548582995951417
3	CHEMBL1775041-CHEMBL401447	108	243	11	-1	-1	0.0	34; 19; 340; 310; 339	0.4736842105263157; 0.7142857142857143; 0.768; 0.768; 0.7884615384615384
4	CHEMBL1775041-CHEMBL428029	108	243	11	-1	-1	0.0	34; 19; 339; 20; 31	0.375; 0.7777777777777778; 0.7893772893772895; 0.8358473824312334; 0.8375999999999999
5	CHEMBL1775045-CHEMBL1775046	108	243	11	-1	-1	0.0	15; 17; 42; 43; 210	0.21621621621621623; 0.577962577962578; 0.6864864864864865; 0.7387387387387387; 0.8155802861685214
6	CHEMBL406658-CHEMBL1775046	108	243	11	-1	-1	0.0	40; 211; 43; 226; 149	0.21621621621621623; 0.5689189189189189; 0.5689189189189189; 0.5837837837837837; 0.6267696267696268
7	CHEMBL408966-CHEMBL1775046	108	243	11	-1	-1	0.4	269; 124; 126; 212; 277	0.3846153846153846; 0.5176715176715176; 0.5176715176715176; 0.5176715176715176; 0.5610810810810811
8	CHEMBL270492-CHEMBL1775047	108	243	11	1	-1	0.0	42; 210; 15; 43; 186	0.3846153846153846; 0.6; 0.6; 0.6153846153846154; 0.6613953488372093
9	CHEMBL1836676-CHEMBL1836675	108	243	11	-1	-1	0.0	170; 172; 261; 92; 161	0.25; 0.5096153846153846; 0.5555555555555556; 0.5673076923076923; 0.5982142857142857
10	CHEMBL1836675-CHEMBL514140	108	243	11	-1	-1	0.2	260; 324; 104; 102; 103	0.5357142857142857; 0.6347402597402598; 0.7514204545454546; 0.8401988636363636; 0.8622589531680441
11	CHEMBL1836676-CHEMBL1836677	108	243	11	-1	-1	0.0	92; 69; 98; 170; 93	0.25; 0.5; 0.5277777777777778; 0.5673076923076923; 0.58
12	CHEMBL1836676-CHEMBL475740	108	243	11	-1	-1	0.2	324; 260; 104; 102; 103	0.6411960132890366; 0.7125850340136054; 0.7558139534883721; 0.8430232558139534; 0.864693446088795
13	CHEMBL1836677-CHEMBL236375	108	243	11	-1	-1	0.2	104; 324; 51; 256; 260	0.8401988636363636; 0.8401988636363636; 0.8921832884097035; 0.8979591836734694; 0.90625
14	CHEMBL564746-CHEMBL235756	108	243	11	-1	-1	0.0	61; 86; 53; 52; 163	0.2962962962962963; 0.4666666666666667; 0.5483870967741935; 0.5588235294117647; 0.5882352941176471
15	CHEMBL564746-CHEMBL235757	108	243	11	-1	-1	0.0	74; 66; 52; 280; 69	0.33333333333333326; 0.43333333333333335; 0.5454545454545454; 0.5483870967741935; 0.6060606060606061
16	CHEMBL564746-CHEMBL235758	108	243	11	-1	-1	0.0	86; 61; 66; 81; 87	0.37037037037037035; 0.5333333333333333; 0.6060606060606061; 0.6470588235294118; 0.6571428571428571
17	CHEMBL564746-CHEMBL236375	108	243	11	-1	-1	0.2	96; 79; 94; 54; 258	0.3214285714285714; 0.4193548387096775; 0.4285714285714286; 0.5294117647058824; 0.53125
18	CHEMBL238304-CHEMBL241749	108	243	11	-1	-1	0.2	183; 23; 57; 7; 82	0.19999999999999996; 0.509090909090909; 0.628; 0.628; 0.628
19	CHEMBL475337-CHEMBL238304	108	243	11	-1	-1	0.0	294; 245; 105; 287; 264	0.19999999999999996; 0.22499999999999998; 0.26315789473684204; 0.41052631578947363; 0.4130434782608696
20	CHEMBL515135-CHEMBL238304	108	243	11	-1	-1	0.0	265; 283; 65; 90; 241	0.4318181818181819; 0.511578947368421; 0.5366541353383458; 0.5366541353383458; 0.5548245614035088
21	CHEMBL515885-CHEMBL238304	108	243	11	-1	-1	0.0	329; 335; 321; 338; 265	0.4418604651162791; 0.6135957066189625; 0.627906976744186; 0.6921810699588478; 0.7257053291536051
22	CHEMBL238561-CHEMBL3394092	108	243	11	-1	-1	0.0	18; 20; 29; 27; 33	0.19999999999999996; 0.20408163265306123; 0.40384615384615385; 0.4464285714285714; 0.6548582995951417
23	CHEMBL2397804-CHEMBL2397796	108	243	11	-1	-1	0.4	209; 124; 277; 208; 125	0.21621621621621623; 0.5862068965517241; 0.6382536382536382; 0.6382536382536382; 0.6470588235294118
24	CHEMBL2397806-CHEMBL2397796	108	243	11	-1	-1	0.4	124; 136; 122; 126; 150	0.3846153846153846; 0.3846153846153846; 0.46153846153846156; 0.5; 0.5
