	ids	cid	#tr	#ac_tr	trueY	predY	prob	neighbor	distance
0	CHEMBL140894-CHEMBL336678	80	242	10	-1	-1	0.0	19; 28; 48; 9; 26	0.5357142857142857; 0.5555555555555556; 0.5862068965517241; 0.6296296296296297; 0.6428571428571429
1	CHEMBL336678-CHEMBL141692	80	242	10	-1	-1	0.0	1; 29; 0; 20; 49	0.7368421052631579; 0.7391304347826086; 0.7391304347826086; 0.75; 0.76
2	CHEMBL187815-CHEMBL190638	80	242	10	-1	-1	0.0	203; 275; 273; 230; 270	0.31034482758620685; 0.3666666666666667; 0.48571428571428577; 0.5161290322580645; 0.5405405405405406
3	CHEMBL187815-CHEMBL190823	80	242	10	-1	-1	0.2	205; 245; 270; 201; 292	0.34375; 0.3529411764705883; 0.44736842105263164; 0.4545454545454546; 0.4722222222222222
4	CHEMBL187815-CHEMBL363281	80	242	10	-1	-1	0.0	310; 224; 179; 222; 210	0.20833333333333337; 0.30000000000000004; 0.5128205128205128; 0.5692307692307692; 0.5916666666666668
5	CHEMBL187815-CHEMBL363592	80	242	10	1	-1	0.0	203; 201; 237; 273; 227	0.696969696969697; 0.7096774193548387; 0.7142857142857143; 0.7297297297297297; 0.7419354838709677
6	CHEMBL191366-CHEMBL189809	80	242	10	-1	-1	0.0	309; 338; 185; 163; 177	0.5873015873015873; 0.5873015873015873; 0.8026565464895636; 0.8035714285714286; 0.8043010752688172
7	CHEMBL191052-CHEMBL190638	80	242	10	-1	-1	0.0	266; 185; 259; 264; 224	0.23913043478260865; 0.4181585677749361; 0.5350241545893719; 0.6541501976284585; 0.6618357487922706
8	CHEMBL190638-CHEMBL363281	80	242	10	-1	-1	0.0	241; 244; 247; 177; 269	0.19565217391304346; 0.5084541062801932; 0.5531400966183575; 0.5978260869565217; 0.6317135549872123
9	CHEMBL191052-CHEMBL190823	80	242	10	1	1	0.8	166; 170; 293; 270; 287	0.2777777777777778; 0.3783783783783784; 0.4390243902439024; 0.5; 0.5
10	CHEMBL363592-CHEMBL190823	80	242	10	1	1	1.0	292; 166; 293; 183; 287	0.375; 0.38235294117647056; 0.41666666666666674; 0.4242424242424243; 0.4444444444444444
11	CHEMBL191052-CHEMBL363281	80	242	10	-1	-1	0.0	172; 275; 278; 358; 165	0.4545454545454546; 0.5142857142857142; 0.5833333333333334; 0.6153846153846154; 0.6486486486486487
12	CHEMBL363592-CHEMBL191052	80	242	10	-1	-1	0.0	165; 268; 261; 267; 285	0.29166666666666674; 0.5172413793103449; 0.5357142857142857; 0.5925925925925926; 0.75
13	CHEMBL364537-CHEMBL363218	80	242	10	-1	-1	0.0	309; 338; 163; 185; 177	0.5666666666666667; 0.5666666666666667; 0.7924528301886793; 0.7926221335992023; 0.7943502824858757
