	ids	cid	#tr	#ac_tr	trueY	predY	prob	neighbor	distance
0	CHEMBL100017-CHEMBL419727	8	793	44	-1	-1	0.0	0; 7; 6; 5; 2	0.4444444444444444; 0.6818181818181818; 0.7272727272727273; 0.76; 0.7647058823529411
1	CHEMBL100702-CHEMBL419727	8	793	44	-1	-1	0.0	8; 7; 0; 6; 5	0.5909090909090909; 0.76; 0.8; 0.8; 0.8214285714285714
2	CHEMBL100895-CHEMBL419727	8	793	44	-1	-1	0.0	5; 11; 1; 10; 7	0.40909090909090917; 0.6190476190476191; 0.6666666666666666; 0.6666666666666666; 0.68
3	CHEMBL101306-CHEMBL419727	8	793	44	-1	-1	0.0	6; 7; 0; 5; 13	0.4736842105263157; 0.6363636363636364; 0.6818181818181818; 0.72; 0.7222222222222222
4	CHEMBL105708-CHEMBL419727	8	793	44	-1	-1	0.0	7; 6; 0; 5; 13	0.42105263157894735; 0.6818181818181818; 0.6818181818181818; 0.72; 0.7222222222222222
5	CHEMBL162631-CHEMBL200161_CHEMBL200511	8	793	44	-1	1	0.6	100; 101; 102; 24; 261	0.7777777777777778; 0.7837837837837838; 0.8181818181818182; 0.9064935064935066; 0.9777777777777777
6	CHEMBL301683-CHEMBL162631	8	793	44	-1	-1	0.4	100; 261; 259; 37; 101	0.6111111111111112; 0.6666666666666666; 0.7209302325581395; 0.9224806201550387; 0.9375
7	CHEMBL3902105-CHEMBL162631	8	793	44	-1	1	0.6	101; 283; 259; 287; 215	0.5945945945945946; 0.65; 0.6976744186046512; 0.7666666666666666; 0.7925925925925925
8	CHEMBL608115-CHEMBL162631	8	793	44	1	1	1.0	102; 261; 283; 37; 220	0.71875; 0.7368421052631579; 0.7435897435897436; 0.803921568627451; 0.8148148148148148
9	CHEMBL1651349-CHEMBL1651350	8	793	44	-1	-1	0.2	28; 232; 649; 1028; 1038	0.35; 0.9810650887573964; 0.9857142857142858; 0.9864661654135338; 0.9864661654135338
10	CHEMBL1651361-CHEMBL1651359	8	793	44	1	1	0.8	102; 24; 261; 283; 100	0.7358490566037735; 0.8852459016393442; 0.9207547169811321; 0.9233110164333536; 0.9488740109555691
11	CHEMBL1672506-CHEMBL2381988	8	793	44	-1	-1	0.0	31; 202; 33; 36; 204	0.13043478260869568; 0.4482758620689655; 0.4642857142857143; 0.5714285714285714; 0.5806451612903226
12	CHEMBL2381992-CHEMBL1672506	8	793	44	-1	-1	0.0	34; 31; 33; 36; 216	0.5909090909090909; 0.6153846153846154; 0.6153846153846154; 0.625; 0.8064516129032258
13	CHEMBL1672506-CHEMBL3907022	8	793	44	1	-1	0.4	34; 215; 36; 37; 259	0.7666666666666667; 0.7804878048780488; 0.78125; 0.7878787878787878; 0.8198198198198198
14	CHEMBL184514-CHEMBL211737	8	793	44	-1	-1	0.0	184; 116; 143; 113; 145	0.9527173913043478; 0.9713055954088953; 0.9732620320855615; 0.9738562091503268; 0.9738562091503268
15	CHEMBL199470-CHEMBL198798	8	793	44	-1	-1	0.0	46; 122; 42; 51; 49	0.4137931034482758; 0.6176470588235294; 0.625; 0.625; 0.6470588235294118
16	CHEMBL199163-CHEMBL198802	8	793	44	-1	-1	0.0	56; 60; 59; 52; 145	0.4571428571428571; 0.5757575757575758; 0.6341463414634146; 0.6585365853658537; 0.8
17	CHEMBL371133-CHEMBL198802	8	793	44	-1	-1	0.0	56; 60; 52; 59; 145	0.3870967741935484; 0.4642857142857143; 0.5833333333333334; 0.631578947368421; 0.7804878048780488
18	CHEMBL372410-CHEMBL198802	8	793	44	-1	-1	0.0	54; 55; 61; 84; 60	0.3125; 0.43333333333333335; 0.6388888888888888; 0.7317073170731707; 0.8406827880512091
