	ids	cid	#tr	#ac_tr	trueY	predY	prob	neighbor	distance
0	CHEMBL1208842-CHEMBL1208840	75	437	13	-1	-1	0.0	2; 26; 4; 0; 3	0.40909090909090917; 0.4545454545454546; 0.45833333333333326; 0.52; 0.6666666666666666
1	CHEMBL1208842-CHEMBL1208841	75	437	13	-1	-1	0.0	7; 32; 9; 18; 0	0.4347826086956521; 0.4545454545454546; 0.48; 0.6153846153846154; 0.6296296296296297
2	CHEMBL1208843-CHEMBL1208842	75	437	13	-1	-1	0.0	16; 7; 2; 15; 30	0.5263157894736842; 0.6086956521739131; 0.7083333333333334; 0.7407407407407407; 0.7416267942583732
3	CHEMBL1208842-CHEMBL1208844	75	437	13	-1	-1	0.0	15; 9; 18; 3; 7	0.32000000000000006; 0.3846153846153846; 0.5185185185185185; 0.5333333333333333; 0.5714285714285714
4	CHEMBL1208842-CHEMBL1208900	75	437	13	-1	-1	0.0	16; 30; 9; 8; 4	0.42105263157894735; 0.4545454545454546; 0.56; 0.6538461538461539; 0.6538461538461539
5	CHEMBL1208842-CHEMBL1208901	75	437	13	-1	-1	0.0	17; 20; 10; 4; 2	0.33333333333333326; 0.46153846153846156; 0.4642857142857143; 0.5714285714285714; 0.6428571428571429
6	CHEMBL1215167-CHEMBL1214876	75	437	13	-1	-1	0.0	57; 61; 59; 88; 286	0.4444444444444444; 0.4838709677419355; 0.625; 0.6285714285714286; 0.65
7	CHEMBL1215234-CHEMBL1214876	75	437	13	-1	-1	0.0	53; 46; 106; 50; 131	0.5; 0.6071428571428571; 0.6875; 0.6896551724137931; 0.7058823529411765
8	CHEMBL1215167-CHEMBL1214877	75	437	13	-1	-1	0.0	84; 88; 86; 61; 286	0.4444444444444444; 0.5; 0.625; 0.6571428571428571; 0.6829268292682927
9	CHEMBL1214877-CHEMBL1215234	75	437	13	-1	-1	0.0	80; 73; 77; 106; 78	0.4814814814814814; 0.5862068965517241; 0.6666666666666666; 0.696969696969697; 0.7
10	CHEMBL1215167-CHEMBL1214942	75	437	13	-1	-1	0.0	110; 114; 135; 112; 139	0.4137931034482758; 0.4545454545454546; 0.5882352941176471; 0.5882352941176471; 0.6052631578947368
11	CHEMBL1214942-CHEMBL1215234	75	437	13	-1	-1	0.0	106; 99; 131; 260; 103	0.4285714285714286; 0.5666666666666667; 0.6060606060606061; 0.6388888888888888; 0.6451612903225806
