	ids	cid	#tr	#ac_tr	trueY	predY	prob	neighbor	distance
0	CHEMBL194206-CHEMBL105970	5	414	22	-1	-1	0.0	111; 103; 108; 104; 128	0.4347826086956521; 0.4782608695652174; 0.48; 0.48; 0.6153846153846154
1	CHEMBL105970-CHEMBL196169	5	414	22	-1	-1	0.0	127; 120; 124; 128; 121	0.47619047619047616; 0.5217391304347826; 0.5769230769230769; 0.7407407407407407; 0.7586206896551724
2	CHEMBL105970-CHEMBL196370_CHEMBL430500	5	414	22	-1	-1	0.0	120; 134; 132; 104; 129	0.4347826086956521; 0.4347826086956521; 0.5357142857142857; 0.6896551724137931; 0.7096774193548387
3	CHEMBL196598-CHEMBL105970	5	414	22	-1	-1	0.0	140; 121; 137; 129; 618	0.4; 0.4; 0.4444444444444444; 0.4444444444444444; 0.6785714285714286
4	CHEMBL197796-CHEMBL105970	5	414	22	-1	-1	0.0	123; 155; 153; 131; 618	0.4; 0.4; 0.4444444444444444; 0.4444444444444444; 0.6785714285714286
5	CHEMBL323986-CHEMBL105970	5	414	22	-1	-1	0.0	124; 416; 132; 108; 137	0.5; 0.5; 0.5357142857142857; 0.6896551724137931; 0.7096774193548387
6	CHEMBL105970-CHEMBL370128	5	414	22	-1	-1	0.0	127; 134; 416; 111; 140	0.47619047619047616; 0.5217391304347826; 0.5769230769230769; 0.7407407407407407; 0.7586206896551724
7	CHEMBL372453-CHEMBL105970	5	414	22	-1	-1	0.0	128; 618; 111; 155; 140	0.4347826086956521; 0.4782608695652174; 0.6153846153846154; 0.6428571428571429; 0.6428571428571429
8	CHEMBL108722-CHEMBL196169	5	414	22	-1	-1	0.0	128; 123; 121; 103; 120	0.6333333333333333; 0.65625; 0.65625; 0.6666666666666666; 0.6774193548387096
9	CHEMBL108722-CHEMBL196370_CHEMBL430500	5	414	22	-1	-1	0.0	104; 129; 131; 132; 134	0.65625; 0.6764705882352942; 0.6764705882352942; 0.7222222222222222; 0.7575757575757576
10	CHEMBL196598-CHEMBL108722	5	414	22	-1	-1	0.0	129; 140; 121; 137; 141	0.59375; 0.65625; 0.65625; 0.6764705882352942; 0.6896551724137931
11	CHEMBL323986-CHEMBL108722	5	414	22	-1	-1	0.0	132; 108; 137; 153; 416	0.5882352941176471; 0.59375; 0.6176470588235294; 0.6176470588235294; 0.6470588235294118
12	CHEMBL108722-CHEMBL370128	5	414	22	-1	-1	0.0	111; 140; 155; 618; 134	0.6333333333333333; 0.65625; 0.65625; 0.6666666666666666; 0.6774193548387096
13	CHEMBL372453-CHEMBL108722	5	414	22	-1	-1	0.0	128; 618; 141; 104; 129	0.7; 0.7333333333333333; 0.7586206896551724; 0.7941176470588235; 0.8055555555555556
14	CHEMBL111302-CHEMBL194206	5	414	22	-1	-1	0.0	108; 111; 104; 103; 128	0.5769230769230769; 0.6; 0.6296296296296297; 0.64; 0.75
15	CHEMBL111302-CHEMBL196169	5	414	22	-1	-1	0.0	124; 128; 121; 123; 103	0.6071428571428571; 0.6153846153846154; 0.6428571428571429; 0.6428571428571429; 0.6538461538461539
16	CHEMBL111302-CHEMBL196370_CHEMBL430500	5	414	22	-1	-1	0.0	132; 104; 129; 131; 134	0.5666666666666667; 0.5714285714285714; 0.6; 0.6; 0.6428571428571429
17	CHEMBL111302-CHEMBL196598	5	414	22	-1	-1	0.0	137; 140; 121; 129; 141	0.5357142857142857; 0.5555555555555556; 0.5555555555555556; 0.5862068965517241; 0.6923076923076923
18	CHEMBL111302-CHEMBL197796	5	414	22	-1	-1	0.0	153; 123; 155; 131; 107	0.5357142857142857; 0.5555555555555556; 0.5555555555555556; 0.5862068965517241; 0.6923076923076923
