	ids	cid	#tr	#ac_tr	trueY	predY	prob	neighbor	distance
0	CHEMBL241540-CHEMBL1629808	23	220	14	-1	-1	0.0	6; 13; 10; 4; 159	0.43999999999999995; 0.5625; 0.5625; 0.5862068965517241; 0.6071428571428571
1	CHEMBL289125-CHEMBL1629808	23	220	14	1	-1	0.0	10; 13; 6; 0; 2	0.3793103448275862; 0.3793103448275862; 0.4; 0.43333333333333335; 0.43333333333333335
2	CHEMBL1629808-CHEMBL391724	23	220	14	-1	-1	0.0	11; 3; 1; 91; 6	0.30000000000000004; 0.3448275862068966; 0.5; 0.5454545454545454; 0.5517241379310345
3	CHEMBL551542-CHEMBL1629808	23	220	14	-1	-1	0.2	6; 13; 10; 8; 3	0.4814814814814814; 0.5882352941176471; 0.5882352941176471; 0.6451612903225806; 0.6571428571428571
4	CHEMBL1773092-CHEMBL1775047	23	220	14	-1	-1	0.4	40; 130; 132; 217; 118	0.7666666666666667; 0.8155802861685214; 0.8155802861685214; 0.8165438165438166; 0.8208494208494209
5	CHEMBL401238-CHEMBL1775035_CHEMBL3393979_CHEMBL3393980	23	220	14	-1	-1	0.0	109; 29; 33; 32; 31	0.19999999999999996; 0.3111111111111111; 0.6011695906432748; 0.8121739130434783; 0.8121739130434783
6	CHEMBL1775041-CHEMBL1775036	23	220	14	-1	-1	0.0	35; 36; 31; 32; 34	0.7142857142857143; 0.7777777777777778; 0.7851851851851852; 0.7851851851851852; 0.8076923076923077
7	CHEMBL400211-CHEMBL1775036	23	220	14	-1	-1	0.0	109; 29; 33; 34; 266	0.20408163265306123; 0.40384615384615385; 0.6548582995951417; 0.8202137998056365; 0.8235294117647058
8	CHEMBL401447-CHEMBL1775036	23	220	14	-1	-1	0.0	33; 109; 29; 35; 36	0.40384615384615385; 0.5392051557465092; 0.6548582995951417; 0.7967032967032966; 0.8112244897959184
9	CHEMBL241540-CHEMBL1775038	23	220	14	-1	-1	0.0	29; 109; 33; 31; 32	0.13636363636363635; 0.4464285714285714; 0.6100966702470461; 0.7524401064773736; 0.8115942028985508
10	CHEMBL454923-CHEMBL1775039	23	220	14	-1	-1	0.0	33; 29; 109; 31; 32	0.2666666666666666; 0.42105263157894735; 0.6548582995951417; 0.7381818181818182; 0.8128
11	CHEMBL1775045-CHEMBL1775046	23	220	14	-1	-1	0.4	130; 132; 217; 40; 118	0.8155802861685214; 0.8155802861685214; 0.8165438165438166; 0.8171171171171172; 0.8208494208494209
12	CHEMBL406658-CHEMBL1775046	23	220	14	-1	-1	0.0	40; 117; 226; 149; 269	0.21621621621621623; 0.5689189189189189; 0.5837837837837837; 0.6267696267696268; 0.6296296296296297
13	CHEMBL408966-CHEMBL1775046	23	220	14	-1	-1	0.4	269; 124; 126; 212; 116	0.3846153846153846; 0.5176715176715176; 0.5176715176715176; 0.5176715176715176; 0.7027027027027027
14	CHEMBL270492-CHEMBL1775047	23	220	14	1	-1	0.2	217; 218; 118; 40; 130	0.5634095634095635; 0.5762162162162161; 0.6603603603603603; 0.6785714285714286; 0.6864864864864865
15	CHEMBL273090-CHEMBL1775047	23	220	14	-1	1	0.8	130; 132; 113; 129; 115	0.5176715176715176; 0.5176715176715176; 0.5610810810810811; 0.6603603603603603; 0.6603603603603603
16	CHEMBL410931-CHEMBL1775047	23	220	14	-1	-1	0.0	40; 119; 117; 226; 116	0.44999999999999996; 0.6081081081081081; 0.6081081081081081; 0.6216216216216216; 0.7178378378378378
17	CHEMBL1785020_CHEMBL2070045-CHEMBL1785021_CHEMBL2070048	23	220	14	-1	-1	0.0	299; 266; 351; 254; 109	0.9722222222222222; 0.9835164835164836; 0.9880952380952381; 0.9945054945054945; 0.9951923076923077
18	CHEMBL1836677-CHEMBL1836675	23	220	14	-1	-1	0.0	97; 75; 93; 91; 45	0.55; 0.5625; 0.7115384615384616; 0.765625; 0.7741935483870968
19	CHEMBL1836676-CHEMBL1836677	23	220	14	-1	-1	0.0	45; 93; 91; 96; 3	0.42307692307692313; 0.58; 0.5862068965517242; 0.6612903225806451; 0.6612903225806451
20	CHEMBL1836676-CHEMBL475740	23	220	14	-1	-1	0.2	47; 238; 103; 51; 256	0.38095238095238093; 0.7871621621621622; 0.864693446088795; 0.9095238095238095; 0.9373271889400921
21	CHEMBL1836677-CHEMBL236375	23	220	14	-1	-1	0.2	47; 238; 51; 256; 103	0.611111111111111; 0.6184782608695651; 0.8921832884097035; 0.8979591836734694; 0.9289772727272727
22	CHEMBL235756-CHEMBL241540	23	220	14	-1	-1	0.0	57; 163; 166; 240; 235	0.4482758620689655; 0.4516129032258065; 0.4516129032258065; 0.5666666666666667; 0.5666666666666667
23	CHEMBL235756-CHEMBL391724	23	220	14	-1	-1	0.0	164; 54; 62; 68; 57	0.2666666666666666; 0.34375; 0.3548387096774194; 0.48571428571428577; 0.5
24	CHEMBL40798-CHEMBL235756	23	220	14	-1	-1	0.0	58; 106; 294; 264; 54	0.4; 0.5528846153846154; 0.5528846153846154; 0.5637898686679175; 0.6111111111111112
25	CHEMBL235756-CHEMBL551542	23	220	14	-1	-1	0.0	57; 163; 166; 54; 80	0.4193548387096775; 0.4242424242424243; 0.4242424242424243; 0.5789473684210527; 0.5945945945945946
26	CHEMBL235757-CHEMBL241540	23	220	14	-1	-1	0.0	70; 68; 1; 96; 99	0.3928571428571428; 0.40625; 0.5; 0.5; 0.53125
27	CHEMBL235757-CHEMBL391724	23	220	14	-1	-1	0.0	97; 75; 70; 67; 236	0.16666666666666663; 0.4444444444444444; 0.5172413793103449; 0.5185185185185185; 0.5666666666666667
28	CHEMBL40798-CHEMBL235757	23	220	14	-1	-1	0.0	71; 294; 106; 264; 74	0.4285714285714286; 0.6125; 0.6125; 0.6219512195121951; 0.625
29	CHEMBL235757-CHEMBL551542	23	220	14	-1	-1	0.0	70; 1; 68; 96; 99	0.43333333333333335; 0.5277777777777778; 0.5277777777777778; 0.5294117647058824; 0.5588235294117647
30	CHEMBL235758-CHEMBL241540	23	220	14	-1	-1	0.0	82; 166; 80; 240; 163	0.3793103448275862; 0.4375; 0.48484848484848486; 0.5; 0.5294117647058824
31	CHEMBL235758-CHEMBL391724	23	220	14	-1	-1	0.0	87; 79; 54; 82; 11	0.34375; 0.34375; 0.4571428571428571; 0.46875; 0.5
32	CHEMBL40798-CHEMBL235758	23	220	14	-1	-1	0.0	83; 294; 106; 264; 58	0.4; 0.5528846153846154; 0.5528846153846154; 0.5637898686679175; 0.6285714285714286
33	CHEMBL235758-CHEMBL551542	23	220	14	-1	-1	0.0	82; 240; 166; 13; 80	0.4193548387096775; 0.53125; 0.5555555555555556; 0.5555555555555556; 0.5945945945945946
34	CHEMBL241540-CHEMBL236375	23	220	14	-1	-1	0.2	93; 91; 96; 3; 130	0.43999999999999995; 0.4482758620689655; 0.5483870967741935; 0.5483870967741935; 0.5531914893617021
35	CHEMBL289125-CHEMBL236375	23	220	14	1	-1	0.0	70; 93; 96; 54; 99	0.32000000000000006; 0.375; 0.3928571428571428; 0.4; 0.4285714285714286
36	CHEMBL236375-CHEMBL391724	23	220	14	-1	-1	0.0	97; 75; 93; 91; 3	0.4; 0.41666666666666674; 0.6153846153846154; 0.6875; 0.7272727272727273
