	ids	cid	#tr	#ac_tr	trueY	predY	prob	neighbor	distance
0	CHEMBL3758712_CHEMBL501451-CHEMBL109390_CHEMBL3758292	0	610	38	-1	-1	0.0	1; 375; 319; 702; 699	0.375; 0.9096657633242999; 0.9877717391304348; 0.9901960784313726; 0.9911764705882353
1	CHEMBL247368-CHEMBL13786	0	610	38	-1	-1	0.0	3; 707; 708; 792; 698	0.8333333333333334; 0.9630681818181819; 0.9651785714285714; 0.9651785714285714; 0.9709821428571428
2	CHEMBL15595_CHEMBL8234-CHEMBL247368	0	610	38	-1	-1	0.0	3; 707; 698; 792; 697	0.3793103448275862; 0.9679276315789473; 0.96875; 0.96953125; 0.9723011363636364
3	CHEMBL178960_CHEMBL3664217_CHEMBL378767_CHEMBL435108_CHEMBL445332_CHEMBL458235-CHEMBL360495_CHEMBL370272_CHEMBL385846	0	610	38	-1	-1	0.0	9; 11; 8; 12; 6	0.6875; 0.7647058823529411; 0.7647058823529411; 0.7692307692307693; 0.7857142857142857
4	CHEMBL190766-CHEMBL189643	0	610	38	-1	-1	0.0	18; 20; 17; 21; 16	0.33333333333333326; 0.368421052631579; 0.3913043478260869; 0.4285714285714286; 0.5925925925925926
5	CHEMBL190766-CHEMBL190353	0	610	38	-1	-1	0.0	28; 30; 27; 31; 13	0.33333333333333326; 0.33333333333333326; 0.3913043478260869; 0.4; 0.5384615384615384
6	CHEMBL190766-CHEMBL190600	0	610	38	-1	-1	0.0	35; 37; 34; 38; 13	0.35; 0.3529411764705883; 0.40909090909090917; 0.42105263157894735; 0.6296296296296297
7	CHEMBL190766-CHEMBL362741	0	610	38	-1	-1	0.0	726; 727; 724; 17; 34	0.47058823529411764; 0.5263157894736842; 0.5555555555555556; 0.5833333333333334; 0.625
8	CHEMBL190766-CHEMBL363822	0	610	38	-1	-1	0.0	730; 731; 18; 724; 729	0.5333333333333333; 0.5882352941176471; 0.6363636363636364; 0.6666666666666666; 0.68
9	CHEMBL190766-CHEMBL370538	0	610	38	-1	-1	0.0	729; 733; 725; 734; 29	0.29166666666666674; 0.3181818181818181; 0.34615384615384615; 0.375; 0.5333333333333333
10	CHEMBL425897-CHEMBL190766	0	610	38	-1	-1	0.0	730; 726; 793; 20; 733	0.5384615384615384; 0.6; 0.6666666666666666; 0.7222222222222222; 0.7619047619047619
11	CHEMBL447185-CHEMBL190766	0	610	38	-1	-1	0.0	731; 793; 727; 21; 38	0.4666666666666667; 0.5; 0.5294117647058824; 0.65; 0.6842105263157895
12	CHEMBL190902-CHEMBL360495_CHEMBL370272_CHEMBL385846	0	610	38	-1	-1	0.0	6; 52; 49; 48; 51	0.46153846153846156; 0.5625; 0.5789473684210527; 0.65; 0.65
13	CHEMBL360495_CHEMBL370272_CHEMBL385846-CHEMBL191014	0	610	38	-1	-1	0.0	7; 57; 54; 47; 53	0.2727272727272727; 0.36; 0.3928571428571428; 0.42307692307692313; 0.4482758620689655
14	CHEMBL360495_CHEMBL370272_CHEMBL385846-CHEMBL191180	0	610	38	-1	-1	0.0	8; 61; 58; 48; 60	0.3529411764705883; 0.44999999999999996; 0.4782608695652174; 0.5238095238095238; 0.5416666666666666
15	CHEMBL199545-CHEMBL197917	0	610	38	-1	1	0.6	221; 668; 669; 670; 658	0.6666666666666666; 0.6798029556650247; 0.7291666666666666; 0.7992277992277992; 0.8179271708683473
16	CHEMBL200067-CHEMBL197917	0	610	38	1	-1	0.2	668; 258; 254; 257; 250	0.38095238095238093; 0.5555555555555556; 0.5666666666666667; 0.6470588235294118; 0.65625
17	CHEMBL198238-CHEMBL199434	0	610	38	-1	-1	0.0	75; 89; 74; 97; 108	0.5428571428571428; 0.7; 0.7; 0.7222222222222222; 0.7567567567567568
18	CHEMBL198238-CHEMBL201453	0	610	38	-1	-1	0.0	90; 96; 72; 73; 125	0.4736842105263157; 0.47619047619047616; 0.5217391304347826; 0.6666666666666666; 0.7391304347826086
19	CHEMBL198238-CHEMBL202238	0	610	38	-1	-1	0.0	97; 74; 89; 75; 78	0.5384615384615384; 0.5909090909090909; 0.5909090909090909; 0.65625; 0.6818181818181818
