	ids	cid	#tr	#ac_tr	trueY	predY	prob	neighbor	distance
0	CHEMBL197032-CHEMBL196182	8	525	35	-1	-1	0.0	7; 573; 576; 580; 578	0.6666666666666666; 0.9942084942084942; 0.9945054945054945; 0.9952380952380953; 0.9953416149068323
1	CHEMBL371051-CHEMBL196182	8	525	35	-1	-1	0.0	7; 573; 576; 580; 578	0.7878787878787878; 0.9935064935064936; 0.9938775510204082; 0.9947735191637631; 0.9948979591836735
2	CHEMBL197032-CHEMBL197563	8	525	35	-1	-1	0.0	7; 573; 576; 580; 578	0.4; 0.9714285714285714; 0.9732142857142857; 0.9774436090225564; 0.978021978021978
3	CHEMBL381148-CHEMBL202433	8	525	35	-1	-1	0.0	423; 428; 141; 556; 711	0.9535783365570599; 0.9535783365570599; 0.9585968947671075; 0.9585968947671075; 0.9585968947671075
4	CHEMBL202850-CHEMBL202784	8	525	35	-1	-1	0.0	18; 16; 22; 24; 25	0.5; 0.5483870967741935; 0.5588235294117647; 0.5757575757575758; 0.6111111111111112
5	CHEMBL204159-CHEMBL202784	8	525	35	-1	-1	0.0	9; 23; 526; 22; 11	0.34285714285714286; 0.4411764705882353; 0.5405405405405406; 0.5675675675675675; 0.5833333333333334
6	CHEMBL202784-CHEMBL204228	8	525	35	-1	-1	0.0	16; 18; 15; 24; 11	0.5806451612903226; 0.5806451612903226; 0.6060606060606061; 0.6060606060606061; 0.6060606060606061
7	CHEMBL205880-CHEMBL202784	8	525	35	-1	-1	0.0	18; 16; 24; 403; 482	0.32000000000000006; 0.32000000000000006; 0.37037037037037035; 0.5714285714285714; 0.5714285714285714
8	CHEMBL206387-CHEMBL202784	8	525	35	1	-1	0.0	535; 440; 526; 508; 173	0.6190476190476191; 0.6190476190476191; 0.6190476190476191; 0.6363636363636364; 0.6410256410256411
9	CHEMBL202784-CHEMBL377953	8	525	35	-1	-1	0.0	26; 28; 529; 532; 191	0.5; 0.5588235294117647; 0.6285714285714286; 0.6764705882352942; 0.6764705882352942
10	CHEMBL202784-CHEMBL383431	8	525	35	-1	-1	0.0	11; 15; 29; 23; 12	0.3571428571428572; 0.3571428571428572; 0.4; 0.4; 0.4193548387096775
11	CHEMBL202799-CHEMBL202850	8	525	35	-1	-1	0.0	43; 33; 39; 54; 32	0.4117647058823529; 0.41666666666666674; 0.4571428571428571; 0.45945945945945943; 0.45945945945945943
12	CHEMBL202799-CHEMBL204159	8	525	35	-1	-1	0.0	512; 51; 519; 439; 521	0.4285714285714286; 0.5161290322580645; 0.6666666666666666; 0.6666666666666666; 0.6944444444444444
13	CHEMBL202799-CHEMBL204228	8	525	35	-1	-1	0.0	41; 39; 43; 54; 32	0.34375; 0.4571428571428571; 0.4571428571428571; 0.45945945945945943; 0.45945945945945943
14	CHEMBL202799-CHEMBL205880	8	525	35	-1	-1	0.0	39; 43; 41; 52; 54	0.27586206896551724; 0.27586206896551724; 0.31034482758620685; 0.3870967741935484; 0.3939393939393939
15	CHEMBL206330-CHEMBL202799	8	525	35	-1	-1	0.0	46; 41; 43; 39; 33	0.33333333333333326; 0.46875; 0.48484848484848486; 0.48484848484848486; 0.48571428571428577
