	ids	cid	#tr	#ac_tr	trueY	predY	prob	neighbor	distance
0	CHEMBL1818453-CHEMBL1818464	101	276	12	-1	-1	0.0	48; 46; 55; 43; 75	0.717948717948718; 0.7435897435897436; 0.75; 0.75; 0.7948717948717948
1	CHEMBL1818544-CHEMBL1818453	101	276	12	-1	-1	0.4	82; 84; 79; 75; 80	0.8095238095238095; 0.8333333333333334; 0.85; 0.8536585365853658; 0.8536585365853658
2	CHEMBL206153-CHEMBL207635	101	276	12	-1	-1	0.0	119; 231; 384; 367; 379	0.6190476190476191; 0.6212121212121212; 0.6810207336523125; 0.6810207336523125; 0.696969696969697
3	CHEMBL207854-CHEMBL206153	101	276	12	-1	-1	0.0	231; 119; 151; 367; 384	0.3939393939393939; 0.6190476190476191; 0.64349376114082; 0.6810207336523125; 0.6810207336523125
4	CHEMBL426316-CHEMBL206153	101	276	12	-1	-1	0.0	151; 231; 123; 241; 121	0.3939393939393939; 0.64349376114082; 0.6956521739130435; 0.696969696969697; 0.75
5	CHEMBL441358-CHEMBL206153	101	276	12	-1	-1	0.0	379; 357; 385; 258; 377	0.3939393939393939; 0.64349376114082; 0.6632996632996633; 0.6632996632996633; 0.6666666666666666
6	CHEMBL207854-CHEMBL207635	101	276	12	1	-1	0.0	225; 229; 231; 196; 230	0.7835497835497836; 0.7835497835497836; 0.8106060606060606; 0.8106060606060606; 0.8135198135198135
7	CHEMBL441358-CHEMBL207635	101	276	12	1	-1	0.0	228; 364; 148; 378; 256	0.696969696969697; 0.7575757575757576; 0.7575757575757576; 0.7575757575757576; 0.7668997668997669
8	CHEMBL207854-CHEMBL426316	101	276	12	-1	-1	0.0	140; 147; 145; 149; 139	0.3939393939393939; 0.786096256684492; 0.786096256684492; 0.786096256684492; 0.8086124401913876
9	CHEMBL441358-CHEMBL207854	101	276	12	-1	-1	0.0	228; 148; 224; 364; 378	0.3939393939393939; 0.627039627039627; 0.7474747474747475; 0.7575757575757576; 0.7575757575757576
10	CHEMBL386073-CHEMBL218568	101	276	12	-1	-1	0.0	312; 294; 316; 313; 267	0.17307692307692313; 0.7333333333333333; 0.7455621301775148; 0.7455621301775148; 0.7744755244755245
11	CHEMBL408206-CHEMBL402644	101	276	12	1	-1	0.0	324; 243; 260; 318; 218	0.3111111111111111; 0.9770491803278688; 0.986764705882353; 0.986863711001642; 0.9869565217391304
12	CHEMBL441358-CHEMBL426316	101	276	12	-1	-1	0.0	148; 228; 144; 143; 150	0.3939393939393939; 0.627039627039627; 0.6767676767676767; 0.696969696969697; 0.696969696969697
