	ids	cid	#tr	#ac_tr	trueY	predY	prob	neighbor	distance
0	CHEMBL3309860-CHEMBL3310671	13	438	13	1	-1	0.2	58; 55; 53; 72; 44	0.7941176470588235; 0.8157894736842105; 0.8571428571428571; 0.8632478632478633; 0.8857142857142857
1	CHEMBL3309860-CHEMBL3310680	13	438	13	1	-1	0.2	55; 58; 43; 44; 53	0.7297297297297297; 0.7352941176470589; 0.8461538461538461; 0.8611111111111112; 0.8648648648648649
2	CHEMBL3309866-CHEMBL3310671	13	438	13	-1	-1	0.0	55; 72; 53; 58; 364	0.8837209302325582; 0.894419306184012; 0.8974358974358975; 0.9; 0.902979902979903
3	CHEMBL3309866-CHEMBL3310680	13	438	13	-1	-1	0.2	55; 58; 53; 46; 43	0.8095238095238095; 0.85; 0.9024390243902439; 0.9047619047619048; 0.9090909090909091
4	CHEMBL3310671-CHEMBL3310680	13	438	13	-1	-1	0.2	55; 58; 46; 369; 250	0.7857142857142857; 0.7948717948717948; 0.8536585365853658; 0.9045915324985092; 0.9165175909361956
5	CHEMBL3805612-CHEMBL3804872	13	438	13	-1	-1	0.0	466; 334; 199; 487; 500	0.7; 0.7317073170731707; 0.7631578947368421; 0.775; 0.775
6	CHEMBL3805621-CHEMBL3804872	13	438	13	-1	-1	0.0	199; 448; 488; 502; 486	0.5517241379310345; 0.5862068965517241; 0.6; 0.625; 0.625
7	CHEMBL3804872-CHEMBL3805768	13	438	13	-1	-1	0.0	500; 256; 495; 140; 76	0.6857142857142857; 0.6944444444444444; 0.7027027027027027; 0.7142857142857143; 0.7352941176470589
8	CHEMBL3804872-CHEMBL3805858	13	438	13	1	-1	0.0	228; 199; 76; 448; 488	0.6571428571428571; 0.696969696969697; 0.7272727272727273; 0.7272727272727273; 0.7352941176470589
9	CHEMBL3804872-CHEMBL3805874	13	438	13	-1	-1	0.0	489; 503; 407; 283; 383	0.5806451612903226; 0.59375; 0.59375; 0.59375; 0.6176470588235294
10	CHEMBL3805991-CHEMBL3804872	13	438	13	-1	-1	0.0	256; 252; 466; 406; 407	0.5714285714285714; 0.6111111111111112; 0.631578947368421; 0.6666666666666666; 0.6756756756756757
11	CHEMBL3805612-CHEMBL3805621	13	438	13	-1	-1	0.0	447; 198; 470; 467; 469	0.7027027027027027; 0.7027027027027027; 0.7027027027027027; 0.717948717948718; 0.717948717948718
12	CHEMBL3805612-CHEMBL3805768	13	438	13	-1	-1	0.0	334; 481; 139; 75; 484	0.7; 0.7317073170731707; 0.7317073170731707; 0.7435897435897436; 0.7619047619047619
13	CHEMBL3805612-CHEMBL3805858	13	438	13	-1	-1	0.0	227; 221; 468; 476; 75	0.7380952380952381; 0.775; 0.7857142857142857; 0.7954545454545454; 0.8
14	CHEMBL3805612-CHEMBL3805874	13	438	13	-1	-1	0.0	484; 282; 406; 471; 381	0.7; 0.7; 0.7; 0.7; 0.7142857142857143
15	CHEMBL3805612-CHEMBL3805991	13	438	13	-1	-1	0.0	406; 334; 484; 471; 282	0.5526315789473685; 0.625; 0.6585365853658537; 0.6585365853658537; 0.6585365853658537
16	CHEMBL3805621-CHEMBL3805768	13	438	13	-1	-1	0.0	91; 214; 64; 138; 189	0.71875; 0.71875; 0.71875; 0.71875; 0.7272727272727273
17	CHEMBL3805621-CHEMBL3805858	13	438	13	-1	-1	0.0	188; 232; 226; 67; 229	0.7; 0.7; 0.7; 0.7142857142857143; 0.71875
18	CHEMBL3805621-CHEMBL3805874	13	438	13	-1	-1	0.0	190; 204; 287; 281; 217	0.5; 0.5517241379310345; 0.5517241379310345; 0.5517241379310345; 0.5517241379310345
19	CHEMBL3805991-CHEMBL3805621	13	438	13	-1	-1	0.0	189; 260; 254; 273; 198	0.59375; 0.6060606060606061; 0.6060606060606061; 0.6285714285714286; 0.6285714285714286
20	CHEMBL3805768-CHEMBL3805858	13	438	13	1	-1	0.0	238; 239; 129; 243; 218	0.6756756756756757; 0.6944444444444444; 0.7297297297297297; 0.7297297297297297; 0.7368421052631579
21	CHEMBL3805874-CHEMBL3805768	13	438	13	-1	-1	0.0	247; 252; 261; 274; 251	0.6857142857142857; 0.6857142857142857; 0.6857142857142857; 0.6857142857142857; 0.7027027027027027
22	CHEMBL3805991-CHEMBL3805768	13	438	13	-1	-1	0.0	252; 406; 422; 136; 253	0.6666666666666666; 0.6842105263157895; 0.7297297297297297; 0.7297297297297297; 0.7619047619047619
23	CHEMBL3805874-CHEMBL3805858	13	438	13	-1	-1	0.0	224; 233; 219; 246; 217	0.6857142857142857; 0.6857142857142857; 0.6857142857142857; 0.6857142857142857; 0.696969696969697
24	CHEMBL3805991-CHEMBL3805874	13	438	13	-1	-1	0.0	252; 406; 261; 274; 247	0.4193548387096775; 0.5428571428571428; 0.5588235294117647; 0.5588235294117647; 0.5588235294117647
