	ids	cid	#tr	#ac_tr	trueY	predY	prob	neighbor	distance
0	CHEMBL300780-CHEMBL110365	7	375	22	-1	-1	0.0	391; 384; 469; 426; 436	0.3829787234042553; 0.5; 0.8382352941176471; 0.8606060606060606; 0.8977777777777778
1	CHEMBL1258087-CHEMBL1257144	7	375	22	-1	-1	0.0	6; 94; 3; 30; 57	0.3125; 0.5907738095238095; 0.6341463414634146; 0.7108843537414966; 0.7111111111111111
2	CHEMBL1257144-CHEMBL1258427	7	375	22	-1	-1	0.0	3; 48; 11; 83; 57	0.2941176470588236; 0.5798319327731093; 0.5798319327731093; 0.5923734385272847; 0.6046511627906976
3	CHEMBL1257147-CHEMBL1258199	7	375	22	-1	-1	0.0	8; 11; 10; 31; 30	0.33333333333333326; 0.6153846153846154; 0.6341463414634146; 0.717948717948718; 0.75
4	CHEMBL1257262-CHEMBL1258533	7	375	22	-1	-1	0.0	24; 44; 64; 54; 13	0.08333333333333337; 0.15384615384615385; 0.4444444444444444; 0.48774509803921573; 0.6216216216216216
5	CHEMBL1257382-CHEMBL1257857	7	375	22	-1	-1	0.0	16; 39; 23; 43; 50	0.08333333333333337; 0.15384615384615385; 0.33333333333333326; 0.3870967741935484; 0.5540540540540541
6	CHEMBL1257383-CHEMBL1258533	7	375	22	-1	-1	0.0	64; 44; 24; 54; 25	0.5023809523809524; 0.5416666666666667; 0.5416666666666667; 0.5788288288288288; 0.5945945945945946
7	CHEMBL1257492-CHEMBL1257857	7	375	22	-1	-1	0.0	27; 35; 32; 19; 13	0.08333333333333337; 0.28125; 0.33333333333333326; 0.4117647058823529; 0.4607843137254902
8	CHEMBL1257613-CHEMBL1258533	7	375	22	-1	-1	0.0	44; 24; 64; 54; 25	0.08333333333333337; 0.15384615384615385; 0.4444444444444444; 0.48774509803921573; 0.6216216216216216
9	CHEMBL1257614-CHEMBL1257857	7	375	22	-1	-1	0.0	39; 16; 43; 23; 50	0.08333333333333337; 0.15384615384615385; 0.33333333333333326; 0.3870967741935484; 0.5540540540540541
10	CHEMBL1257616-CHEMBL1258199	7	375	22	-1	-1	0.0	8; 48; 47; 29; 31	0.33333333333333326; 0.6153846153846154; 0.6341463414634146; 0.6666666666666666; 0.75
11	CHEMBL1257734-CHEMBL1258533	7	375	22	-1	-1	0.0	54; 44; 24; 64; 26	0.08333333333333337; 0.48774509803921573; 0.48774509803921573; 0.5657894736842105; 0.575
12	CHEMBL1257857-CHEMBL1257735	7	375	22	-1	-1	0.0	50; 53; 36; 41; 21	0.08333333333333337; 0.23529411764705888; 0.3142857142857143; 0.4444444444444444; 0.4444444444444444
13	CHEMBL1258087-CHEMBL1257737	7	375	22	-1	-1	0.0	57; 3; 83; 47; 29	0.3055555555555556; 0.4871794871794872; 0.571992110453649; 0.5866402116402116; 0.5866402116402116
14	CHEMBL1257737-CHEMBL1258427	7	375	22	-1	-1	0.0	8; 3; 57; 83; 48	0.6031746031746031; 0.6153846153846154; 0.6341463414634146; 0.753968253968254; 0.7710622710622711
15	CHEMBL1257856-CHEMBL1258533	7	375	22	-1	-1	0.0	64; 24; 44; 54; 27	0.3125; 0.4444444444444444; 0.4444444444444444; 0.5657894736842105; 0.6
16	CHEMBL1257968-CHEMBL1257857	7	375	22	-1	-1	0.0	23; 43; 16; 39; 27	0.5588235294117647; 0.5588235294117647; 0.5955882352941178; 0.5955882352941178; 0.6283783783783784
17	CHEMBL1257857-CHEMBL1258647	7	375	22	-1	-1	0.0	64; 44; 24; 54; 27	0.25; 0.3939393939393939; 0.3939393939393939; 0.5263157894736842; 0.6333333333333333
18	CHEMBL1258087-CHEMBL1257859	7	375	22	-1	-1	0.0	92; 91; 62; 95; 98	0.24390243902439024; 0.5239385727190605; 0.625; 0.6563192904656319; 0.6585365853658536
19	CHEMBL1257971-CHEMBL1258087	7	375	22	-1	-1	0.0	95; 62; 45; 93; 18	0.24390243902439024; 0.4; 0.4347826086956521; 0.44552845528455276; 0.5463414634146342
20	CHEMBL1257971-CHEMBL1258199	7	375	22	1	-1	0.0	47; 29; 10; 83; 48	0.41025641025641024; 0.44999999999999996; 0.44999999999999996; 0.5866402116402116; 0.6046511627906976
21	CHEMBL1258313-CHEMBL1258084	7	375	22	-1	-1	0.0	91; 92; 37; 45; 93	0.4347826086956521; 0.644122383252818; 0.7164634146341463; 0.719163763066202; 0.7430830039525691
22	CHEMBL1258087-CHEMBL1258881	7	375	22	-1	-1	0.0	6; 30; 31; 57; 94	0.5142857142857142; 0.6031746031746031; 0.6031746031746031; 0.6341463414634146; 0.7108843537414966
23	CHEMBL1258087-CHEMBL1774085	7	375	22	-1	-1	0.2	100; 7; 67; 58; 96	0.23809523809523814; 0.38636363636363635; 0.40476190476190477; 0.46808510638297873; 0.5464852607709751
24	CHEMBL1258199-CHEMBL1258313	7	375	22	-1	-1	0.0	93; 45; 37; 95; 90	0.4347826086956521; 0.44552845528455276; 0.5463414634146342; 0.5855072463768115; 0.6608695652173913
25	CHEMBL1258649-CHEMBL1258199	7	375	22	-1	-1	0.0	47; 10; 83; 29; 57	0.3055555555555556; 0.3055555555555556; 0.40476190476190477; 0.475; 0.5866402116402116
26	CHEMBL1258879-CHEMBL1258199	7	375	22	-1	-1	0.0	48; 11; 3; 10; 47	0.2941176470588236; 0.2941176470588236; 0.5798319327731093; 0.6046511627906976; 0.6046511627906976
27	CHEMBL1258199-CHEMBL1774087	7	375	22	-1	-1	0.2	49; 12; 99; 96; 67	0.25; 0.25; 0.4318181818181819; 0.46808510638297873; 0.5
28	CHEMBL1258533-CHEMBL1258312	7	375	22	-1	-1	0.0	85; 7; 99; 3; 11	0.09677419354838712; 0.8188405797101449; 0.8405797101449275; 0.8543123543123543; 0.8717948717948718
29	CHEMBL1258313-CHEMBL1258427	7	375	22	-1	-1	0.0	98; 45; 91; 92; 37	0.4347826086956521; 0.7269647696476964; 0.7447405329593267; 0.7447405329593267; 0.7839721254355401
30	CHEMBL1258532-CHEMBL1258313	7	375	22	-1	-1	0.0	85; 83; 3; 58; 48	0.708502024291498; 0.75; 0.7527065527065526; 0.8012820512820513; 0.8148148148148149
31	CHEMBL1258760-CHEMBL1258313	7	375	22	-1	-1	0.0	3; 83; 11; 48; 57	0.43891402714932126; 0.4871794871794872; 0.5798319327731093; 0.5798319327731093; 0.6857483601669647
32	CHEMBL1258313-CHEMBL1774086	7	375	22	-1	-1	0.0	58; 7; 49; 12; 100	0.40384615384615374; 0.5483682983682984; 0.5535714285714286; 0.5535714285714286; 0.5771958537915984
33	CHEMBL1258881-CHEMBL1258427	7	375	22	-1	-1	0.0	83; 57; 47; 10; 6	0.20512820512820507; 0.3055555555555556; 0.5866402116402116; 0.5866402116402116; 0.6097560975609756
34	CHEMBL1258427-CHEMBL1774085	7	375	22	-1	-1	0.0	58; 7; 100; 12; 49	0.25; 0.4318181818181819; 0.46808510638297873; 0.5535714285714286; 0.5535714285714286
35	CHEMBL1258762-CHEMBL1258760	7	375	22	-1	-1	0.0	6; 94; 83; 57; 31	0.20512820512820507; 0.40476190476190477; 0.6097560975609756; 0.6704190118824265; 0.7108843537414966
36	CHEMBL476935-CHEMBL140872	7	375	22	-1	-1	0.0	285; 289; 333; 332; 296	0.5; 0.5151515151515151; 0.575; 0.7209302325581395; 0.746031746031746
37	CHEMBL1632206-CHEMBL1631532	7	375	22	-1	-1	0.0	104; 102; 114; 106; 596	0.6470588235294118; 0.7142857142857143; 0.9166666666666666; 0.948936170212766; 0.9722943722943723
38	CHEMBL1631532-CHEMBL1632217	7	375	22	-1	-1	0.0	104; 102; 114; 460; 106	0.7407407407407407; 0.84; 0.9117647058823529; 0.9523809523809523; 0.9705400981996727
39	CHEMBL1632206-CHEMBL1631535	7	375	22	-1	-1	0.0	102; 109; 565; 601; 571	0.5; 0.6; 0.8961038961038961; 0.8961038961038961; 0.8974358974358975
40	CHEMBL1632217-CHEMBL1631535	7	375	22	-1	-1	0.0	102; 109; 460; 104; 565	0.7391304347826086; 0.7692307692307693; 0.964964964964965; 0.9696969696969697; 0.9703153988868275
41	CHEMBL1632206-CHEMBL1632210	7	375	22	-1	-1	0.0	104; 114; 460; 317; 295	0.3529411764705883; 0.44999999999999996; 0.9652777777777778; 0.9771428571428571; 0.9782608695652174
42	CHEMBL1632206-CHEMBL1632220	7	375	22	-1	-1	0.0	114; 109; 106; 104; 596	0.55; 0.5882352941176471; 0.9098873591989988; 0.9166666666666666; 0.9694423223834988
43	CHEMBL1632210-CHEMBL1632217	7	375	22	-1	-1	0.0	104; 114; 460; 463; 332	0.6428571428571429; 0.6774193548387096; 0.9237472766884531; 0.9634941329856584; 0.9792843691148776
44	CHEMBL1632220-CHEMBL1632217	7	375	22	-1	-1	0.0	114; 109; 104; 106; 460	0.6666666666666666; 0.75; 0.9117647058823529; 0.9452887537993921; 0.956140350877193
45	CHEMBL1774063-CHEMBL1774068	7	375	22	1	-1	0.4	146; 145; 144; 150; 201	0.43999999999999995; 0.48; 0.6071428571428571; 0.6206896551724138; 0.6333333333333333
46	CHEMBL1774069-CHEMBL1774063	7	375	22	-1	-1	0.0	158; 159; 181; 164; 166	0.48; 0.4814814814814814; 0.6153846153846154; 0.6206896551724138; 0.6333333333333333
47	CHEMBL1774071-CHEMBL1774063	7	375	22	-1	-1	0.2	144; 182; 158; 157; 181	0.36; 0.40740740740740744; 0.46153846153846156; 0.48; 0.48
