	ids	cid	#tr	#ac_tr	trueY	predY	prob	neighbor	distance
0	CHEMBL1086520-CHEMBL1084581	2	1364	56	-1	-1	0.0	79; 387; 345; 411; 296	0.7804878048780488; 0.8048780487804879; 0.8048780487804879; 0.8048780487804879; 0.8048780487804879
1	CHEMBL1086704-CHEMBL1098516	2	1364	56	-1	-1	0.4	502; 501; 804; 505; 432	0.8095238095238095; 0.8275862068965517; 0.925; 0.9285714285714286; 0.9291217257318952
2	CHEMBL1097065-CHEMBL1098780	2	1364	56	-1	-1	0.0	448; 479; 515; 462; 471	0.7836990595611285; 0.7909090909090909; 0.7909090909090909; 0.7946428571428571; 0.7946428571428571
3	CHEMBL1098883-CHEMBL1098493	2	1364	56	-1	-1	0.0	515; 435; 479; 456; 494	0.7714285714285715; 0.8017241379310345; 0.8055555555555556; 0.814516129032258; 0.814516129032258
4	CHEMBL1099132-CHEMBL1098493	2	1364	56	-1	-1	0.0	435; 456; 494; 482; 471	0.7272727272727273; 0.749090909090909; 0.7788461538461539; 0.8275862068965517; 0.8333333333333334
5	CHEMBL1099147-CHEMBL1098493	2	1364	56	-1	-1	0.0	474; 484; 465; 459; 435	0.696969696969697; 0.696969696969697; 0.7352941176470589; 0.7352941176470589; 0.7476489028213167
6	CHEMBL1099132-CHEMBL1098883	2	1364	56	-1	-1	0.0	515; 484; 465; 517; 474	0.8064516129032258; 0.8275862068965517; 0.8275862068965517; 0.8275862068965517; 0.8275862068965517
7	CHEMBL1099147-CHEMBL1098883	2	1364	56	-1	-1	0.0	531; 471; 474; 459; 484	0.7741935483870968; 0.7878787878787878; 0.7878787878787878; 0.7878787878787878; 0.7878787878787878
8	CHEMBL1099147-CHEMBL1099132	2	1364	56	-1	-1	0.0	484; 474; 465; 459; 499	0.5925925925925926; 0.5925925925925926; 0.6428571428571429; 0.6428571428571429; 0.6666666666666666
9	CHEMBL1823402-CHEMBL1823403	2	1364	56	-1	-1	0.0	1665; 1589; 461; 1544; 687	0.5957446808510638; 0.6938775510204082; 0.7962962962962963; 0.8852459016393442; 0.9324324324324325
10	CHEMBL193484-CHEMBL193541	2	1364	56	1	-1	0.0	959; 504; 799; 505; 939	0.75; 0.8928571428571429; 0.8947368421052632; 0.90625; 0.9074074074074074
11	CHEMBL193953-CHEMBL193484	2	1364	56	-1	-1	0.2	921; 958; 804; 1021; 1574	0.3571428571428572; 0.41666666666666674; 0.4666666666666667; 0.5; 0.5
12	CHEMBL193953-CHEMBL193541	2	1364	56	1	-1	0.4	958; 921; 804; 1574; 938	0.631578947368421; 0.6363636363636364; 0.6363636363636364; 0.6666666666666666; 0.7083333333333334
13	CHEMBL199187-CHEMBL198325	2	1364	56	-1	-1	0.0	1006; 1013; 1039; 1049; 1016	0.6388888888888888; 0.725; 0.7380952380952381; 0.7692307692307693; 0.775
14	CHEMBL198325-CHEMBL363645	2	1364	56	-1	-1	0.0	1041; 1043; 1033; 1017; 971	0.6666666666666666; 0.6857142857142857; 0.7058823529411765; 0.7222222222222222; 0.75
15	CHEMBL199187-CHEMBL363645	2	1364	56	-1	-1	0.0	1015; 1017; 1569; 1041; 1568	0.6470588235294118; 0.6486486486486487; 0.6578947368421053; 0.6666666666666666; 0.6829268292682927
