	ids	cid	#tr	#ac_tr	trueY	predY	prob	neighbor	distance
0	CHEMBL3890026-CHEMBL3979377	26	258	16	-1	-1	0.0	59; 60; 63; 64; 77	0.36170212765957444; 0.5938104448742747; 0.6518375241779497; 0.6947271045328399; 0.7241379310344828
1	CHEMBL4069845-CHEMBL4069467	26	258	16	1	-1	0.0	121; 120; 14; 383; 201	0.6153846153846154; 0.7288135593220338; 0.96; 0.963076923076923; 0.9777983348751156
2	CHEMBL4169857-CHEMBL4174349	26	258	16	-1	-1	0.0	102; 100; 109; 114; 98	0.7692307692307693; 0.8076923076923077; 0.8461538461538461; 0.8666666666666667; 0.8846153846153846
3	CHEMBL4472013-CHEMBL4461778	26	258	16	-1	-1	0.0	330; 284; 228; 314; 310	0.5161290322580645; 0.6060606060606061; 0.6111111111111112; 0.6111111111111112; 0.625
4	CHEMBL4461778-CHEMBL4586708	26	258	16	-1	-1	0.0	314; 282; 199; 323; 311	0.48484848484848486; 0.5454545454545454; 0.5454545454545454; 0.6333333333333333; 0.6363636363636364
5	CHEMBL4543874-CHEMBL4472013	26	258	16	-1	-1	0.2	163; 140; 313; 190; 167	0.8181818181818182; 0.8225214198286414; 0.8304093567251462; 0.8333333333333334; 0.8333333333333334
6	CHEMBL4543874-CHEMBL4521611	26	258	16	1	-1	0.0	305; 190; 329; 272; 284	0.3448275862068966; 0.5161290322580645; 0.5806451612903226; 0.5833333333333334; 0.59375
7	CHEMBL4586708-CHEMBL4521611	26	258	16	-1	-1	0.0	163; 327; 315; 190; 326	0.6588235294117648; 0.8304093567251462; 0.8657407407407407; 0.8666666666666667; 0.8711111111111112
8	CHEMBL4584974-CHEMBL4522179	26	258	16	-1	-1	0.0	239; 203; 298; 240; 137	0.34883720930232553; 0.5856236786469344; 0.6153846153846154; 0.6319514661274013; 0.6353488372093022
9	CHEMBL4543874-CHEMBL4586708	26	258	16	1	-1	0.2	305; 310; 190; 166; 272	0.48275862068965525; 0.6071428571428571; 0.6451612903225806; 0.6896551724137931; 0.6944444444444444
