	ids	cid	trueY	predY	prob
0	953645-953656	1	-1	-1	-0.7285970710289219
1	376886-377144	1	-1	-1	-0.2884357381501074
2	386100-1245952	1	-1	-1	-0.9514842622576064
3	1351338-1677106	1	-1	-1	-0.31465948078181905
4	377418-1245948	1	1	1	1.4320306195517192
5	341473-953667	1	1	-1	-0.607740907815247
6	316181-316193	1	-1	-1	-1.3095391620060868
7	1223897-1660093	1	1	1	0.8123581596172986
8	342932-342964	1	-1	-1	-0.9872743118898362
9	1223904-1351337	1	-1	-1	-1.1094656706404997
10	386762-387143	1	-1	-1	-1.0319235453839672
11	310994-1245960	1	1	1	0.261036457016133
12	1632197-1635698	1	1	-1	-0.06823003190454713
13	311027-377261	1	-1	-1	-0.6803148369142795
14	377377-1245954	1	-1	-1	-1.1599568146982113
15	387143-404439	1	-1	-1	-1.0009987033006407
16	377256-1378420	1	-1	-1	-1.29412468696875
17	1561994-1651777	1	-1	-1	-1.1080386671971136
18	311027-311159	1	-1	-1	-1.459302022574857
19	985380-1640009	1	-1	1	1.4745919612780038
20	272588-1245953	1	1	1	0.06737667109575207
21	1561992-1640432	1	-1	-1	-0.9852474960482848
22	404819-1278131	1	-1	-1	-0.7822590265046119
23	377340-1245949	1	1	1	0.5244867172961649
24	511041-511097	1	-1	-1	-0.9584972419696854
25	1636644-1687725	1	-1	-1	-1.616164946708586
26	316146-316180	1	-1	-1	-1.445027401013991
27	451510-451511	1	-1	-1	-1.1790583417589109
28	335903-335919	1	-1	-1	-1.2311071520342205
29	310732-311192	1	-1	-1	-1.0553860439109681
30	386868-494491	1	-1	-1	-0.6658072953163416
31	335891-335906	1	-1	-1	-1.3727269589888564
32	386097-1378426	1	-1	-1	-0.45720661581556443
33	22687-1640432	1	-1	-1	-0.8629521974735445
34	272594-1245955	1	-1	-1	-0.5082481801507227
35	1223905-1687725	1	-1	-1	-1.0781247051748581
36	376886-1245954	1	-1	-1	-0.5585405053294306
37	386716-404385	1	-1	-1	-1.0054408228626146
38	1223912-1351334	1	-1	-1	-1.2360418810226037
39	377261-1245954	1	-1	-1	-1.530594328066957
40	1223907-1654957	1	-1	-1	-0.9936725570547416
41	377217-1378422	1	-1	-1	-1.5378152274385697
42	333152-1105591	1	-1	-1	-1.2177911992363861
43	386817-387143	1	-1	-1	-0.9921820590466914
44	377337-377457	1	-1	-1	-1.590018078517086
45	1561994-1638339	1	-1	-1	-1.2923515113846846
46	1223901-1638339	1	-1	-1	-0.9958882696588998
47	335892-335917	1	-1	-1	-1.2712860130641142
48	1245954-1378413	1	-1	-1	-1.2766505352506763
49	386235-1245948	1	-1	1	0.9261435161213629
50	1245959-1378410	1	-1	-1	-1.545846822261962
51	386147-1378414	1	-1	-1	-1.1373656762031734
52	985364-1223899	1	1	1	0.09862942348922854
53	22687-1677106	1	1	-1	-0.14098471771730392
54	985377-1666569	1	-1	-1	-1.5254164994143609
55	1223907-1634626	1	-1	-1	-0.9425464972170233
56	1223773-1720021	1	-1	-1	-0.9361151305076428
57	1105586-1105594	1	1	-1	-0.11080217315807672
58	460269-460270	1	-1	-1	-1.1248305688336138
59	1651777-1709319	1	-1	-1	-1.4250431395433205
60	387574-489425	1	-1	-1	-1.290498102596719
61	272392-1386895	1	1	-1	-1.3585767208318966
62	335876-335896	1	-1	-1	-0.7671540434864599
63	258960-291860	1	-1	-1	-0.9678987441471738
64	1223910-1640432	1	-1	-1	-0.9065664845107007
65	310968-385824	1	-1	-1	-1.4975714948321694
66	1223902-1351631	1	1	1	0.2787516304796298
67	386924-404438	1	1	1	0.9269839697406457
68	1223883-1672073	1	-1	-1	-0.8633865645234665
69	440210-502574	1	-1	-1	-0.7118747992710045
70	386140-588434	1	-1	-1	-1.0673711994699098
71	301586-439280	1	-1	-1	-0.940702277629955
72	386714-494491	1	-1	-1	-1.0297913356434314
73	272594-310732	1	-1	-1	-0.7642731018195816
74	1245949-1378415	1	1	1	0.37233705239078496
75	386186-1378420	1	-1	-1	-0.6875717158337306
76	1633289-1665979	1	-1	-1	-1.1762303382075183
77	1351582-1636644	1	-1	-1	-1.8604213561451413
78	1245957-1378420	1	-1	-1	-0.9238805093966377
79	1650666-1660093	1	-1	-1	-0.0025933325468210366
80	1223894-1561993	1	-1	-1	-0.9844740876966696
81	588800-1052474	1	-1	-1	-0.9836556564897796
82	386097-1378410	1	-1	-1	-1.0846975528320464
83	311192-1378413	1	-1	-1	-1.2435446961435086
84	1648872-1675365	1	-1	-1	-1.284700656129771
85	258996-291861	1	-1	-1	-0.5855682183807129
86	439208-1105584	1	-1	-1	-0.8331888352438804
87	301581-439278	1	1	1	0.19967036912655167
88	1223900-1223908	1	-1	-1	-1.0573350018806282
89	333149-1105303	1	1	1	0.5910254582730221
90	1223912-1672073	1	-1	-1	-1.1610256555554659
91	310968-386140	1	-1	-1	-1.5367527390432163
92	1223912-1351636	1	-1	-1	-1.2735979628181915
93	377454-1378419	1	-1	-1	-1.5074170769219304
94	1223880-1223905	1	-1	-1	-0.8604765182404717
95	272392-385603	1	1	1	1.084692569101108
96	333157-1105586	1	-1	-1	-1.0767781920105644
97	311027-386186	1	-1	-1	-1.835026211222002
98	387429-404385	1	-1	-1	-1.0113451902948696
99	1118936-1118956	1	-1	-1	-1.8194959231394134
100	333157-1105587	1	-1	-1	-0.8490776239422799
101	377416-1245957	1	-1	-1	-1.5394141770338325
102	335889-335913	1	-1	-1	-1.3893435663244418
103	1351334-1693843	1	-1	-1	-1.3493064789371694
104	1245954-1386900	1	-1	-1	-1.2315765910232153
105	377217-377340	1	-1	-1	-1.4335586386264358
106	386140-386147	1	-1	-1	-0.38505274992569233
107	311139-377144	1	-1	1	0.34962286210253346
108	272464-386186	1	-1	-1	-1.3640972068601933
109	1223897-1636644	1	-1	-1	-1.3131515888240788
110	1245955-1378405	1	-1	-1	-0.9399409020021432
111	1105587-1105597	1	-1	-1	-0.6463994748684592
112	335877-335908	1	-1	-1	-0.7957191383793683
113	1223912-1351337	1	-1	-1	-0.9507349360118302
114	387103-387228	1	-1	-1	-0.7181296596679096
115	386102-1245959	1	-1	-1	-1.5110350435107183
116	385603-588434	1	1	1	0.8588979815348117
117	311139-1378407	1	-1	-1	-1.2797298434418831
118	335890-335905	1	-1	-1	-1.02073776014042
119	1245959-1386897	1	-1	-1	-1.5464749784193275
120	1223903-1629487	1	-1	-1	-0.9730849605616593
121	1223913-1636644	1	-1	-1	-1.1903918937639781
122	1223909-1693843	1	-1	-1	-0.98739385329995
123	459637-459639	1	-1	-1	-0.8772290979633354
124	342605-342916	1	-1	-1	-1.0022251798535249
125	272594-1245951	1	-1	-1	-1.2519600074969999
