	ids	cid	#tr	#ac_tr	trueY	predY	prob
0	CHEMBL205478-CHEMBL116878	2	488	27	-1	-1	-0.9517474574061868
1	CHEMBL366667-CHEMBL1181535_CHEMBL176010	2	488	27	-1	-1	-0.6573325423201781
2	CHEMBL1235128-CHEMBL1234591	2	488	27	1	-1	-0.6446583714219012
3	CHEMBL2070507-CHEMBL1234591	2	488	27	1	-1	-1.4141919085812877
4	CHEMBL2070508-CHEMBL1234591	2	488	27	1	-1	-1.4161832981068767
5	CHEMBL1234591-CHEMBL378606	2	488	27	-1	-1	-0.792997777335028
6	CHEMBL464859-CHEMBL1234591	2	488	27	1	-1	-0.12744945595817814
7	CHEMBL1235128-CHEMBL129903	2	488	27	1	-1	-0.6437772626025529
8	CHEMBL2070507-CHEMBL129903	2	488	27	1	-1	-1.413573387266049
9	CHEMBL2070508-CHEMBL129903	2	488	27	1	-1	-1.415564776791638
10	CHEMBL261482-CHEMBL129903	2	488	27	1	-1	-1.2299836464319622
11	CHEMBL137879-CHEMBL145623	2	488	27	-1	1	0.13270959549248484
12	CHEMBL414620-CHEMBL137879	2	488	27	-1	-1	-1.0933131295587724
13	CHEMBL361412-CHEMBL137950	2	488	27	-1	-1	-1.0626478957330205
14	CHEMBL366667-CHEMBL137950	2	488	27	-1	1	0.29356196425224435
15	CHEMBL166301-CHEMBL138332	2	488	27	-1	-1	-1.0825677659162372
16	CHEMBL302765-CHEMBL138332	2	488	27	-1	-1	-1.1086048578254368
17	CHEMBL353299-CHEMBL138332	2	488	27	-1	-1	-1.0516373650193966
18	CHEMBL355415-CHEMBL138332	2	488	27	-1	-1	-1.1166282098741829
19	CHEMBL139000_CHEMBL420705-CHEMBL388757	2	488	27	-1	-1	-0.9197957804930955
20	CHEMBL142926-CHEMBL139182	2	488	27	-1	-1	-1.1114020226553885
21	CHEMBL330286-CHEMBL139182	2	488	27	1	1	0.06462986818592342
22	CHEMBL139182-CHEMBL342906	2	488	27	-1	-1	-1.1083121301113745
23	CHEMBL358735-CHEMBL139182	2	488	27	-1	-1	-1.2619160721297518
24	CHEMBL366864-CHEMBL139182	2	488	27	-1	-1	-0.9304819405051499
25	CHEMBL65271-CHEMBL139182	2	488	27	1	-1	-0.4737946643656826
26	CHEMBL165910-CHEMBL141154	2	488	27	-1	-1	-1.1244660757032428
27	CHEMBL304726-CHEMBL142926	2	488	27	1	-1	-0.711345372956322
28	CHEMBL329791-CHEMBL142926	2	488	27	1	1	0.7344893901362127
29	CHEMBL142926-CHEMBL359379	2	488	27	-1	-1	-0.8487284649663038
30	CHEMBL145623-CHEMBL16867	2	488	27	-1	-1	-1.840648103888196
31	CHEMBL145623-CHEMBL16894	2	488	27	-1	-1	-0.16025721678755156
32	CHEMBL179349-CHEMBL145623	2	488	27	-1	-1	-0.7301051414897225
33	CHEMBL145623-CHEMBL315150	2	488	27	-1	-1	-1.5331712963494162
34	CHEMBL342059-CHEMBL145623	2	488	27	-1	1	0.12351441900882432
35	CHEMBL145623-CHEMBL344706	2	488	27	-1	1	0.031847394793351747
36	CHEMBL145623-CHEMBL360448	2	488	27	-1	-1	-0.5858626494927447
37	CHEMBL145623-CHEMBL423542	2	488	27	-1	-1	-1.6325246053936282
38	CHEMBL163968-CHEMBL164325	2	488	27	-1	-1	-0.7659811898080437
39	CHEMBL165073-CHEMBL163968	2	488	27	-1	-1	-1.1635932297966367
40	CHEMBL163968-CHEMBL166684	2	488	27	-1	-1	-0.9585722123302438
41	CHEMBL163968-CHEMBL330286	2	488	27	-1	-1	-0.5989234676720244
42	CHEMBL163968-CHEMBL349240	2	488	27	-1	-1	-0.9456766711789333
43	CHEMBL349464-CHEMBL163968	2	488	27	-1	-1	-1.0878269908898663
44	CHEMBL163968-CHEMBL349716	2	488	27	-1	-1	-1.0637847169566497
45	CHEMBL163968-CHEMBL352707	2	488	27	-1	-1	-0.9161499979705907
46	CHEMBL163968-CHEMBL423934	2	488	27	-1	-1	-0.9572572226305074
47	CHEMBL163968-CHEMBL424161	2	488	27	-1	-1	-0.9526641293026814
48	CHEMBL164275-CHEMBL165910	2	488	27	-1	-1	-1.0423370557331997
49	CHEMBL349019-CHEMBL164275	2	488	27	-1	-1	-1.0201831416458074
50	CHEMBL164275-CHEMBL353299	2	488	27	-1	-1	-1.0429828093972597
51	CHEMBL324735-CHEMBL164281	2	488	27	-1	-1	-1.0522631947261727
52	CHEMBL329791-CHEMBL164281	2	488	27	-1	-1	-1.0777378813777063
53	CHEMBL348925-CHEMBL164281	2	488	27	-1	-1	-1.0684515860309578
54	CHEMBL349019-CHEMBL164281	2	488	27	-1	-1	-1.06048086325548
55	CHEMBL165620-CHEMBL164325	2	488	27	-1	-1	-1.0633361462337625
56	CHEMBL164325-CHEMBL349611	2	488	27	-1	-1	-1.0142945731715771
57	CHEMBL350830-CHEMBL164325	2	488	27	-1	-1	-1.061448044075534
58	CHEMBL165910-CHEMBL164381	2	488	27	-1	-1	-1.0458827527765129
59	CHEMBL164509-CHEMBL166301	2	488	27	-1	-1	-1.0499744010303145
60	CHEMBL164509-CHEMBL302765	2	488	27	-1	-1	-1.0505630640632955
61	CHEMBL353299-CHEMBL164509	2	488	27	-1	-1	-1.0614960658136305
62	CHEMBL164509-CHEMBL355415	2	488	27	-1	-1	-1.0729422549588103
63	CHEMBL165910-CHEMBL164647	2	488	27	-1	-1	-1.0194263460250772
64	CHEMBL164647-CHEMBL349611	2	488	27	-1	-1	-1.0986825522554553
65	CHEMBL164685-CHEMBL165620	2	488	27	-1	-1	-1.1199703636180787
66	CHEMBL164685-CHEMBL165910	2	488	27	-1	-1	-1.06420462932957
67	CHEMBL164905-CHEMBL166301	2	488	27	-1	-1	-1.0809549273900227
68	CHEMBL164905-CHEMBL302765	2	488	27	-1	-1	-1.0784048303567724
69	CHEMBL353299-CHEMBL164905	2	488	27	-1	-1	-1.0443224800744884
70	CHEMBL164905-CHEMBL355415	2	488	27	-1	-1	-1.1010909727712668
