nonstereo_aromatic_smiles	accession	standard_type	organism	lower_pPot_lim	pPot_mean	upper_pPot_lim	chembl_cid	chembl_tid
CCOC(=O)Nc1cc(-c2ccc(C)c(NS(C)(=O)=O)c2)nn2c(C)nnc12	Q58F21	Kd	Homo sapiens		7.079996538293985		CHEMBL3133807	CHEMBL1795185
CCS(=O)(=O)Nc1ccc(Oc2ccc(F)cc2F)c(-c2cn(C)c(=O)c3[nH]ccc23)c1	Q58F21	Kd	Homo sapiens		8.657577319177793		CHEMBL3987016	CHEMBL1795185
COc1cc(OC)c2c(=O)[nH]c(-c3cc(C)c(OCCO)c(C)c3)nc2c1	Q58F21	Kd	Homo sapiens		5.732740225060747		CHEMBL2393130	CHEMBL1795185
COc1cc(OC)c2c(=O)cc(-c3cc(C)c(OCC(O)CN4CCCCC4)c(C)c3)oc2c1	Q58F21	Kd	Homo sapiens		5.599214725557292		CHEMBL4455209_CHEMBL4549898	CHEMBL1795185
COc1cc(OC)c2c(=O)cc(-c3cc(C)c(OCC(O)CN4CCN(C)CC4)c(C)c3)oc2c1	Q58F21	Kd	Homo sapiens		5.523850063984043		CHEMBL4517875_CHEMBL4557050	CHEMBL1795185
Cc1[nH]c(-c2cc(NS(C)(=O)=O)ccc2Oc2ccccc2)c2c1C(=O)CCC2	Q58F21	Kd	Homo sapiens		6.958607314841776		CHEMBL4063051	CHEMBL1795185
Cc1[nH]c(-c2cc(S(C)(=O)=O)ccc2Oc2ccc(F)cc2F)c2c1C(=O)NCC2	Q58F21	Kd	Homo sapiens		6.853871964321763		CHEMBL3786012	CHEMBL1795185
Cc1ccc2ncccc2c1-c1cc(-c2c(C)noc2C)cc2nc(C3CC3)[nH]c12	Q58F21	Kd	Homo sapiens		8.309803919971486		CHEMBL3926851	CHEMBL1795185
Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=NC(CC(=O)OC(C)(C)C)c1nnc(C)n1-2	Q58F21	Kd	Homo sapiens		6.700544588210519		CHEMBL1957266_CHEMBL2132936_CHEMBL3220211	CHEMBL1795185
Cn1cc(-c2cc(S(C)(=O)=O)ccc2Oc2ccc(F)cc2F)c2cc[nH]c(=O)c21	Q58F21	Kd	Homo sapiens		6.309803919971486		CHEMBL4088466	CHEMBL1795185
Cn1cc2c3c(c[nH]c3c1=O)CN(c1ccc(F)cc1F)c1ccc(CS(C)(=O)=O)cc1-2	Q58F21	Kd	Homo sapiens		8.3767507096021		CHEMBL4217457	CHEMBL1795185
Cn1cc2c3c(c[nH]c3c1=O)CN(c1ccccn1)c1ccc(CS(C)(=O)=O)cc1-2	Q58F21	Kd	Homo sapiens		9.161150909262744		CHEMBL4208129	CHEMBL1795185
