	id	chembl_cid1	chembl_cid2	core	sub1	sub2	pot1	pot2	dpot	thres	class	core_id
0	CHEMBL1083443-CHEMBL1082493	CHEMBL1082493	CHEMBL1083443	[R1]c1ccc(cc1OC)C(=O)N2CC3(CC2CC(C3)(C)C)C	[R1]c1cccnc1Cl	[R1]c1ccc(cc1)Cl	5.607303046740334	5.742321425130816	0.1350183783904821	1.937230946405832	-1	0.0
1	CHEMBL1083444-CHEMBL1082493	CHEMBL1082493	CHEMBL1083444	[R1]c1ccc(cc1OC)C(=O)N2CC3(CC2CC(C3)(C)C)C	[R1]c1cccnc1Cl	[R1]c1ccc(cc1C)Cl	5.607303046740334	6.536107011014093	0.9288039642737588	1.937230946405832	-1	0.0
2	CHEMBL1082493-CHEMBL1083703	CHEMBL1082493	CHEMBL1083703	[R1]c1ccc(cc1OC)C(=O)N2CC3(CC2CC(C3)(C)C)C	[R1]c1cccnc1Cl	[R1]c1csc2c1cccc2	5.607303046740334	7.823908740944319	2.2166056942039845	1.937230946405832	1	0.0
3	CHEMBL1084008-CHEMBL1082493	CHEMBL1082493	CHEMBL1084008	[R1]c1ccc(cc1OC)C(=O)N2CC3(CC2CC(C3)(C)C)C	[R1]c1cccnc1Cl	[R1]c1c[nH]c2c1cccc2	5.607303046740334	6.221848749616356	0.614545702876022	1.937230946405832	-1	0.0
4	CHEMBL1084112-CHEMBL1082493	CHEMBL1082493	CHEMBL1084112	[R1]c1ccc(cc1OC)C(=O)N2CC3(CC2CC(C3)(C)C)C	[R1]c1cccnc1Cl	[R1]c1ccc2ccccc2c1	5.607303046740334	5.623423042943489	0.0161199962031544	1.937230946405832	-1	0.0
5	CHEMBL1085299-CHEMBL1082493	CHEMBL1082493	CHEMBL1085299	[R1]c1ccc(cc1OC)C(=O)N2CC3(CC2CC(C3)(C)C)C	[R1]c1cccnc1Cl	[R1]c1ccc(cc1)C	5.607303046740334	6.254925208417943	0.6476221616776092	1.937230946405832	-1	0.0
6	CHEMBL1082493-CHEMBL1085301	CHEMBL1082493	CHEMBL1085301	[R1]c1ccc(cc1OC)C(=O)N2CC3(CC2CC(C3)(C)C)C	[R1]c1cccnc1Cl	[R1]c1coc2c1cccc2	5.607303046740334	6.170696227168975	0.5633931804286405	1.937230946405832	-1	0.0
7	CHEMBL1086068-CHEMBL1082493	CHEMBL1082493	CHEMBL1086068	[R1]c1ccc(cc1OC)C(=O)N2CC3(CC2CC(C3)(C)C)C	[R1]c1cccnc1Cl	[R1]c1cc2ccccc2nc1	5.607303046740334	5.723538195826754	0.1162351490864201	1.937230946405832	-1	0.0
8	CHEMBL1086069-CHEMBL1082493	CHEMBL1082493	CHEMBL1086069	[R1]c1ccc(cc1OC)C(=O)N2CC3(CC2CC(C3)(C)C)C	[R1]c1cccnc1Cl	[R1]c1cccc2c1cccn2	5.607303046740334	6.113509274827518	0.5062062280871835	1.937230946405832	-1	0.0
9	CHEMBL1086293-CHEMBL1082493	CHEMBL1082493	CHEMBL1086293	[R1]c1ccc(cc1OC)C(=O)N2CC3(CC2CC(C3)(C)C)C	[R1]c1cccnc1Cl	[R1]c1cccc(c1)C	5.607303046740334	6.146910470148134	0.5396074234077997	1.937230946405832	-1	0.0
10	CHEMBL1086294-CHEMBL1082493	CHEMBL1082493	CHEMBL1086294	[R1]c1ccc(cc1OC)C(=O)N2CC3(CC2CC(C3)(C)C)C	[R1]c1cccnc1Cl	[R1]c1cccc(c1)C(=O)NC	5.607303046740334	5.931814138253838	0.3245110915135036	1.937230946405832	-1	0.0
