	id	chembl_cid1	chembl_cid2	core	sub1	sub2	pot1	pot2	dpot	thres	class	core_id
0	CHEMBL1338403-CHEMBL106848	CHEMBL106848	CHEMBL1338403	[R1]c1ccc(cc1)S(=O)(=O)N	[R1]SCCO	[R1]OCCCC	6.530990451261895	8.008773924307505	1.4777834730456103	1.4567625010444385	1	2.0
1	CHEMBL21-CHEMBL106848	CHEMBL106848	CHEMBL21	[R1]c1ccc(cc1)S(=O)(=O)N	[R1]SCCO	[R1]N	6.530990451261895	7.154901959985742	0.6239115087238476	1.4567625010444385	-1	2.0
2	CHEMBL3402958-CHEMBL106848	CHEMBL106848	CHEMBL3402958	[R1]c1ccc(cc1)S(=O)(=O)N	[R1]SCCO	[R1]OCC	6.530990451261895	8.022276394711152	1.4912859434492578	1.4567625010444385	1	2.0
3	CHEMBL3402959-CHEMBL106848	CHEMBL106848	CHEMBL3402959	[R1]c1ccc(cc1)S(=O)(=O)N	[R1]SCCO	[R1]OCCC	6.530990451261895	7.995678626217357	1.4646881749554623	1.4567625010444385	1	2.0
4	CHEMBL3402960-CHEMBL106848	CHEMBL106848	CHEMBL3402960	[R1]c1ccc(cc1)S(=O)(=O)N	[R1]SCCO	[R1]OCC=C	6.530990451261895	8.004364805402451	1.4733743541405566	1.4567625010444385	1	2.0
5	CHEMBL3402961-CHEMBL106848	CHEMBL106848	CHEMBL3402961	[R1]c1ccc(cc1)S(=O)(=O)N	[R1]SCCO	[R1]OCC#C	6.530990451261895	8.017728766960431	1.4867383156985363	1.4567625010444385	1	2.0
6	CHEMBL1233727-CHEMBL1233725	CHEMBL1233727	CHEMBL1233725	[R1]c1c(c(ncn1)NCc2ccc(cc2)S(=O)(=O)N)[N+](=O)[O-]	[R1]NCc1ccccc1	[R1]OC	5.376750709602098	6.080921907623925	0.704171198021827	1.4567625010444385	-1	26.0
7	CHEMBL1271572-CHEMBL1233768	CHEMBL1271572	CHEMBL1233768	[R1]c1c(c(ncn1)NCCc2ccc(cc2)S(=O)(=O)N)[N+](=O)[O-]	[R1]NCc1ccccc1	[R1]OC	5.853871964321763	6.621301985603488	0.7674300212817249	1.4567625010444385	-1	16.0
8	CHEMBL21-CHEMBL1338403	CHEMBL21	CHEMBL1338403	[R1]c1ccc(cc1)S(=O)(=O)N	[R1]N	[R1]OCCCC	7.154901959985742	8.008773924307505	0.8538719643217627	1.4567625010444385	-1	2.0
9	CHEMBL1338403-CHEMBL2333400	CHEMBL2333400	CHEMBL1338403	[R1]c1ccc(cc1)S(=O)(=O)N	[R1]SCCC	[R1]OCCCC	7.769551078621726	8.008773924307505	0.239222845685779	1.4567625010444385	-1	2.0
10	CHEMBL3402958-CHEMBL1338403	CHEMBL1338403	CHEMBL3402958	[R1]Oc1ccc(cc1)S(=O)(=O)N	[R1]CCCC	[R1]CC	8.008773924307505	8.022276394711152	0.0135024704036474	1.4567625010444385	-1	17.0
11	CHEMBL3402959-CHEMBL1338403	CHEMBL3402959	CHEMBL1338403	[R1]Oc1ccc(cc1)S(=O)(=O)N	[R1]CCC	[R1]CCCC	7.995678626217357	8.008773924307505	0.0130952980901479	1.4567625010444385	-1	17.0
12	CHEMBL3402960-CHEMBL1338403	CHEMBL3402960	CHEMBL1338403	[R1]Oc1ccc(cc1)S(=O)(=O)N	[R1]CC=C	[R1]CCCC	8.004364805402451	8.008773924307505	0.0044091189050536	1.4567625010444385	-1	17.0
13	CHEMBL3402961-CHEMBL1338403	CHEMBL1338403	CHEMBL3402961	[R1]Oc1ccc(cc1)S(=O)(=O)N	[R1]CCCC	[R1]CC#C	8.008773924307505	8.017728766960431	0.0089548426529262	1.4567625010444385	-1	17.0
14	CHEMBL1518113-CHEMBL1363627	CHEMBL1363627	CHEMBL1518113	[R1]N1CCN(CC1)CC(=O)Nc2ccc(cc2)S(=O)(=O)N	[R1]c1ccc(cc1)F	[R1]Cc1ccccc1	7.67778070526608	8.187086643357143	0.509305938091063	1.4567625010444385	-1	1.0
15	CHEMBL4067239-CHEMBL1363627	CHEMBL4067239	CHEMBL1363627	[R1]N1CCN(CC1)CC(=O)Nc2ccc(cc2)S(=O)(=O)N	[R1]c1ccc(cc1)C(F)(F)F	[R1]c1ccc(cc1)F	6.72584215073632	7.67778070526608	0.9519385545297592	1.4567625010444385	-1	1.0
16	CHEMBL4070147-CHEMBL1363627	CHEMBL1363627	CHEMBL4070147	[R1]N1CCN(CC1)CC(=O)Nc2ccc(cc2)S(=O)(=O)N	[R1]c1ccc(cc1)F	[R1]C(=O)c1ccccc1	7.67778070526608	8.585026652029184	0.907245946763104	1.4567625010444385	-1	1.0
17	CHEMBL1363627-CHEMBL4080804	CHEMBL1363627	CHEMBL4080804	[R1]N1CCN(CC1)CC(=O)Nc2ccc(cc2)S(=O)(=O)N	[R1]c1ccc(cc1)F	[R1]c1ccccn1	7.67778070526608	7.978810700930063	0.301029995663983	1.4567625010444385	-1	1.0
18	CHEMBL4083316-CHEMBL1363627	CHEMBL1363627	CHEMBL4083316	[R1]N1CCN(CC1)CC(=O)Nc2ccc(cc2)S(=O)(=O)N	[R1]c1ccc(cc1)F	[R1]Cc1ccc2c(c1)OCO2	7.67778070526608	8.397940008672037	0.7201593034059579	1.4567625010444385	-1	1.0
19	CHEMBL4086993-CHEMBL1363627	CHEMBL1363627	CHEMBL4086993	[R1]N1CCN(CC1)CC(=O)Nc2ccc(cc2)S(=O)(=O)N	[R1]c1ccc(cc1)F	[R1]c1ccc(cc1)Br	7.67778070526608	8.0268721464003	0.3490914411342212	1.4567625010444385	-1	1.0
20	CHEMBL4104861-CHEMBL1363627	CHEMBL4104861	CHEMBL1363627	[R1]N1CCN(CC1)CC(=O)Nc2ccc(cc2)S(=O)(=O)N	[R1]c1ccc(cc1)Cl	[R1]c1ccc(cc1)F	6.793174123968151	7.67778070526608	0.8846065812979287	1.4567625010444385	-1	1.0
21	CHEMBL146816-CHEMBL1940391	CHEMBL146816	CHEMBL1940391	[R1]C(=O)C=Cc1ccc(cc1)O	[R1]OC	[R1]OC(C)C	6.086186147616282	6.161150909262744	0.0749647616464619	1.4567625010444385	-1	25.0
22	CHEMBL146816-CHEMBL2074640	CHEMBL2074640	CHEMBL146816	[R1]C(=O)C=Cc1ccc(cc1)O	[R1]OCC	[R1]OC	6.070581074285707	6.086186147616282	0.0156050733305752	1.4567625010444385	-1	25.0
23	CHEMBL1518113-CHEMBL4067239	CHEMBL4067239	CHEMBL1518113	[R1]N1CCN(CC1)CC(=O)Nc2ccc(cc2)S(=O)(=O)N	[R1]c1ccc(cc1)C(F)(F)F	[R1]Cc1ccccc1	6.72584215073632	8.187086643357143	1.461244492620822	1.4567625010444385	1	1.0
24	CHEMBL4070147-CHEMBL1518113	CHEMBL1518113	CHEMBL4070147	[R1]N1CCN(CC1)CC(=O)Nc2ccc(cc2)S(=O)(=O)N	[R1]Cc1ccccc1	[R1]C(=O)c1ccccc1	8.187086643357143	8.585026652029184	0.397940008672041	1.4567625010444385	-1	1.0
25	CHEMBL1518113-CHEMBL4080804	CHEMBL4080804	CHEMBL1518113	[R1]N1CCN(CC1)CC(=O)Nc2ccc(cc2)S(=O)(=O)N	[R1]c1ccccn1	[R1]Cc1ccccc1	7.978810700930063	8.187086643357143	0.2082759424270799	1.4567625010444385	-1	1.0
26	CHEMBL4083316-CHEMBL1518113	CHEMBL1518113	CHEMBL4083316	[R1]N1CCN(CC1)CC(=O)Nc2ccc(cc2)S(=O)(=O)N	[R1]Cc1ccccc1	[R1]Cc1ccc2c(c1)OCO2	8.187086643357143	8.397940008672037	0.2108533653148949	1.4567625010444385	-1	1.0
27	CHEMBL1518113-CHEMBL4086993	CHEMBL4086993	CHEMBL1518113	[R1]N1CCN(CC1)CC(=O)Nc2ccc(cc2)S(=O)(=O)N	[R1]c1ccc(cc1)Br	[R1]Cc1ccccc1	8.0268721464003	8.187086643357143	0.1602144969568417	1.4567625010444385	-1	1.0
28	CHEMBL1518113-CHEMBL4097153	CHEMBL1518113	CHEMBL4097153	[R1]N1CCN(CC1)CC(=O)Nc2ccc(cc2)S(=O)(=O)N	[R1]Cc1ccccc1	[R1]c1ccccc1	8.187086643357143	9.130768280269024	0.9436816369118812	1.4567625010444385	-1	1.0
29	CHEMBL184674-CHEMBL204740	CHEMBL184674	CHEMBL204740	[R1]NC1Cc2ccc(cc2C1)S(=O)(=O)N	[R1]C(=O)C	[R1]C(=O)CC	8.0	8.4089353929735	0.4089353929735004	1.4567625010444385	-1	24.0
30	CHEMBL184674-CHEMBL205743	CHEMBL184674	CHEMBL205743	[R1]NC1Cc2ccc(cc2C1)S(=O)(=O)N	[R1]C(=O)C	[R1]C(=O)CCC	8.0	8.346787486224656	0.346787486224656	1.4567625010444385	-1	24.0
31	CHEMBL184674-CHEMBL208531	CHEMBL184674	CHEMBL208531	[R1]NC1Cc2ccc(cc2C1)S(=O)(=O)N	[R1]C(=O)C	[R1]C(=O)CCCC	8.0	8.187086643357143	0.1870866433571425	1.4567625010444385	-1	24.0
32	CHEMBL18-CHEMBL3402971	CHEMBL3402971	CHEMBL18	[R1]Oc1ccc2c(c1)sc(n2)S(=O)(=O)N	[R1]Cc1ccccc1	[R1]CC	8.113509274827518	9.105729909996302	0.9922206351687848	1.4567625010444385	-1	23.0
33	CHEMBL49732-CHEMBL191528	CHEMBL191528	CHEMBL49732	[R1]Oc1ccc2ccc(=O)oc2c1	[R1]CC	[R1]C	5.107905397309518	5.619788758288393	0.5118833609788744	1.4567625010444385	-1	22.0
34	CHEMBL191528-CHEMBL568516	CHEMBL191528	CHEMBL568516	[R1]Oc1ccc2ccc(=O)oc2c1	[R1]CC	[R1]CCC	5.107905397309518	5.1487416512809245	0.0408362539714062	1.4567625010444385	-1	22.0
35	CHEMBL191528-CHEMBL571514	CHEMBL191528	CHEMBL571514	[R1]Oc1ccc2ccc(=O)oc2c1	[R1]CC	[R1]CCCC	5.107905397309518	5.3872161432802645	0.2793107459707462	1.4567625010444385	-1	22.0
36	CHEMBL1940391-CHEMBL2074640	CHEMBL2074640	CHEMBL1940391	[R1]C(=O)C=Cc1ccc(cc1)O	[R1]OCC	[R1]OC(C)C	6.070581074285707	6.161150909262744	0.0905698349770371	1.4567625010444385	-1	25.0
37	CHEMBL1978880-CHEMBL2333585	CHEMBL1978880	CHEMBL2333585	[R1]C(=O)c1cc(ccc1O)O	[R1]OC	[R1]OC(C)C	5.080921907623925	6.075720713938117	0.9947988063141916	1.4567625010444385	-1	21.0
38	CHEMBL204740-CHEMBL205743	CHEMBL205743	CHEMBL204740	[R1]NC1Cc2ccc(cc2C1)S(=O)(=O)N	[R1]C(=O)CCC	[R1]C(=O)CC	8.346787486224656	8.4089353929735	0.0621479067488444	1.4567625010444385	-1	24.0
39	CHEMBL204740-CHEMBL208531	CHEMBL208531	CHEMBL204740	[R1]NC1Cc2ccc(cc2C1)S(=O)(=O)N	[R1]C(=O)CCCC	[R1]C(=O)CC	8.187086643357143	8.4089353929735	0.2218487496163579	1.4567625010444385	-1	24.0
40	CHEMBL2048922-CHEMBL2048923	CHEMBL2048923	CHEMBL2048922	[R1]Oc1cccc(c1)CCNC(=O)c2ccc(cc2)S(=O)(=O)N	[R1]CCC	[R1]CC	8.229147988357855	8.318758762624412	0.089610774266557	1.4567625010444385	-1	20.0
41	CHEMBL2048925-CHEMBL2048926	CHEMBL2048925	CHEMBL2048926	[R1]Oc1ccc2c(c1)CCN=C2c3ccc(cc3)S(=O)(=O)N	[R1]C	[R1]CC	7.991399828238082	8.187086643357143	0.1956868151190605	1.4567625010444385	-1	19.0
42	CHEMBL2048925-CHEMBL2048927	CHEMBL2048925	CHEMBL2048927	[R1]Oc1ccc2c(c1)CCN=C2c3ccc(cc3)S(=O)(=O)N	[R1]C	[R1]CCC	7.991399828238082	8.096910013008056	0.1055101847699742	1.4567625010444385	-1	19.0
43	CHEMBL2048926-CHEMBL2048927	CHEMBL2048927	CHEMBL2048926	[R1]Oc1ccc2c(c1)CCN=C2c3ccc(cc3)S(=O)(=O)N	[R1]CCC	[R1]CC	8.096910013008056	8.187086643357143	0.0901766303490863	1.4567625010444385	-1	19.0
44	CHEMBL2048929-CHEMBL2048930	CHEMBL2048930	CHEMBL2048929	[R1]Oc1ccc2c(c1)CCNC2c3ccc(cc3)S(=O)(=O)N	[R1]CC	[R1]C	8.236572006437061	8.244125144327509	0.0075531378904472	1.4567625010444385	-1	15.0
45	CHEMBL2048929-CHEMBL2048931	CHEMBL2048931	CHEMBL2048929	[R1]Oc1ccc2c(c1)CCNC2c3ccc(cc3)S(=O)(=O)N	[R1]CCC	[R1]C	8.086186147616283	8.244125144327509	0.1579389967112252	1.4567625010444385	-1	15.0
46	CHEMBL2048930-CHEMBL2048931	CHEMBL2048931	CHEMBL2048930	[R1]Oc1ccc2c(c1)CCNC2c3ccc(cc3)S(=O)(=O)N	[R1]CCC	[R1]CC	8.086186147616283	8.236572006437061	0.150385858820778	1.4567625010444385	-1	15.0
47	CHEMBL2048933-CHEMBL2048934	CHEMBL2048933	CHEMBL2048934	[R1]Oc1ccc2c(c1)CCN(C2c3ccc(cc3)S(=O)(=O)N)S(=O)(=O)N	[R1]C	[R1]CC	7.6307841425898575	7.7495799976911055	0.118795855101248	1.4567625010444385	-1	14.0
48	CHEMBL2048933-CHEMBL2048935	CHEMBL2048933	CHEMBL2048935	[R1]Oc1ccc2c(c1)CCN(C2c3ccc(cc3)S(=O)(=O)N)S(=O)(=O)N	[R1]C	[R1]CCC	7.6307841425898575	8.102372908709556	0.4715887661196989	1.4567625010444385	-1	14.0
49	CHEMBL2048934-CHEMBL2048935	CHEMBL2048934	CHEMBL2048935	[R1]Oc1ccc2c(c1)CCN(C2c3ccc(cc3)S(=O)(=O)N)S(=O)(=O)N	[R1]CC	[R1]CCC	7.7495799976911055	8.102372908709556	0.3527929110184509	1.4567625010444385	-1	14.0
50	CHEMBL205743-CHEMBL208531	CHEMBL208531	CHEMBL205743	[R1]NC1Cc2ccc(cc2C1)S(=O)(=O)N	[R1]C(=O)CCCC	[R1]C(=O)CCC	8.187086643357143	8.346787486224656	0.1597008428675135	1.4567625010444385	-1	24.0
51	CHEMBL21-CHEMBL2333400	CHEMBL21	CHEMBL2333400	[R1]c1ccc(cc1)S(=O)(=O)N	[R1]N	[R1]SCCC	7.154901959985742	7.769551078621726	0.6146491186359837	1.4567625010444385	-1	2.0
52	CHEMBL21-CHEMBL3402958	CHEMBL21	CHEMBL3402958	[R1]c1ccc(cc1)S(=O)(=O)N	[R1]N	[R1]OCC	7.154901959985742	8.022276394711152	0.8673744347254102	1.4567625010444385	-1	2.0
53	CHEMBL21-CHEMBL3402959	CHEMBL21	CHEMBL3402959	[R1]c1ccc(cc1)S(=O)(=O)N	[R1]N	[R1]OCCC	7.154901959985742	7.995678626217357	0.8407766662316147	1.4567625010444385	-1	2.0
54	CHEMBL21-CHEMBL3402960	CHEMBL21	CHEMBL3402960	[R1]c1ccc(cc1)S(=O)(=O)N	[R1]N	[R1]OCC=C	7.154901959985742	8.004364805402451	0.849462845416709	1.4567625010444385	-1	2.0
55	CHEMBL21-CHEMBL3402961	CHEMBL21	CHEMBL3402961	[R1]c1ccc(cc1)S(=O)(=O)N	[R1]N	[R1]OCC#C	7.154901959985742	8.017728766960431	0.8628268069746889	1.4567625010444385	-1	2.0
56	CHEMBL2323135_CHEMBL2323137-CHEMBL2323134_CHEMBL2323136	CHEMBL2323134_CHEMBL2323136	CHEMBL2323135_CHEMBL2323137	[R1]=CC(=O)CC1C(C(C(C(O1)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C	[R1]=Cc1cccc(c1)O	[R1]=Cc1ccc(cc1)O	5.085509022996039	5.2186157284917405	0.1331067054957015	1.4567625010444385	-1	13.0
57	CHEMBL3402958-CHEMBL2333400	CHEMBL2333400	CHEMBL3402958	[R1]c1ccc(cc1)S(=O)(=O)N	[R1]SCCC	[R1]OCC	7.769551078621726	8.022276394711152	0.2527253160894265	1.4567625010444385	-1	2.0
58	CHEMBL3402959-CHEMBL2333400	CHEMBL2333400	CHEMBL3402959	[R1]c1ccc(cc1)S(=O)(=O)N	[R1]SCCC	[R1]OCCC	7.769551078621726	7.995678626217357	0.226127547595631	1.4567625010444385	-1	2.0
59	CHEMBL3402960-CHEMBL2333400	CHEMBL2333400	CHEMBL3402960	[R1]c1ccc(cc1)S(=O)(=O)N	[R1]SCCC	[R1]OCC=C	7.769551078621726	8.004364805402451	0.2348137267807253	1.4567625010444385	-1	2.0
60	CHEMBL3402961-CHEMBL2333400	CHEMBL2333400	CHEMBL3402961	[R1]c1ccc(cc1)S(=O)(=O)N	[R1]SCCC	[R1]OCC#C	7.769551078621726	8.017728766960431	0.2481776883387052	1.4567625010444385	-1	2.0
61	CHEMBL2333419-CHEMBL2333403	CHEMBL2333419	CHEMBL2333403	[R1]Sc1c(c(c(c(c1F)F)S(=O)(=O)N)F)F	[R1]CC(=O)O	[R1]Cc1ccccc1	8.301029995663981	8.886056647693161	0.58502665202918	1.4567625010444385	-1	12.0
62	CHEMBL2333420-CHEMBL2333403	CHEMBL2333420	CHEMBL2333403	[R1]Sc1c(c(c(c(c1F)F)S(=O)(=O)N)F)F	[R1]CCC(=O)O	[R1]Cc1ccccc1	8.0	8.886056647693161	0.8860566476931613	1.4567625010444385	-1	12.0
63	CHEMBL2333408-CHEMBL2333420	CHEMBL2333408	CHEMBL2333420	[R1]c1c(c(c(c(c1F)F)S(=O)(=O)N)F)F	[R1]N1CCOCC1	[R1]SCCC(=O)O	7.080921907623925	8.0	0.9190780923760746	1.4567625010444385	-1	11.0
64	CHEMBL2333419-CHEMBL2333420	CHEMBL2333420	CHEMBL2333419	[R1]Sc1c(c(c(c(c1F)F)S(=O)(=O)N)F)F	[R1]CCC(=O)O	[R1]CC(=O)O	8.0	8.301029995663981	0.3010299956639812	1.4567625010444385	-1	12.0
65	CHEMBL2333585-CHEMBL2333584	CHEMBL2333585	CHEMBL2333584	[R1]C(=O)c1cc(ccc1O)O	[R1]OC(C)C	[R1]OCC	6.075720713938117	6.080921907623925	0.0052011936858082	1.4567625010444385	-1	21.0
