	ids	cid	#tr	#ac_tr	trueY	predY	prob	neighbor	distance
0	CHEMBL259534-CHEMBL1162978	0	2081	149	-1	-1	0.0	6	0.4642857142857143
1	CHEMBL259535-CHEMBL1162978	0	2081	149	-1	-1	0.0	6	0.3571428571428572
2	CHEMBL260912-CHEMBL1162978	0	2081	149	-1	-1	0.0	6	0.5161290322580645
3	CHEMBL159816-CHEMBL140072_CHEMBL153611	0	2081	149	-1	-1	0.0	2897	0.8783783783783784
4	CHEMBL171854-CHEMBL444809	0	2081	149	-1	-1	0.0	13	0.3055555555555556
5	CHEMBL176243-CHEMBL172360	0	2081	149	-1	-1	0.0	19	0.2727272727272727
6	CHEMBL425142-CHEMBL173878	0	2081	149	-1	-1	0.0	12	0.44999999999999996
7	CHEMBL173878-CHEMBL444809	0	2081	149	-1	-1	0.0	32	0.2857142857142857
8	CHEMBL173994-CHEMBL226564	0	2081	149	-1	-1	0.0	1179	0.3015873015873016
9	CHEMBL174335-CHEMBL425142	0	2081	149	-1	-1	0.0	12	0.575
10	CHEMBL174335-CHEMBL444809	0	2081	149	-1	-1	0.0	68	0.2777777777777778
11	CHEMBL176243-CHEMBL174499	0	2081	149	-1	-1	0.0	74	0.5454545454545454
12	CHEMBL176243-CHEMBL174558	0	2081	149	-1	-1	0.0	11	0.4545454545454546
13	CHEMBL425142-CHEMBL174815	0	2081	149	-1	-1	0.0	62	0.4186046511627908
14	CHEMBL174815-CHEMBL444809	0	2081	149	-1	-1	0.0	81	0.21052631578947367
15	CHEMBL176243-CHEMBL175130	0	2081	149	-1	-1	0.0	76	0.2222222222222222
16	CHEMBL175779-CHEMBL381316	0	2081	149	-1	-1	0.0	113	0.6470588235294118
17	CHEMBL176136-CHEMBL444809	0	2081	149	-1	-1	0.0	78	0.32352941176470584
18	CHEMBL176243-CHEMBL367953	0	2081	149	-1	-1	0.0	2497	0.30000000000000004
19	CHEMBL369086-CHEMBL176243	0	2081	149	-1	-1	0.0	2511	0.8
20	CHEMBL176243-CHEMBL369681	0	2081	149	-1	-1	0.0	2511	0.5454545454545454
21	CHEMBL206335_CHEMBL558198-CHEMBL179665	0	2081	149	-1	-1	0.0	108	0.36363636363636365
22	CHEMBL179665-CHEMBL367954	0	2081	149	-1	-1	0.0	108	0.36363636363636365
23	CHEMBL205187-CHEMBL179964	0	2081	149	-1	-1	0.0	110	0.3125
24	CHEMBL426313-CHEMBL179964	0	2081	149	-1	-1	0.0	113	0.3548387096774194
25	CHEMBL182939-CHEMBL181116_CHEMBL182736_CHEMBL436278	0	2081	149	-1	-1	0.0	2522	0.976271186440678
26	CHEMBL181694-CHEMBL182746	0	2081	149	1	-1	0.0	131	0.8032069970845481
27	CHEMBL3904655-CHEMBL182597	0	2081	149	-1	-1	0.0	129	0.40740740740740744
28	CHEMBL3904655-CHEMBL182755	0	2081	149	-1	-1	0.0	131	0.36
29	CHEMBL185232-CHEMBL185909	0	2081	149	-1	-1	0.0	137	0.6428571428571429
30	CHEMBL185909-CHEMBL187097	0	2081	149	-1	-1	0.0	141	0.6071428571428571
31	CHEMBL426071-CHEMBL185909	0	2081	149	-1	-1	0.0	141	0.6071428571428571
