	ids	cid	#tr	#ac_tr	trueY	predY	prob	neighbor	distance
0	CHEMBL496739-CHEMBL139926	2	667	42	-1	-1	0.0	6	0.75
1	CHEMBL201481-CHEMBL203016	2	667	42	-1	-1	0.0	943	0.803921568627451
2	CHEMBL201481-CHEMBL203943	2	667	42	-1	-1	0.0	307	0.8333333333333334
3	CHEMBL201481-CHEMBL205498	2	667	42	-1	-1	0.0	671	0.7727272727272727
4	CHEMBL201481-CHEMBL206528	2	667	42	-1	1	1.0	950	0.78
5	CHEMBL201481-CHEMBL370191	2	667	42	-1	-1	0.0	348	0.8148148148148148
6	CHEMBL201481-CHEMBL380171	2	667	42	-1	-1	0.0	650	0.8461538461538461
7	CHEMBL201481-CHEMBL383205	2	667	42	-1	-1	0.0	348	0.6956521739130435
8	CHEMBL202858-CHEMBL205264	2	667	42	-1	-1	0.0	734	0.7407407407407407
9	CHEMBL202858-CHEMBL377299	2	667	42	-1	-1	0.0	734	0.5666666666666667
10	CHEMBL202858-CHEMBL424678	2	667	42	-1	-1	0.0	734	0.5357142857142857
11	CHEMBL203943-CHEMBL203016	2	667	42	-1	-1	0.0	442	0.7906976744186046
12	CHEMBL203016-CHEMBL206528	2	667	42	-1	-1	0.0	323	0.7428571428571429
13	CHEMBL370191-CHEMBL203016	2	667	42	-1	-1	0.0	650	0.7142857142857143
14	CHEMBL203016-CHEMBL380171	2	667	42	-1	-1	0.0	574	0.8333333333333334
15	CHEMBL383205-CHEMBL203016	2	667	42	-1	-1	0.0	650	0.5714285714285714
16	CHEMBL203943-CHEMBL205498	2	667	42	-1	-1	0.0	446	0.6976744186046512
17	CHEMBL203943-CHEMBL206528	2	667	42	-1	-1	0.0	447	0.7916666666666666
18	CHEMBL370191-CHEMBL203943	2	667	42	-1	-1	0.0	451	0.7142857142857143
19	CHEMBL203943-CHEMBL380171	2	667	42	-1	-1	0.0	442	0.8043478260869565
20	CHEMBL383205-CHEMBL203943	2	667	42	-1	-1	0.0	451	0.5714285714285714
21	CHEMBL205264-CHEMBL377299	2	667	42	-1	-1	0.0	690	0.75
22	CHEMBL205264-CHEMBL424678	2	667	42	-1	-1	0.0	690	0.7307692307692307
23	CHEMBL205498-CHEMBL206528	2	667	42	-1	-1	0.0	707	0.7272727272727273
24	CHEMBL370191-CHEMBL205498	2	667	42	-1	-1	0.0	675	0.6170212765957447
25	CHEMBL370191-CHEMBL206528	2	667	42	-1	-1	0.0	706	0.7169811320754716
26	CHEMBL206528-CHEMBL380171	2	667	42	-1	-1	0.0	490	0.8157894736842105
27	CHEMBL383205-CHEMBL206528	2	667	42	-1	-1	0.0	706	0.5869565217391305
28	CHEMBL2430440-CHEMBL2430438	2	667	42	1	-1	0.0	787	0.9470085470085471
29	CHEMBL3358500-CHEMBL3358098	2	667	42	-1	-1	0.0	870	0.691699604743083
30	CHEMBL370191-CHEMBL380171	2	667	42	-1	-1	0.0	650	0.7254901960784313
31	CHEMBL383205-CHEMBL370191	2	667	42	-1	-1	0.0	373	0.6666666666666666
32	CHEMBL377299-CHEMBL424678	2	667	42	-1	-1	0.0	729	0.8327526132404182
33	CHEMBL3779928-CHEMBL3780140	2	667	42	-1	-1	0.0	772	0.5
34	CHEMBL3779928-CHEMBL3780506	2	667	42	-1	-1	0.0	923	0.8235294117647058
35	CHEMBL3780506-CHEMBL3780140	2	667	42	-1	-1	0.0	930	0.6
36	CHEMBL383205-CHEMBL380171	2	667	42	-1	-1	0.0	650	0.5909090909090909
37	CHEMBL4514800-CHEMBL4440698	2	667	42	-1	-1	0.0	994	0.5537190082644629
38	CHEMBL4590966-CHEMBL4440698	2	667	42	-1	-1	0.0	994	0.18181818181818188
39	CHEMBL4541924-CHEMBL4456964	2	667	42	-1	-1	0.0	1002	0.4375
40	CHEMBL4514586-CHEMBL4546749	2	667	42	-1	-1	0.0	993	0.685823754789272
41	CHEMBL4514586-CHEMBL4590356	2	667	42	-1	-1	0.0	981	0.421875
42	CHEMBL4514800-CHEMBL4590966	2	667	42	-1	-1	0.0	981	0.1785714285714286
43	CHEMBL4590356-CHEMBL4546749	2	667	42	-1	-1	0.0	993	0.2931034482758621
44	CHEMBL476394-CHEMBL477206	2	667	42	-1	1	1.0	1030	0.17647058823529416
45	CHEMBL476841-CHEMBL477248	2	667	42	-1	-1	0.0	1014	0.06060606060606055
46	CHEMBL478688-CHEMBL477434	2	667	42	-1	-1	0.0	1038	0.48699271592091575
47	CHEMBL84819-CHEMBL85441	2	667	42	1	-1	0.0	802	0.7931034482758621
48	CHEMBL84819-CHEMBL87478	2	667	42	1	-1	0.0	1054	0.8108108108108109
