	ids	cid	#tr	#ac_tr	trueY	predY	prob	neighbor	distance
0	CHEMBL506652-CHEMBL1162994	0	352	25	-1	-1	0.0	1	0.696969696969697
1	CHEMBL522906-CHEMBL1162994	0	352	25	-1	-1	0.0	1	0.7058823529411765
2	CHEMBL180450-CHEMBL180748	0	352	25	-1	-1	0.0	23	0.4117647058823529
3	CHEMBL180450-CHEMBL360306	0	352	25	-1	-1	0.0	22	0.4285714285714286
4	CHEMBL180788-CHEMBL180748	0	352	25	-1	-1	0.0	39	0.4666666666666667
5	CHEMBL180748-CHEMBL180963	0	352	25	-1	-1	0.0	46	0.3181818181818181
6	CHEMBL180748-CHEMBL181288	0	352	25	-1	-1	0.0	52	0.4375
7	CHEMBL181677-CHEMBL180748	0	352	25	-1	-1	0.0	58	0.7333333333333333
8	CHEMBL181843-CHEMBL180748	0	352	25	-1	-1	0.0	62	0.6
9	CHEMBL359712-CHEMBL180748	0	352	25	-1	-1	0.0	58	0.5384615384615384
10	CHEMBL180748-CHEMBL360697	0	352	25	-1	-1	0.0	60	0.33333333333333326
11	CHEMBL180748-CHEMBL361957	0	352	25	-1	-1	0.0	61	0.33333333333333326
12	CHEMBL180788-CHEMBL360306	0	352	25	-1	-1	0.0	38	0.4736842105263157
13	CHEMBL360306-CHEMBL180963	0	352	25	-1	-1	0.0	45	0.40909090909090917
14	CHEMBL181288-CHEMBL360306	0	352	25	-1	-1	0.0	45	0.8333333333333334
15	CHEMBL181677-CHEMBL360306	0	352	25	-1	-1	0.0	52	0.5
16	CHEMBL181843-CHEMBL360306	0	352	25	-1	-1	0.0	53	0.4736842105263157
17	CHEMBL197969-CHEMBL200049	0	352	25	-1	-1	0.0	0	0.9826422372227579
18	CHEMBL2018657-CHEMBL2016599	0	352	25	-1	-1	0.0	71	0.5714285714285714
19	CHEMBL2016599-CHEMBL2018780	0	352	25	-1	-1	0.0	71	0.4666666666666667
20	CHEMBL2018656-CHEMBL2018655	0	352	25	1	1	1.0	95	0.7
21	CHEMBL2018657-CHEMBL2018655	0	352	25	-1	-1	0.0	86	0.75
22	CHEMBL2018655-CHEMBL2019079	0	352	25	1	1	1.0	95	0.5517241379310345
23	CHEMBL2018658-CHEMBL2018656	0	352	25	1	1	1.0	122	0.6153846153846154
24	CHEMBL2018656-CHEMBL2019080	0	352	25	-1	1	1.0	95	0.40740740740740744
25	CHEMBL2018656-CHEMBL2019081	0	352	25	-1	1	1.0	95	0.4285714285714286
