	ids	cid	#tr	#ac_tr	trueY	predY	prob	neighbor	distance
0	CHEMBL2426110-CHEMBL2426114	2	308	23	1	-1	0.0	37	0.6111111111111112
1	CHEMBL2426110-CHEMBL2426115	2	308	23	1	-1	0.0	45	0.55
2	CHEMBL2426110-CHEMBL2426116	2	308	23	-1	-1	0.0	52	0.4782608695652174
3	CHEMBL2426110-CHEMBL2426118	2	308	23	1	-1	0.0	63	0.5454545454545454
4	CHEMBL2426122-CHEMBL2426110	2	308	23	-1	-1	0.0	70	0.6875
5	CHEMBL2426123-CHEMBL2426110	2	308	23	-1	-1	0.0	20	0.6875
6	CHEMBL2426125-CHEMBL2426110	2	308	23	-1	-1	0.0	72	0.6470588235294118
7	CHEMBL2426112-CHEMBL2426114	2	308	23	-1	-1	0.0	39	0.5625
8	CHEMBL2426112-CHEMBL2426115	2	308	23	-1	-1	0.0	47	0.5
9	CHEMBL2426112-CHEMBL2426116	2	308	23	-1	-1	0.0	54	0.4285714285714286
10	CHEMBL2426112-CHEMBL2426118	2	308	23	-1	-1	0.0	65	0.4285714285714286
11	CHEMBL2426122-CHEMBL2426112	2	308	23	-1	-1	0.0	72	0.6428571428571429
12	CHEMBL2426123-CHEMBL2426112	2	308	23	-1	-1	0.0	70	0.6
13	CHEMBL2426125-CHEMBL2426112	2	308	23	-1	-1	0.0	72	0.6666666666666666
14	CHEMBL2426114-CHEMBL2426117	2	308	23	-1	-1	0.0	32	0.7142857142857143
15	CHEMBL2426124-CHEMBL2426114	2	308	23	-1	-1	0.0	6	0.40816326530612246
16	CHEMBL2426126-CHEMBL2426114	2	308	23	-1	-1	0.0	39	0.5625
17	CHEMBL2426117-CHEMBL2426115	2	308	23	-1	-1	0.0	32	0.5714285714285714
18	CHEMBL2426124-CHEMBL2426115	2	308	23	-1	-1	0.0	7	0.40816326530612246
19	CHEMBL2426126-CHEMBL2426115	2	308	23	-1	-1	0.0	47	0.5
20	CHEMBL2426117-CHEMBL2426116	2	308	23	-1	-1	0.0	33	0.47058823529411764
21	CHEMBL2426124-CHEMBL2426116	2	308	23	-1	-1	0.0	52	0.4285714285714286
