	ids	cid	#tr	#ac_tr	trueY	predY	prob	neighbor	distance
0	CHEMBL3235335-CHEMBL3235334	15	556	19	-1	-1	0.0	33	0.9629629629629629
1	CHEMBL3235334-CHEMBL3235336	15	556	19	-1	-1	0.0	33	0.9285714285714286
2	CHEMBL3235334-CHEMBL3235338	15	556	19	-1	-1	0.0	33	0.9655172413793104
3	CHEMBL3235335-CHEMBL3235336	15	556	19	-1	-1	0.0	28	0.95
4	CHEMBL3235335-CHEMBL3235338	15	556	19	-1	-1	0.0	26	1.0
5	CHEMBL3235338-CHEMBL3235336	15	556	19	-1	-1	0.0	28	0.9545454545454546
6	CHEMBL3309864-CHEMBL3309860	15	556	19	-1	-1	0.0	56	0.8461538461538461
7	CHEMBL3310536-CHEMBL3309860	15	556	19	1	-1	0.0	82	0.8135198135198135
8	CHEMBL3309860-CHEMBL3310679	15	556	19	1	-1	0.0	61	0.7222222222222222
9	CHEMBL3309864-CHEMBL3310536	15	556	19	1	-1	0.0	56	0.9047619047619048
10	CHEMBL3309864-CHEMBL3310679	15	556	19	1	-1	0.0	61	0.8536585365853658
11	CHEMBL3310536-CHEMBL3310679	15	556	19	-1	-1	0.0	61	0.7948717948717948
12	CHEMBL3805768-CHEMBL3805853	15	556	19	-1	-1	0.0	369	0.8
