	ids	cid	#tr	#ac_tr	trueY	predY	prob	neighbor	distance
0	CHEMBL3114852-CHEMBL3114851	16	282	18	-1	-1	0.0	7	0.7631578947368421
1	CHEMBL3355675-CHEMBL3355674	16	282	18	-1	-1	0.0	149	0.46153846153846156
2	CHEMBL3355674-CHEMBL3355676	16	282	18	-1	-1	0.0	119	0.32258064516129026
3	CHEMBL3355675-CHEMBL3355676	16	282	18	-1	-1	0.0	127	0.5
4	CHEMBL3355683_CHEMBL3398612-CHEMBL3398615	16	282	18	-1	-1	0.0	219	0.5609756097560976
5	CHEMBL3355683_CHEMBL3398612-CHEMBL3398623	16	282	18	1	1	1.0	181	0.5454545454545454
6	CHEMBL3355683_CHEMBL3398612-CHEMBL3398624	16	282	18	1	-1	0.0	219	0.55
7	CHEMBL3398623-CHEMBL3398615	16	282	18	1	1	1.0	183	0.4
8	CHEMBL3398623-CHEMBL3398624	16	282	18	-1	-1	0.0	228	0.5151515151515151
9	CHEMBL3398628-CHEMBL3398623	16	282	18	-1	-1	0.0	232	0.5609756097560976
10	CHEMBL3398628-CHEMBL3398624	16	282	18	-1	-1	0.0	252	0.5625
11	CHEMBL3398631-CHEMBL3398628	16	282	18	-1	-1	0.0	282	0.7727272727272727
12	CHEMBL3398631-CHEMBL3398632	16	282	18	-1	-1	0.0	268	0.6486486486486487
13	CHEMBL3780189_CHEMBL3780324-CHEMBL3780285_CHEMBL3780922_CHEMBL3781202	16	282	18	-1	-1	0.0	400	0.5853658536585366
14	CHEMBL3781277-CHEMBL3780189_CHEMBL3780324	16	282	18	-1	-1	0.0	427	0.5555555555555556
15	CHEMBL3781277-CHEMBL3780285_CHEMBL3780922_CHEMBL3781202	16	282	18	-1	-1	0.0	419	0.725
