	ids	cid	#tr	#ac_tr	trueY	predY	prob	neighbor	distance
0	CHEMBL179627-CHEMBL201285	1	688	35	-1	-1	0.0	17	0.8409090909090909
1	CHEMBL188553-CHEMBL191014	1	688	35	1	-1	0.0	739	0.7333333333333333
2	CHEMBL188553-CHEMBL2381590	1	688	35	1	1	1.0	662	0.6
3	CHEMBL370912-CHEMBL188553	1	688	35	-1	1	1.0	740	0.8421052631578947
4	CHEMBL2381588-CHEMBL191014	1	688	35	-1	-1	0.0	611	0.5714285714285714
5	CHEMBL2381590-CHEMBL191014	1	688	35	-1	-1	0.0	660	0.5483870967741935
6	CHEMBL199294-CHEMBL199433	1	688	35	-1	-1	0.0	154	0.8181818181818182
7	CHEMBL392477-CHEMBL199294	1	688	35	-1	-1	0.0	497	0.6341463414634146
8	CHEMBL392477-CHEMBL199433	1	688	35	-1	-1	0.0	495	0.6341463414634146
9	CHEMBL369720-CHEMBL201285	1	688	35	1	-1	0.0	12	0.7368421052631579
10	CHEMBL2112342-CHEMBL2112343	1	688	35	-1	-1	0.0	299	0.9393939393939394
11	CHEMBL2112342-CHEMBL2112347	1	688	35	-1	-1	0.0	406	0.9
12	CHEMBL2112343-CHEMBL2112347	1	688	35	-1	-1	0.0	525	0.9470899470899471
13	CHEMBL2113302-CHEMBL2113299	1	688	35	-1	-1	0.0	481	0.5272988505747127
14	CHEMBL2381590-CHEMBL2381588	1	688	35	-1	-1	0.0	626	0.6296296296296297
15	CHEMBL370912-CHEMBL2381590	1	688	35	1	1	1.0	662	0.6190476190476191
16	CHEMBL2397019_CHEMBL3086753-CHEMBL2397021_CHEMBL3086747	1	688	35	-1	-1	0.0	694	0.6410256410256411
17	CHEMBL270401-CHEMBL401615	1	688	35	-1	-1	0.0	796	0.6052631578947368
18	CHEMBL576267-CHEMBL569529	1	688	35	-1	-1	0.0	902	0.6944444444444444
19	CHEMBL585900-CHEMBL569529	1	688	35	-1	-1	0.0	940	0.5
20	CHEMBL576267-CHEMBL570000	1	688	35	-1	-1	0.0	899	0.6022453889334403
21	CHEMBL585900-CHEMBL570000	1	688	35	-1	-1	0.0	940	0.625
22	CHEMBL575926-CHEMBL573757	1	688	35	-1	-1	0.0	830	0.625
23	CHEMBL576740-CHEMBL573757	1	688	35	-1	-1	0.0	830	0.6
24	CHEMBL577356-CHEMBL573757	1	688	35	-1	-1	0.0	829	0.6206896551724138
25	CHEMBL576740-CHEMBL575926	1	688	35	-1	-1	0.0	1005	0.7105263157894737
26	CHEMBL575926-CHEMBL577356	1	688	35	-1	-1	0.0	1032	0.5454545454545454
27	CHEMBL585900-CHEMBL576267	1	688	35	-1	-1	0.0	940	0.5806451612903226
28	CHEMBL576740-CHEMBL577356	1	688	35	-1	-1	0.0	1032	0.5161290322580645
