	ids	cid	#tr	#ac_tr	trueY	predY	prob	neighbor	distance
0	CHEMBL1089812-CHEMBL1090801	16	334	17	1	-1	0.0	539	0.999231950844854
1	CHEMBL1911270-CHEMBL3315049	16	334	17	-1	1	1.0	392	0.9438669438669438
2	CHEMBL224204-CHEMBL227784	16	334	17	-1	-1	0.0	2	0.7692307692307693
3	CHEMBL227783-CHEMBL227784	16	334	17	-1	-1	0.0	2	0.6153846153846154
4	CHEMBL2426112-CHEMBL2426110	16	334	17	-1	-1	0.0	19	0.3529411764705883
5	CHEMBL2426110-CHEMBL2426114	16	334	17	1	-1	0.0	38	0.6
6	CHEMBL2426110-CHEMBL2426115	16	334	17	1	-1	0.0	46	0.5454545454545454
7	CHEMBL2426110-CHEMBL2426116	16	334	17	-1	-1	0.0	52	0.4782608695652174
8	CHEMBL2426110-CHEMBL2426117	16	334	17	-1	-1	0.0	58	0.5
9	CHEMBL2426110-CHEMBL2426118	16	334	17	1	-1	0.0	64	0.5217391304347826
10	CHEMBL2426122-CHEMBL2426110	16	334	17	-1	-1	0.0	71	0.6666666666666666
11	CHEMBL2426123-CHEMBL2426110	16	334	17	-1	-1	0.0	74	0.631578947368421
12	CHEMBL2426124-CHEMBL2426110	16	334	17	1	-1	0.0	20	0.375
13	CHEMBL2426126-CHEMBL2426110	16	334	17	-1	-1	0.0	76	0.5238095238095238
14	CHEMBL2426125-CHEMBL2426112	16	334	17	-1	-1	0.0	27	0.4375
15	CHEMBL2426125-CHEMBL2426114	16	334	17	-1	-1	0.0	37	0.46153846153846156
16	CHEMBL2426125-CHEMBL2426115	16	334	17	-1	-1	0.0	45	0.4
17	CHEMBL2426125-CHEMBL2426116	16	334	17	-1	-1	0.0	52	0.33333333333333326
18	CHEMBL2426125-CHEMBL2426117	16	334	17	-1	-1	0.0	58	0.3529411764705883
19	CHEMBL2426125-CHEMBL2426118	16	334	17	-1	-1	0.0	62	0.3529411764705883
20	CHEMBL2426122-CHEMBL2426125	16	334	17	-1	-1	0.0	70	0.5454545454545454
21	CHEMBL2426125-CHEMBL2426123	16	334	17	-1	-1	0.0	70	0.5833333333333334
22	CHEMBL2426125-CHEMBL2426124	16	334	17	-1	-1	0.0	71	0.4
23	CHEMBL2426125-CHEMBL2426126	16	334	17	-1	-1	0.0	76	0.4375
24	CHEMBL2426148-CHEMBL2426137	16	334	17	-1	-1	0.0	89	0.30000000000000004
25	CHEMBL2426148-CHEMBL2426141	16	334	17	-1	-1	0.0	98	0.30000000000000004
26	CHEMBL2426148-CHEMBL2426143	16	334	17	-1	-1	0.0	104	0.30000000000000004
27	CHEMBL2426148-CHEMBL2426146	16	334	17	-1	-1	0.0	109	0.30000000000000004
28	CHEMBL2426148-CHEMBL2426149	16	334	17	-1	-1	0.0	80	0.27659574468085113
29	CHEMBL2426156-CHEMBL2426157	16	334	17	-1	-1	0.0	80	0.5740740740740741
