	ids	cid	#tr	#ac_tr	trueY	predY	prob
0	CHEMBL1824883-CHEMBL1824890	2	228	12	-1	-1	0.02539243775219723
1	CHEMBL1824883-CHEMBL1824891	2	228	12	-1	-1	0.018456630503421004
2	CHEMBL1824883-CHEMBL1825134	2	228	12	1	-1	0.022251269976883117
3	CHEMBL1824891-CHEMBL1824890	2	228	12	-1	-1	0.0063441859048947525
4	CHEMBL1825134-CHEMBL1824890	2	228	12	-1	-1	0.000265467029388757
5	CHEMBL1824891-CHEMBL1825134	2	228	12	-1	-1	0.0050937372935467495
6	CHEMBL1825135-CHEMBL1825134	2	228	12	-1	-1	2.2092612230470132e-05
7	CHEMBL2170806-CHEMBL2170946	2	228	12	-1	-1	0.10046896182152816
8	CHEMBL2170806-CHEMBL2170955	2	228	12	-1	-1	0.04849551403627376
9	CHEMBL2170955-CHEMBL2170946	2	228	12	-1	-1	0.2970779599844148
10	CHEMBL461120-CHEMBL459892	2	228	12	-1	-1	0.22807317602072807
11	CHEMBL462357-CHEMBL459892	2	228	12	-1	-1	0.05197583172034725
12	CHEMBL518357-CHEMBL459892	2	228	12	-1	-1	0.26757888220988835
13	CHEMBL461120-CHEMBL518357	2	228	12	-1	-1	0.31338625911482626
