	ids	cid	trueY	predY	prob
0	56228-57037	0	-1	-1	0.006
1	1330235-1330238	0	-1	-1	0.004
2	319791-319926	0	-1	-1	0.0
3	332401-332412	0	-1	-1	0.016
4	346765-1370108	0	-1	-1	0.006
5	1249487-1249649	0	1	-1	0.24
6	352520-438313	0	1	1	1.0
7	131997-132095	0	-1	-1	0.096
8	1370108-1370115	0	-1	-1	0.072
9	394887-395127	0	1	1	0.994
10	352325-1370107	0	-1	-1	0.0
11	394022-438546	0	-1	-1	0.084
12	394742-394743	0	-1	-1	0.012
13	352518-394984	0	1	1	0.988
14	332389-332403	0	-1	-1	0.0
15	332381-332410	0	1	1	0.822
16	352519-394742	0	1	1	1.0
17	131671-276910	0	-1	-1	0.0
18	395060-438618	0	-1	-1	0.06
19	332398-332403	0	-1	-1	0.0
20	375004-375005	0	-1	-1	0.172
21	346700-346712	0	-1	-1	0.006
22	346765-438417	0	-1	-1	0.044
23	394888-438824	0	1	1	0.954
24	254778-297316	0	-1	-1	0.0
25	352522-394981	0	-1	-1	0.078
26	381774-381967	0	-1	-1	0.054
27	131316-277037	0	1	1	0.954
28	1532672-1532673	0	-1	-1	0.0
29	352518-438546	0	1	1	0.924
30	263623-263665	0	-1	-1	0.05
31	132094-132095	0	-1	-1	0.008
32	273947-273973	0	-1	-1	0.072
33	319489-352526	0	-1	-1	0.066
34	1272119-1272127	0	-1	-1	0.012
35	395063-395198	0	-1	-1	0.072
36	438757-438889	0	1	1	0.67
37	352532-438063	0	-1	-1	0.002
38	394820-438755	0	-1	-1	0.03
39	438619-438889	0	-1	-1	0.36
40	346697-346700	0	1	1	0.766
41	276617-276990	0	-1	-1	0.0
42	394743-438690	0	-1	-1	0.3
43	332378-332394	0	-1	-1	0.0
44	438689-438949	0	-1	-1	0.13
45	352520-438950	0	1	1	1.0
46	263627-263698	0	-1	-1	0.138
47	381825-381868	0	-1	-1	0.004
48	394821-438757	0	-1	-1	0.16
49	306342-319774	0	-1	1	0.508
50	453143-453215	0	1	-1	0.32
51	352400-438417	0	-1	-1	0.0
52	254769-254796	0	-1	-1	0.206
53	131972-132443	0	1	1	0.982
54	319428-394888	0	1	1	0.888
55	366554-366564	0	-1	-1	0.348
56	306376-319894	0	1	1	0.984
57	332368-332401	0	-1	-1	0.334
58	352349-352363	0	-1	-1	0.0
59	332385-332421	0	-1	-1	0.006
60	370111-370119	0	-1	-1	0.012
61	319756-319765	0	-1	-1	0.006
62	346718-346720	0	-1	-1	0.018
63	381771-381871	0	-1	-1	0.01
64	319783-319816	0	-1	-1	0.0
65	381720-381824	0	-1	-1	0.11
66	332401-332421	0	-1	-1	0.002
67	1272113-1272114	0	-1	-1	0.03
68	395128-439020	0	1	-1	0.472
69	319487-533214	0	-1	-1	0.048
