	ids	cid	trueY	predY	prob
0	500566-1255156	2	-1	-1	0.02
1	927191-1502588	2	-1	-1	0.08
2	1502589-1502813	2	1	-1	0.23
3	948386-1502807	2	-1	-1	0.0
4	1383256-1383283	2	-1	-1	0.04
5	500536-1135878	2	-1	-1	0.0
6	309867-500602	2	-1	-1	0.01
7	897275-897278	2	1	-1	0.11
8	24799-1255148	2	1	1	0.62
9	1285966-1286172	2	1	1	0.65
10	261721-558319	2	-1	-1	0.0
11	1162610-1394040	2	-1	-1	0.0
12	948386-1502587	2	-1	-1	0.24
13	1499302-1499365	2	-1	-1	0.08
14	24892-322557	2	-1	-1	0.0
15	282260-633009	2	-1	-1	0.45
16	1623968-1624098	2	-1	-1	0.44
17	298408-1255150	2	1	1	1.0
18	1653354-1671459	2	-1	-1	0.01
19	267680-1406128	2	-1	-1	0.29
20	1383251-1383280	2	-1	-1	0.17
21	1594533-1594534	2	-1	-1	0.11
22	24931-887499	2	-1	-1	0.0
23	1369858-1395451	2	1	-1	0.06
24	24799-254801	2	-1	-1	0.0
25	110960-1295697	2	-1	-1	0.43
26	1391177-1391184	2	1	1	0.91
27	1340999-1341003	2	1	-1	0.33
28	891366-897276	2	-1	-1	0.05
29	891366-897267	2	-1	-1	0.09
30	282260-1403497	2	-1	-1	0.0
31	267565-299406	2	-1	1	0.7
32	1512165-1598585	2	-1	-1	0.0
33	147126-1162610	2	-1	-1	0.01
34	1391180-1391183	2	-1	1	0.6
35	258241-262536	2	-1	-1	0.01
36	1512171-1598584	2	-1	-1	0.09
37	1383033-1383283	2	-1	-1	0.03
38	298408-500565	2	1	1	1.0
39	1255150-1255153	2	-1	-1	0.14
40	207200-254801	2	-1	-1	0.0
41	558319-1255146	2	-1	-1	0.02
42	500536-559205	2	-1	-1	0.0
43	500518-500590	2	-1	-1	0.07
44	1502324-1502329	2	1	1	0.85
45	1512174-1598587	2	1	1	0.73
46	1499367-1499372	2	1	1	0.73
47	561001-1395451	2	-1	-1	0.05
48	897265-1243095	2	-1	1	0.72
49	298864-500519	2	1	1	1.0
50	1219161-1222736	2	-1	1	0.67
51	948386-1502588	2	-1	-1	0.06
52	1502591-1502807	2	-1	-1	0.03
53	207200-1403497	2	-1	-1	0.0
54	24957-887499	2	-1	-1	0.0
55	1214676-1403507	2	1	1	0.83
56	1643884-1671459	2	-1	-1	0.12
57	1222736-1255146	2	-1	-1	0.07
