	ids	cid	trueY	predY	prob
0	24799-558319	1	1	-1	0.388
1	1502583-1502587	1	-1	-1	0.12
2	500619-1278691	1	-1	-1	0.016
3	1499367-1499370	1	-1	-1	0.044
4	1214676-1403508	1	-1	-1	0.056
5	13448-1219161	1	1	1	0.52
6	310186-1255158	1	-1	-1	0.024
7	559145-887499	1	-1	-1	0.0
8	1512170-1512188	1	-1	-1	0.094
9	275884-330741	1	1	-1	0.236
10	322681-1376017	1	-1	-1	0.056
11	559201-559206	1	-1	-1	0.278
12	500536-1222736	1	-1	-1	0.154
13	261721-500519	1	-1	-1	0.16
14	267880-267921	1	-1	-1	0.32
15	500566-1255155	1	-1	-1	0.006
16	207200-1403507	1	-1	-1	0.006
17	275776-294317	1	1	1	0.798
18	1502332-1502335	1	1	1	0.646
19	1499302-1499362	1	-1	-1	0.042
20	1512164-1512188	1	-1	-1	0.044
21	1653354-1671459	1	-1	-1	0.002
22	1502588-1502806	1	-1	-1	0.046
23	1255134-1369857	1	-1	1	0.596
24	1512170-1512174	1	-1	-1	0.064
25	261642-261736	1	1	-1	0.194
26	309730-529097	1	-1	-1	0.176
27	1375994-1671459	1	-1	-1	0.042
28	261706-309867	1	-1	-1	0.134
29	1671459-1713031	1	-1	-1	0.002
30	1221827-1221830	1	-1	-1	0.054
31	897275-897278	1	-1	-1	0.006
32	280034-1162612	1	-1	-1	0.196
33	558319-559145	1	1	1	0.804
34	1376016-1643884	1	1	1	0.874
35	1394043-1394044	1	-1	1	0.504
36	1263469-1263471	1	-1	-1	0.004
37	25002-559205	1	-1	-1	0.11
38	1502314-1502317	1	1	1	0.864
39	24799-1219161	1	1	1	0.558
40	24903-298864	1	1	1	0.95
41	500599-1255135	1	-1	-1	0.048
42	1375994-1707370	1	-1	-1	0.038
43	24958-1255148	1	1	1	0.826
44	13448-1403506	1	1	1	0.672
45	261680-559204	1	1	1	0.612
46	529097-1255138	1	-1	-1	0.288
47	310116-887499	1	-1	-1	0.304
48	125678-298781	1	1	1	0.962
49	1376007-1671459	1	-1	-1	0.042
50	322681-1376007	1	-1	-1	0.068
51	280034-298769	1	1	1	0.806
52	64968-294319	1	1	1	0.712
53	1512167-1512175	1	-1	-1	0.006
54	1255140-1369858	1	1	1	0.638
55	558318-559201	1	-1	1	0.708
56	1502591-1502807	1	1	-1	0.476
57	1633863-1660532	1	-1	-1	0.056
