	ids	cid	trueY	predY	prob
0	383625-387119	1	-1	-1	0.0
1	522756-522778	1	-1	-1	0.004
2	578640-1250281	1	-1	-1	0.012
3	1329011-1329013	1	-1	-1	0.002
4	1410339-1410341	1	-1	-1	0.044
5	1643941-1666246	1	-1	-1	0.044
6	23764-589372	1	-1	-1	0.058
7	279559-351084	1	-1	-1	0.004
8	321846-321869	1	-1	-1	0.002
9	1243943-1244080	1	-1	-1	0.038
10	1370576-1370584	1	-1	-1	0.034
11	551441-551444	1	-1	-1	0.48
12	23217-394152	1	-1	-1	0.004
13	372685-387161	1	-1	-1	0.02
14	23763-1138005	1	-1	1	0.688
15	236366-501100	1	1	-1	0.346
16	495134-495159	1	-1	-1	0.026
17	591745-592352	1	1	-1	0.32
18	1170656-1170664	1	-1	-1	0.0
19	322925-323052	1	-1	-1	0.002
20	541755-541832	1	-1	-1	0.096
21	197786-351089	1	-1	-1	0.004
22	14921-394152	1	-1	-1	0.012
23	293762-1170433	1	-1	-1	0.0
24	457125-457365	1	-1	-1	0.024
25	321846-321883	1	-1	-1	0.002
26	416317-416384	1	-1	-1	0.0
27	417106-417114	1	-1	-1	0.0
28	501598-1170406	1	-1	-1	0.168
29	522699-522756	1	-1	-1	0.188
30	289204-289508	1	-1	-1	0.446
31	1170661-1170665	1	-1	-1	0.0
32	416316-417178	1	-1	-1	0.0
33	293935-1170674	1	-1	-1	0.0
34	403867-403936	1	-1	-1	0.014
35	1170411-1170417	1	-1	-1	0.0
36	567553-567652	1	-1	-1	0.006
37	439199-457528	1	-1	-1	0.114
38	290912-291043	1	-1	-1	0.024
39	383801-387119	1	-1	-1	0.0
40	375251-375309	1	-1	-1	0.354
41	299129-299329	1	-1	-1	0.006
42	1170660-1170667	1	-1	-1	0.0
43	383990-387204	1	-1	-1	0.0
44	1370554-1370563	1	1	1	0.872
45	1370558-1370584	1	-1	-1	0.008
46	268383-1588624	1	-1	-1	0.004
47	1170662-1170674	1	-1	-1	0.0
48	321883-321910	1	-1	-1	0.0
49	457124-457125	1	-1	-1	0.004
50	1170406-1170667	1	-1	-1	0.014
51	23250-394154	1	-1	-1	0.008
52	1044963-1044967	1	-1	-1	0.03
53	293934-1170415	1	-1	-1	0.0
54	374860-375044	1	-1	-1	0.016
55	495142-522615	1	-1	-1	0.046
56	299141-299344	1	-1	-1	0.07
57	383580-387204	1	-1	-1	0.0
58	284164-1253822	1	-1	-1	0.17
59	416315-416389	1	-1	1	0.614
60	290838-423984	1	-1	-1	0.016
61	375231-375289	1	-1	-1	0.368
62	1370561-1370575	1	1	1	0.952
63	1170435-1170670	1	-1	-1	0.0
64	577904-1250280	1	-1	-1	0.004
65	299141-299329	1	-1	-1	0.094
66	169394-1170667	1	-1	-1	0.0
67	23043-23263	1	1	-1	0.492
68	322926-323053	1	-1	-1	0.034
69	1138496-1600378	1	-1	-1	0.0
70	1370552-1370560	1	1	1	0.752
71	299326-299344	1	-1	-1	0.0
72	522746-522778	1	-1	-1	0.0
73	500435-501126	1	-1	-1	0.012
74	416318-417114	1	-1	-1	0.004
75	522626-522687	1	-1	-1	0.0
76	904934-904937	1	1	1	0.508
77	387161-387555	1	-1	-1	0.0
78	501598-1170652	1	1	1	0.8
79	372658-387549	1	-1	-1	0.018
80	1044966-1044968	1	-1	-1	0.06
81	1170414-1170661	1	-1	-1	0.0
82	204830-501123	1	-1	-1	0.1
83	1170412-1170661	1	-1	-1	0.0
84	93593-441564	1	-1	-1	0.006
85	387118-387553	1	-1	-1	0.002
86	372683-383625	1	-1	-1	0.0
87	416389-417109	1	1	1	0.674
88	589253-956645	1	-1	-1	0.034
89	22872-956650	1	-1	-1	0.034
90	1170433-1170672	1	-1	-1	0.0
91	1170415-1170672	1	-1	-1	0.0
92	501598-1170666	1	-1	-1	0.0
93	439272-457529	1	-1	-1	0.008
94	423981-424105	1	-1	-1	0.08
95	1170420-1170674	1	-1	-1	0.028
96	417108-417177	1	-1	-1	0.002
97	1370559-1370575	1	1	1	0.988
98	416321-416389	1	1	1	0.762
99	416319-416390	1	-1	-1	0.0
100	374771-374806	1	-1	-1	0.25
101	1243928-1243962	1	-1	-1	0.008
102	1170654-1170656	1	-1	-1	0.0
103	23217-413086	1	-1	-1	0.076
104	322926-323035	1	-1	-1	0.046
105	1671825-1686007	1	1	-1	0.096
106	416318-417109	1	-1	-1	0.0
107	1170410-1170420	1	-1	-1	0.096
108	375202-375251	1	-1	-1	0.186
109	383900-387553	1	-1	-1	0.0
110	1170406-1170665	1	-1	-1	0.152
111	589707-956650	1	-1	-1	0.052
