	ids	cid	trueY	predY	prob
0	267804-267839	2	-1	-1	0.088
1	1660532-1711675	2	-1	-1	0.006
2	24799-25002	2	-1	-1	0.182
3	1630248-1632788	2	-1	-1	0.014
4	1512165-1512174	2	-1	-1	0.044
5	529097-1369858	2	-1	1	0.8
6	1391173-1391186	2	1	-1	0.49
7	1263464-1263471	2	-1	-1	0.006
8	634713-897273	2	1	-1	0.34
9	267680-1406128	2	-1	-1	0.224
10	310186-500566	2	-1	-1	0.0
11	24957-251666	2	-1	1	0.506
12	500536-887499	2	-1	-1	0.164
13	559145-559204	2	-1	-1	0.002
14	25003-1222736	2	1	1	0.792
15	634713-1596454	2	-1	1	0.864
16	1376011-1713031	2	-1	-1	0.006
17	24903-25002	2	-1	-1	0.298
18	1499302-1499363	2	-1	-1	0.038
19	25002-1222736	2	1	1	0.774
20	24892-24931	2	-1	-1	0.3
21	1499367-1499368	2	-1	-1	0.022
22	24799-1255148	2	1	1	0.87
23	298415-510731	2	1	1	0.83
24	24931-558319	2	1	-1	0.3
25	24892-254801	2	-1	-1	0.006
26	24799-24931	2	-1	-1	0.186
27	299333-299406	2	-1	1	0.528
28	298864-887499	2	1	1	0.936
29	1263469-1263471	2	-1	-1	0.02
30	802906-1255140	2	-1	-1	0.068
31	295453-1620859	2	-1	-1	0.452
32	24799-1403497	2	-1	-1	0.02
33	581806-1156222	2	-1	-1	0.198
34	1499365-1499366	2	-1	-1	0.084
35	275884-330741	2	1	1	0.678
36	280144-280719	2	1	-1	0.018
37	261663-298781	2	1	1	1.0
38	1499302-1499365	2	-1	-1	0.05
39	633009-1219161	2	-1	-1	0.13
40	261721-310116	2	-1	-1	0.068
41	633009-1162610	2	-1	-1	0.078
42	1633863-1719309	2	-1	-1	0.0
43	1498987-1502587	2	1	-1	0.164
44	1623055-1624380	2	-1	-1	0.17
45	24958-310116	2	1	1	0.866
46	310116-887499	2	-1	1	0.606
47	1512173-1598585	2	-1	1	0.786
48	500519-558319	2	-1	-1	0.054
