	ids	cid	trueY	predY	prob
0	416321-416382	2	-1	-1	0.0
1	1394282-1394287	2	-1	-1	0.19
2	486843-496848	2	-1	-1	0.0
3	1170426-1170664	2	-1	-1	0.0
4	578661-1250278	2	-1	-1	0.09
5	416380-417052	2	-1	-1	0.02
6	417105-417181	2	-1	-1	0.0
7	33858-322936	2	1	-1	0.28
8	279475-351089	2	1	-1	0.4
9	416309-416316	2	-1	-1	0.0
10	321838-323022	2	-1	-1	0.17
11	279733-351089	2	-1	-1	0.05
12	284164-1253822	2	-1	-1	0.31
13	309288-595711	2	-1	-1	0.28
14	375181-375289	2	-1	-1	0.48
15	1370571-1370583	2	-1	-1	0.03
16	496848-498597	2	-1	-1	0.0
17	324365-324392	2	-1	-1	0.0
18	374859-374948	2	-1	-1	0.0
19	321847-323006	2	1	1	0.52
20	524532-524547	2	-1	-1	0.29
21	416310-417110	2	-1	-1	0.0
22	416389-417112	2	-1	-1	0.01
23	441428-441505	2	1	1	0.96
24	1170418-1170425	2	-1	-1	0.34
25	522699-522739	2	-1	-1	0.03
26	1329011-1329012	2	-1	-1	0.02
27	416380-417049	2	-1	-1	0.02
28	1329012-1333288	2	-1	-1	0.0
29	1370535-1370583	2	1	1	0.56
30	1370556-1370559	2	-1	-1	0.08
31	417106-417109	2	-1	-1	0.0
32	299131-299334	2	-1	-1	0.05
33	1163660-1163665	2	1	-1	0.07
34	375123-375126	2	-1	-1	0.13
35	439272-439318	2	-1	-1	0.0
36	1262630-1262631	2	1	1	0.56
37	417112-417183	2	-1	-1	0.03
38	89651-1161444	2	-1	-1	0.23
39	416385-416391	2	-1	-1	0.0
40	1370550-1370565	2	-1	-1	0.0
41	372679-387584	2	-1	-1	0.01
42	1250280-1250281	2	1	1	0.56
43	416311-416318	2	-1	-1	0.02
44	372666-387161	2	-1	-1	0.0
45	372685-387204	2	-1	-1	0.0
46	387162-387549	2	-1	-1	0.04
47	414224-524547	2	-1	-1	0.23
48	302644-302675	2	-1	-1	0.01
49	1370575-1370583	2	1	1	0.71
50	321878-321895	2	-1	-1	0.0
