	ids	cid	trueY	predY
0	500566-1255156	2	-1	-1
1	927191-1502588	2	-1	-1
2	1502589-1502813	2	1	-1
3	948386-1502807	2	-1	-1
4	1383256-1383283	2	-1	-1
5	500536-1135878	2	-1	-1
6	309867-500602	2	-1	-1
7	897275-897278	2	1	-1
8	24799-1255148	2	1	-1
9	1285966-1286172	2	1	-1
10	261721-558319	2	-1	-1
11	1162610-1394040	2	-1	-1
12	948386-1502587	2	-1	-1
13	1499302-1499365	2	-1	-1
14	24892-322557	2	-1	-1
15	282260-633009	2	-1	-1
16	1623968-1624098	2	-1	1
17	298408-1255150	2	1	1
18	1653354-1671459	2	-1	-1
19	267680-1406128	2	-1	-1
20	1383251-1383280	2	-1	-1
21	1594533-1594534	2	-1	-1
22	24931-887499	2	-1	-1
23	1369858-1395451	2	1	-1
24	24799-254801	2	-1	-1
25	110960-1295697	2	-1	-1
26	1391177-1391184	2	1	1
27	1340999-1341003	2	1	-1
28	891366-897276	2	-1	-1
29	891366-897267	2	-1	-1
30	282260-1403497	2	-1	-1
31	267565-299406	2	-1	-1
32	1512165-1598585	2	-1	-1
33	147126-1162610	2	-1	-1
34	1391180-1391183	2	-1	1
35	258241-262536	2	-1	-1
36	1512171-1598584	2	-1	-1
37	1383033-1383283	2	-1	-1
38	298408-500565	2	1	1
39	1255150-1255153	2	-1	-1
40	207200-254801	2	-1	-1
41	558319-1255146	2	-1	-1
42	500536-559205	2	-1	-1
43	500518-500590	2	-1	-1
44	1502324-1502329	2	1	1
45	1512174-1598587	2	1	1
46	1499367-1499372	2	1	-1
47	561001-1395451	2	-1	-1
48	897265-1243095	2	-1	1
49	298864-500519	2	1	1
50	1219161-1222736	2	-1	-1
51	948386-1502588	2	-1	-1
52	1502591-1502807	2	-1	-1
53	207200-1403497	2	-1	-1
54	24957-887499	2	-1	-1
55	1214676-1403507	2	1	-1
56	1643884-1671459	2	-1	-1
57	1222736-1255146	2	-1	-1
58	897267-897271	2	-1	-1
59	262536-1394040	2	-1	-1
60	1376016-1643884	2	1	-1
61	1512168-1598585	2	-1	-1
62	110960-827541	2	-1	1
63	1376007-1707370	2	1	1
64	310116-500536	2	-1	-1
65	897270-897277	2	1	1
66	735529-897273	2	-1	-1
67	1354270-1594533	2	1	-1
68	298381-1255158	2	1	1
69	1512171-1512174	2	-1	-1
70	352288-352408	2	-1	-1
71	322681-1376011	2	-1	-1
72	1255140-1278691	2	-1	-1
73	25602-25916	2	1	-1
74	891366-897265	2	-1	-1
75	558320-559201	2	-1	-1
76	1135878-1255147	2	-1	-1
77	891366-897274	2	1	1
78	735529-897267	2	-1	-1
79	24900-897265	2	-1	-1
80	1296977-1614209	2	1	-1
81	1255136-1369857	2	1	1
82	1512164-1598585	2	-1	-1
83	254801-419431	2	-1	-1
84	1623467-1623787	2	-1	1
85	1502583-1502586	2	-1	-1
86	25003-261737	2	-1	-1
87	1502324-1502328	2	1	1
88	207200-282260	2	-1	-1
89	891365-897279	2	-1	-1
90	254801-262536	2	-1	-1
91	310116-1222736	2	-1	-1
92	279916-280144	2	-1	1
93	24903-500536	2	-1	-1
94	261680-261721	2	-1	-1
95	24903-1135878	2	-1	-1
96	897272-897275	2	-1	-1
97	298864-558319	2	1	1
98	735529-897278	2	-1	-1
99	897265-897267	2	-1	1
100	94023-240988	2	-1	1
101	295369-298769	2	1	-1
102	1499302-1499372	2	1	-1
103	254816-310155	2	-1	1
104	298781-500602	2	1	1
105	735529-897268	2	-1	-1
106	1623467-1623655	2	-1	1
107	887499-891366	2	-1	-1
108	1255132-1255133	2	-1	-1
109	1278691-1369858	2	1	-1
110	25003-261736	2	-1	-1
111	298382-1255132	2	1	1
112	207200-1721706	2	-1	-1
113	927191-1502813	2	-1	-1
114	352339-352417	2	1	-1
115	1027898-1369858	2	1	-1
116	1383048-1383275	2	-1	-1
117	298408-500641	2	1	1
118	1512167-1598584	2	-1	-1
119	1296964-1614320	2	1	-1
120	24892-24903	2	-1	-1
121	24958-559205	2	-1	-1
122	125678-309867	2	-1	-1
123	1512168-1598584	2	-1	-1
124	897275-897276	2	1	-1
125	147126-282260	2	-1	-1
126	559206-887499	2	-1	-1
127	24958-1162610	2	-1	-1
128	1499366-1499371	2	-1	-1
129	282180-295453	2	-1	-1
130	500519-500556	2	-1	-1
131	1219161-1403508	2	-1	-1
132	1391170-1391189	2	-1	-1
133	1512164-1512170	2	-1	-1
134	1391177-1391190	2	-1	1
135	261660-261680	2	-1	-1
136	1502323-1502324	2	-1	1
137	261680-298864	2	1	1
138	1381064-1381066	2	1	-1
139	1502321-1502326	2	1	1
140	1512171-1512188	2	-1	-1
141	262536-1394041	2	-1	-1
142	1366408-1383251	2	-1	-1
143	258241-1721706	2	-1	-1
144	261736-261737	2	-1	-1
145	1643884-1653354	2	-1	-1
146	1255138-1369858	2	1	-1
147	1499361-1499370	2	1	-1
148	897268-897274	2	1	1
149	1499362-1499367	2	-1	-1
150	261736-298864	2	1	-1
151	1391179-1391181	2	-1	-1
152	891365-897277	2	-1	-1
153	1499363-1499370	2	-1	-1
154	1366408-1383284	2	-1	-1
155	240499-240534	2	1	1
156	147126-1219161	2	-1	-1
157	24892-24957	2	-1	-1
158	282260-1403508	2	-1	-1
159	282260-1403507	2	-1	-1
160	24799-1394041	2	-1	-1
161	1502333-1502335	2	1	-1
162	1502325-1502329	2	1	1
163	897268-897273	2	-1	-1
164	1594533-1594536	2	-1	-1
165	891365-897270	2	1	-1
166	500590-1255160	2	-1	-1
167	500556-1135878	2	-1	-1
168	1502589-1502807	2	1	-1
169	322557-1394040	2	-1	-1
170	147126-1403497	2	-1	-1
171	267565-299337	2	-1	-1
