	ids	cid	trueY	predY
0	310833-311371	0	-1	-1
1	347228-347271	0	-1	-1
2	311224-347824	0	-1	-1
3	363526-363629	0	-1	-1
4	363475-363569	0	-1	-1
5	303921-304434	0	-1	-1
6	176573-1138197	0	-1	-1
7	298434-298598	0	1	1
8	363524-363624	0	-1	-1
9	347244-347265	0	-1	-1
10	304328-304507	0	-1	-1
11	271091-1138088	0	-1	-1
12	347266-347268	0	-1	-1
13	363635-363640	0	1	1
14	310422-310478	0	-1	-1
15	309718-310481	0	1	1
16	264977-303694	0	-1	1
17	270969-1138088	0	-1	-1
18	304433-304507	0	-1	-1
19	363524-363636	0	-1	-1
20	385695-386276	0	-1	-1
21	311688-347824	0	-1	-1
22	363632-363643	0	1	1
23	304390-304649	0	-1	-1
24	363476-363516	0	-1	-1
25	310864-311300	0	1	1
26	270735-271059	0	-1	-1
27	303965-304357	0	1	-1
28	363513-363634	0	-1	-1
29	385640-386275	0	1	-1
30	304331-398320	0	-1	-1
31	310347-310422	0	-1	1
32	176573-1138199	0	-1	-1
33	279716-279786	0	-1	-1
34	363569-363619	0	-1	-1
35	363589-363601	0	-1	-1
36	363635-363643	0	1	1
37	278715-278873	0	-1	-1
38	347266-347272	0	-1	-1
39	309793-311300	0	1	1
40	347255-347267	0	-1	-1
41	347236-347245	0	-1	-1
42	303915-304389	0	-1	-1
43	347263-347272	0	-1	-1
44	363513-363638	0	-1	-1
45	363523-363634	0	-1	-1
46	310863-311688	0	1	1
47	311129-311688	0	1	1
48	397515-397885	0	1	1
49	363564-363625	0	-1	-1
50	310600-371364	0	-1	-1
51	363637-363647	0	1	1
52	270736-270865	0	-1	-1
53	363475-363637	0	1	1
54	310038-348061	0	-1	-1
55	385601-386276	0	-1	-1
56	397885-398376	0	-1	-1
57	385735-386232	0	-1	-1
58	310447-348061	0	-1	-1
59	270828-270966	0	-1	-1
60	397515-397939	0	1	1
61	285487-1138194	0	-1	-1
62	309865-310481	0	-1	-1
63	311018-371366	0	-1	-1
64	347263-347269	0	-1	-1
65	270737-271088	0	-1	-1
66	398008-398375	0	-1	-1
67	262613-1138197	0	-1	-1
68	311306-398129	0	-1	-1
69	371401-372265	0	-1	-1
70	363542-363635	0	1	1
71	310864-371364	0	-1	-1
72	270967-271041	0	-1	-1
73	363533-363559	0	-1	-1
74	309940-348061	0	-1	-1
75	285487-1138192	0	-1	-1
76	310125-310447	0	-1	-1
77	270737-270970	0	-1	-1
78	1138169-1138188	0	-1	-1
79	262630-303693	0	1	1
80	363478-363637	0	1	1
81	311413-371366	0	-1	-1
82	363559-363620	0	-1	-1
83	347267-347272	0	-1	-1
84	363564-363619	0	-1	-1
85	309996-310573	0	-1	1
86	363525-363621	0	-1	-1
87	310600-310927	0	-1	-1
88	310123-310390	0	-1	-1
89	363475-363624	0	-1	-1
90	270732-271089	0	-1	-1
91	311306-398127	0	-1	-1
92	363630-363636	0	-1	-1
93	304390-304503	0	-1	-1
94	304356-304434	0	-1	-1
95	310926-311224	0	-1	-1
96	303924-304356	0	-1	-1
97	285487-1138188	0	-1	-1
98	310833-371366	0	-1	-1
99	363542-363643	0	-1	-1
100	303692-303842	0	1	1
101	304083-304434	0	-1	-1
102	278601-278716	0	-1	-1
103	262630-1138193	0	-1	-1
104	270967-271091	0	-1	-1
105	310833-310926	0	-1	-1
106	347264-347265	0	-1	-1
107	397769-398376	0	-1	-1
108	398068-398188	0	1	-1
109	363593-363606	0	-1	-1
