	ids	cid	trueY	predY
0	24799-558319	1	1	1
1	1502583-1502587	1	-1	-1
2	500619-1278691	1	-1	-1
3	1499367-1499370	1	-1	-1
4	1214676-1403508	1	-1	-1
5	13448-1219161	1	1	-1
6	310186-1255158	1	-1	-1
7	559145-887499	1	-1	-1
8	1512170-1512188	1	-1	-1
9	275884-330741	1	1	-1
10	322681-1376017	1	-1	-1
11	559201-559206	1	-1	-1
12	500536-1222736	1	-1	-1
13	261721-500519	1	-1	-1
14	267880-267921	1	-1	1
15	500566-1255155	1	-1	-1
16	207200-1403507	1	-1	-1
17	275776-294317	1	1	1
18	1502332-1502335	1	1	1
19	1499302-1499362	1	-1	-1
20	1512164-1512188	1	-1	-1
21	1653354-1671459	1	-1	-1
22	1502588-1502806	1	-1	-1
23	1255134-1369857	1	-1	1
24	1512170-1512174	1	-1	-1
25	261642-261736	1	1	-1
26	309730-529097	1	-1	-1
27	1375994-1671459	1	-1	-1
28	261706-309867	1	-1	-1
29	1671459-1713031	1	-1	-1
30	1221827-1221830	1	-1	-1
31	897275-897278	1	-1	-1
32	280034-1162612	1	-1	-1
33	558319-559145	1	1	-1
34	1376016-1643884	1	1	1
35	1394043-1394044	1	-1	-1
36	1263469-1263471	1	-1	-1
37	25002-559205	1	-1	-1
38	1502314-1502317	1	1	1
39	24799-1219161	1	1	-1
40	24903-298864	1	1	1
41	500599-1255135	1	-1	-1
42	1375994-1707370	1	-1	-1
43	24958-1255148	1	1	1
44	13448-1403506	1	1	1
45	261680-559204	1	1	-1
46	529097-1255138	1	-1	1
47	310116-887499	1	-1	-1
48	125678-298781	1	1	1
49	1376007-1671459	1	-1	-1
50	322681-1376007	1	-1	-1
51	280034-298769	1	1	1
52	64968-294319	1	1	1
53	1512167-1512175	1	-1	-1
54	1255140-1369858	1	1	1
55	558318-559201	1	-1	1
56	1502591-1502807	1	1	-1
57	1633863-1660532	1	-1	-1
58	267889-1620859	1	-1	1
59	24958-1219161	1	1	-1
60	298864-887499	1	1	1
61	309730-500619	1	-1	-1
62	280144-280719	1	1	-1
63	1027898-1369858	1	1	-1
64	1263463-1263470	1	-1	-1
65	634713-897272	1	1	1
66	298781-500584	1	1	1
67	261680-298864	1	1	1
68	298864-310116	1	1	1
69	559204-887499	1	-1	-1
70	267839-1162615	1	1	-1
71	261704-261737	1	-1	-1
72	634713-1596454	1	-1	1
73	1502806-1502807	1	-1	-1
74	261737-1135878	1	-1	-1
75	24799-207200	1	-1	-1
76	500567-529097	1	-1	1
77	1263468-1263479	1	-1	-1
78	559206-887499	1	-1	-1
79	25003-1255148	1	1	1
80	267659-267804	1	-1	-1
81	310186-500650	1	-1	-1
