	ids	cid	trueY	predY
0	398320-398376	1	-1	-1
1	310961-311065	1	-1	-1
2	267327-267544	1	-1	-1
3	310184-310927	1	-1	-1
4	310572-311340	1	-1	-1
5	311339-311371	1	-1	-1
6	270737-270968	1	-1	-1
7	397885-398190	1	-1	-1
8	363616-363630	1	-1	-1
9	310863-311263	1	1	1
10	264179-1138197	1	-1	-1
11	363538-363640	1	-1	-1
12	264178-264908	1	-1	-1
13	264197-1138189	1	-1	-1
14	264907-1138199	1	-1	-1
15	303917-304328	1	-1	-1
16	363554-363621	1	-1	-1
17	298974-299056	1	1	-1
18	363476-363640	1	-1	-1
19	363475-363620	1	-1	-1
20	363523-363617	1	-1	-1
21	270890-398188	1	-1	-1
22	303693-1138196	1	1	1
23	270732-271041	1	-1	-1
24	267327-267524	1	-1	-1
25	264960-1138188	1	-1	-1
26	398375-398376	1	-1	-1
27	363620-363630	1	-1	-1
28	285487-1138194	1	-1	-1
29	310599-311225	1	1	1
30	310391-310446	1	-1	-1
31	176573-262630	1	-1	-1
32	311129-311688	1	1	1
33	309764-372265	1	-1	-1
34	363476-363581	1	-1	-1
35	310038-310573	1	-1	1
36	363497-363538	1	-1	-1
37	363643-363649	1	-1	-1
38	310791-310927	1	-1	-1
39	304111-304434	1	-1	-1
40	371364-372265	1	-1	-1
41	363643-363644	1	-1	-1
42	363476-363569	1	-1	-1
43	298111-298434	1	1	-1
44	363564-363623	1	-1	-1
45	363524-363564	1	-1	-1
46	347250-347269	1	-1	-1
47	270828-1138088	1	-1	-1
48	363598-363605	1	-1	-1
49	304434-304482	1	-1	-1
50	363475-363639	1	-1	-1
51	310569-311300	1	1	1
52	398068-398375	1	-1	-1
53	234191-1138205	1	-1	-1
54	270732-271059	1	-1	-1
55	385778-386232	1	1	1
56	363476-363643	1	-1	-1
57	347277-347278	1	-1	-1
58	347205-347224	1	-1	-1
59	363523-363533	1	-1	-1
60	270733-271090	1	-1	-1
61	363523-363628	1	-1	-1
62	363629-363637	1	1	1
63	347264-347276	1	-1	-1
64	309865-311263	1	-1	-1
65	347245-347272	1	-1	-1
66	310571-371366	1	-1	-1
67	363475-363644	1	-1	-1
68	347236-347269	1	-1	-1
69	347258-347278	1	-1	-1
70	347228-347269	1	-1	-1
71	347244-347276	1	-1	-1
72	385641-386275	1	-1	-1
73	397885-398189	1	-1	-1
74	363516-363633	1	-1	-1
75	363559-363630	1	-1	-1
76	347245-347266	1	-1	-1
77	271089-271220	1	-1	-1
78	397823-397824	1	-1	-1
79	264846-1138193	1	-1	-1
80	264845-304046	1	-1	-1
81	271061-271091	1	-1	-1
82	397885-398068	1	-1	-1
83	347260-347280	1	-1	-1
84	270733-271088	1	-1	-1
85	347257-347272	1	-1	-1
86	271059-271092	1	-1	-1
87	270732-271090	1	-1	-1
88	262630-264960	1	-1	-1
89	347205-347206	1	-1	-1
90	270966-271092	1	-1	-1
91	270866-271220	1	-1	-1
92	1138192-1138194	1	-1	-1
93	311224-311413	1	-1	-1
94	363559-363636	1	-1	-1
95	363475-363626	1	-1	-1
96	397515-397937	1	1	1
97	304330-304649	1	1	1
98	303914-304389	1	-1	-1
