	ids	cid	trueY	predY
0	1163662-1163665	1	-1	-1
1	439204-457123	1	-1	-1
2	299132-299143	1	-1	-1
3	551444-551445	1	-1	-1
4	1262630-1262631	1	1	1
5	556823-557103	1	-1	-1
6	416319-417109	1	-1	-1
7	577954-1250277	1	-1	-1
8	417114-417177	1	-1	-1
9	387159-387654	1	-1	-1
10	1370535-1370566	1	-1	-1
11	372666-387119	1	-1	-1
12	1170406-1170434	1	-1	-1
13	1370550-1370558	1	-1	-1
14	522626-522644	1	-1	-1
15	551441-551513	1	1	-1
16	1394285-1394288	1	-1	-1
17	1170426-1170654	1	-1	-1
18	1170415-1170425	1	-1	-1
19	387204-387553	1	-1	-1
20	1170406-1170423	1	-1	-1
21	598135-598258	1	-1	-1
22	578786-1250277	1	-1	-1
23	439201-457124	1	-1	-1
24	578572-578786	1	-1	-1
25	299135-299326	1	-1	-1
26	33858-322926	1	1	-1
27	416313-417032	1	-1	-1
28	321869-321870	1	-1	-1
29	416389-417112	1	-1	-1
30	416317-416384	1	-1	-1
31	372657-387654	1	-1	-1
32	299334-299335	1	-1	-1
33	416391-417107	1	-1	-1
34	417110-417182	1	-1	-1
35	324378-324384	1	-1	-1
36	594726-1394282	1	1	1
37	1170420-1170650	1	-1	-1
38	321847-323006	1	1	1
39	416315-416389	1	-1	-1
40	374856-375041	1	-1	-1
41	1370566-1370572	1	-1	-1
42	551441-551444	1	-1	-1
43	387204-387654	1	-1	-1
44	372666-372673	1	-1	-1
45	387117-387653	1	-1	-1
46	416311-417106	1	-1	-1
47	372674-372685	1	-1	-1
48	1170409-1170426	1	-1	-1
49	289354-303266	1	-1	-1
50	302610-303213	1	-1	-1
51	1370574-1370584	1	-1	-1
52	416318-416383	1	-1	-1
53	324359-324365	1	-1	-1
54	302885-303241	1	-1	-1
55	372683-372685	1	-1	-1
56	1643941-1667306	1	-1	-1
57	299328-299553	1	-1	-1
58	372666-387160	1	-1	-1
59	299132-299325	1	-1	-1
60	289390-302643	1	-1	-1
61	417110-417114	1	-1	-1
62	1170422-1170666	1	-1	-1
63	375953-376044	1	-1	-1
64	1170406-1170664	1	-1	-1
65	1652745-1669478	1	1	-1
66	387191-387654	1	-1	-1
67	417052-574668	1	-1	-1
68	372657-387653	1	-1	-1
69	372666-387549	1	-1	-1
70	1170418-1170674	1	-1	-1
71	490077-495134	1	-1	-1
72	286021-441564	1	-1	-1
73	522699-522747	1	-1	-1
74	380484-380716	1	-1	-1
75	1329014-1329016	1	-1	-1
76	416391-417114	1	-1	-1
77	441324-441429	1	1	1
78	1137264-1709807	1	-1	-1
79	1370558-1370574	1	1	1
80	302643-302936	1	-1	-1
81	594718-594960	1	1	-1
82	372658-387160	1	-1	-1
83	133674-380510	1	1	-1
84	1329012-1333288	1	-1	-1
85	417105-417181	1	-1	-1
86	416316-416378	1	-1	-1
87	279099-1516610	1	-1	-1
88	43944-322926	1	-1	-1
89	1370566-1370579	1	-1	-1
90	495087-496848	1	-1	-1
91	1371157-1371158	1	1	1
92	372644-387191	1	-1	-1
93	375911-375954	1	1	-1
94	417109-417110	1	-1	-1
95	380388-380447	1	-1	-1
96	302643-303266	1	-1	-1
