	ids	cid	trueY	predY
0	500519-500556	0	-1	-1
1	1263461-1263470	0	-1	-1
2	1499302-1499368	0	-1	-1
3	559204-1255147	0	-1	-1
4	295453-1620859	0	-1	-1
5	261721-310116	0	-1	-1
6	1263463-1263479	0	-1	-1
7	1499365-1499371	0	-1	-1
8	24931-558319	0	1	1
9	500599-1255135	0	-1	-1
10	24799-262536	0	-1	-1
11	1502334-1502335	0	-1	-1
12	735529-897268	0	-1	-1
13	299333-299406	0	-1	-1
14	500600-1027898	0	-1	-1
15	1376016-1376017	0	-1	-1
16	267804-267921	0	1	-1
17	897267-897273	0	-1	-1
18	207200-254801	0	-1	-1
19	927191-1502588	0	-1	1
20	267889-1620859	0	-1	-1
21	298864-310116	0	1	1
22	207200-388207	0	-1	-1
23	897268-897278	0	-1	-1
24	500567-1255138	0	-1	-1
25	261704-261737	0	-1	-1
26	310186-1255156	0	-1	-1
27	24957-500536	0	1	-1
28	1502332-1502335	0	1	1
29	298762-309867	0	1	1
30	1653354-1671459	0	-1	-1
31	388207-1403508	0	-1	-1
32	24958-261721	0	1	1
33	500566-1255155	0	-1	-1
34	207200-419431	0	-1	-1
35	1502584-1502807	0	-1	-1
36	1376007-1376016	0	-1	-1
37	1598584-1598585	0	-1	1
38	322557-1162610	0	-1	-1
39	500536-1135878	0	-1	-1
40	267804-282180	0	-1	-1
41	419431-1214676	0	-1	-1
42	1375994-1376007	0	-1	-1
43	1376017-1713031	0	-1	-1
44	419431-633009	0	-1	-1
45	267804-295453	0	1	1
46	500536-1222736	0	-1	-1
47	261680-1255148	0	-1	-1
48	1502584-1502806	0	-1	-1
49	1499367-1499370	0	-1	-1
50	1512164-1512188	0	-1	-1
51	251666-254801	0	-1	-1
52	1499370-1499372	0	1	1
53	24799-558319	0	1	-1
54	261680-310116	0	-1	-1
55	254801-388207	0	-1	-1
56	1394038-1394044	0	-1	1
57	322681-1376011	0	-1	-1
58	897271-897275	0	-1	-1
59	559205-887499	0	-1	-1
60	927191-948386	0	-1	-1
61	1502807-1502813	0	-1	1
62	529097-802906	0	1	-1
63	25002-559205	0	-1	-1
64	207200-1403507	0	-1	-1
65	25602-25916	0	1	-1
66	1512188-1598584	0	-1	-1
67	897275-1596454	0	-1	-1
68	500556-1222736	0	-1	-1
69	298864-500519	0	1	1
70	1263468-1263470	0	-1	-1
71	1162610-1219161	0	-1	-1
72	1502332-1502333	0	1	1
73	500600-1255140	0	-1	-1
74	1263465-1263470	0	-1	-1
75	1214676-1394041	0	-1	-1
76	298381-1255156	0	1	1
77	1391173-1391186	0	1	1
78	295453-1406128	0	1	-1
