	ids	cid	trueY	predY
0	953645-953656	1	-1	-1
1	376886-377144	1	-1	-1
2	386100-1245952	1	-1	-1
3	1351338-1677106	1	-1	-1
4	377418-1245948	1	1	1
5	341473-953667	1	1	-1
6	316181-316193	1	-1	-1
7	1223897-1660093	1	1	1
8	342932-342964	1	-1	-1
9	1223904-1351337	1	-1	-1
10	386762-387143	1	-1	-1
11	310994-1245960	1	1	-1
12	1632197-1635698	1	1	1
13	311027-377261	1	-1	-1
14	377377-1245954	1	-1	-1
15	387143-404439	1	-1	-1
16	377256-1378420	1	-1	-1
17	1561994-1651777	1	-1	-1
18	311027-311159	1	-1	-1
19	985380-1640009	1	-1	1
20	272588-1245953	1	1	-1
21	1561992-1640432	1	-1	-1
22	404819-1278131	1	-1	-1
23	377340-1245949	1	1	1
24	511041-511097	1	-1	-1
25	1636644-1687725	1	-1	-1
26	316146-316180	1	-1	-1
27	451510-451511	1	-1	-1
28	335903-335919	1	-1	-1
29	310732-311192	1	-1	-1
30	386868-494491	1	-1	-1
31	335891-335906	1	-1	-1
32	386097-1378426	1	-1	-1
33	22687-1640432	1	-1	-1
34	272594-1245955	1	-1	-1
35	1223905-1687725	1	-1	-1
36	376886-1245954	1	-1	-1
37	386716-404385	1	-1	-1
38	1223912-1351334	1	-1	-1
39	377261-1245954	1	-1	-1
40	1223907-1654957	1	-1	-1
41	377217-1378422	1	-1	-1
42	333152-1105591	1	-1	-1
43	386817-387143	1	-1	-1
44	377337-377457	1	-1	-1
45	1561994-1638339	1	-1	-1
46	1223901-1638339	1	-1	-1
47	335892-335917	1	-1	-1
48	1245954-1378413	1	-1	-1
49	386235-1245948	1	-1	1
50	1245959-1378410	1	-1	-1
51	386147-1378414	1	-1	-1
52	985364-1223899	1	1	-1
53	22687-1677106	1	1	-1
54	985377-1666569	1	-1	-1
55	1223907-1634626	1	-1	-1
56	1223773-1720021	1	-1	-1
57	1105586-1105594	1	1	-1
58	460269-460270	1	-1	-1
59	1651777-1709319	1	-1	-1
60	387574-489425	1	-1	-1
61	272392-1386895	1	1	-1
62	335876-335896	1	-1	-1
63	258960-291860	1	-1	-1
64	1223910-1640432	1	-1	-1
65	310968-385824	1	-1	-1
