	ids	cid	trueY	predY
0	25003-298864	1	1	-1
1	261721-1135878	1	-1	-1
2	24958-500536	1	-1	-1
3	352339-352417	1	1	-1
4	1502583-1502809	1	1	-1
5	261680-1135878	1	-1	-1
6	1512165-1512188	1	-1	-1
7	556278-1162611	1	1	1
8	1376007-1671459	1	1	-1
9	24957-887499	1	-1	-1
10	298382-1255133	1	1	1
11	1512169-1512174	1	-1	-1
12	110960-1295697	1	-1	-1
13	24892-1162610	1	-1	-1
14	24799-1721706	1	-1	-1
15	891366-897274	1	1	-1
16	1135878-1255146	1	-1	-1
17	110960-1295091	1	-1	-1
18	24931-500536	1	-1	-1
19	24799-1219161	1	-1	-1
20	1383048-1383283	1	-1	-1
21	897265-1216976	1	1	-1
22	282260-419431	1	-1	-1
23	310155-1255150	1	-1	-1
24	1502292-1502330	1	1	1
25	887499-891366	1	-1	-1
26	1499363-1499370	1	-1	-1
27	261680-298864	1	1	-1
28	897267-897272	1	-1	-1
29	298864-1222736	1	1	1
30	1502320-1502326	1	1	1
31	147126-1219161	1	-1	-1
32	298864-1255146	1	1	1
33	24958-1162610	1	-1	-1
34	254818-310186	1	-1	-1
35	261706-309867	1	-1	-1
36	1643884-1671459	1	-1	-1
37	1512170-1512171	1	-1	-1
38	802906-1369858	1	1	-1
39	258241-1403506	1	-1	-1
40	500567-1369858	1	-1	-1
41	280034-295369	1	-1	-1
42	1499363-1499368	1	-1	-1
43	927191-1502591	1	-1	-1
44	891366-897265	1	-1	-1
45	1499312-1499362	1	-1	-1
46	147126-207200	1	-1	-1
47	891366-897268	1	-1	-1
48	25003-261660	1	-1	-1
49	561001-1369854	1	-1	-1
50	1512169-1598585	1	-1	-1
51	267880-279916	1	1	-1
52	1255138-1255140	1	-1	-1
53	207200-1394040	1	-1	-1
54	261704-298864	1	1	-1
55	1512168-1598584	1	-1	-1
56	558313-559145	1	-1	-1
57	1222736-1255146	1	-1	-1
58	267804-282180	1	-1	-1
59	24903-24957	1	-1	-1
60	735529-897267	1	-1	-1
61	24931-559205	1	-1	-1
62	169910-1162612	1	-1	-1
63	299333-299338	1	-1	-1
64	298408-500565	1	1	1
65	125678-282191	1	-1	-1
66	254801-1394041	1	-1	-1
67	309730-500600	1	-1	-1
68	1376016-1643884	1	1	-1
69	1499368-1499372	1	1	-1
70	24799-500519	1	-1	-1
71	352408-352412	1	-1	-1
72	559147-1135878	1	1	-1
73	859706-1594536	1	-1	-1
74	927191-1502813	1	-1	-1
75	1340999-1341004	1	-1	-1
76	1376011-1376017	1	-1	-1
77	322681-1376016	1	-1	-1
78	261736-261737	1	-1	-1
79	262536-322557	1	-1	-1
80	1376007-1376016	1	-1	-1
81	24892-24957	1	-1	-1
82	267680-1406128	1	-1	-1
83	1499312-1499361	1	1	-1
84	1499362-1499372	1	1	-1
85	110960-1295702	1	-1	-1
86	261704-261737	1	-1	-1
87	802906-1278691	1	-1	-1
88	1623551-1623655	1	1	-1
89	897268-1596454	1	1	-1
90	254816-298408	1	1	1
91	24958-282260	1	-1	-1
92	240499-1162610	1	1	1
93	310116-1135878	1	-1	-1
94	500536-559145	1	-1	-1
95	1285902-1285957	1	-1	-1
96	24892-254801	1	-1	-1
97	735529-897274	1	1	-1
98	1512167-1598587	1	1	-1
99	24958-261680	1	-1	-1
100	559204-1222736	1	1	-1
101	1214676-1403506	1	1	-1
102	1499302-1499361	1	1	-1
103	1296962-1614209	1	-1	1
104	24958-310116	1	-1	-1
105	1340997-1341002	1	-1	-1
106	1512174-1598584	1	-1	-1
107	25519-25602	1	-1	1
108	1341001-1341003	1	1	-1
109	887499-897267	1	-1	-1
110	1623467-1624380	1	-1	-1
111	1502584-1502588	1	-1	-1
112	24799-419431	1	-1	-1
113	1403507-1721706	1	-1	-1
114	897271-897273	1	-1	-1
115	1502587-1502806	1	-1	-1
116	1512165-1512174	1	-1	-1
117	1594534-1594536	1	-1	-1
118	1499370-1499372	1	1	-1
119	1296972-1614211	1	-1	1
120	897268-897275	1	-1	-1
121	1502583-1502587	1	-1	-1
122	282191-500602	1	-1	-1
123	1381066-1381069	1	-1	-1
124	1623055-1623655	1	1	-1
125	147126-1721706	1	-1	-1
126	24957-1162610	1	-1	-1
127	24892-282260	1	-1	-1
128	310116-1255147	1	-1	-1
129	891365-897277	1	-1	-1
130	24903-24958	1	-1	-1
131	1255138-1278691	1	-1	-1
132	282260-1403506	1	-1	-1
133	25003-559145	1	-1	-1
134	1512165-1512171	1	-1	-1
135	1616255-1616258	1	1	-1
136	1499367-1499373	1	-1	-1
137	1512164-1598585	1	-1	-1
138	1341002-1341003	1	1	-1
139	1294703-1295697	1	-1	-1
140	295453-1620859	1	-1	-1
141	24903-1222736	1	-1	-1
142	1391167-1391180	1	1	1
143	559147-559204	1	-1	-1
144	559147-1222736	1	1	-1
145	1383256-1383283	1	-1	-1
146	24957-25003	1	-1	-1
147	1499365-1499366	1	-1	-1
148	1376007-1376011	1	-1	-1
149	24957-1214676	1	-1	-1
150	897272-897273	1	-1	-1
151	298382-500590	1	1	1
152	510685-510731	1	-1	-1
153	1499302-1499362	1	-1	-1
154	322681-1376011	1	-1	-1
155	298762-298781	1	-1	-1
156	295369-1162612	1	-1	-1
157	1162610-1394040	1	-1	-1
158	261642-261737	1	-1	-1
159	1512174-1598585	1	-1	-1
160	500584-500602	1	-1	-1
161	1295091-1295697	1	-1	-1
162	24931-24958	1	-1	-1
163	1383058-1383275	1	-1	-1
