	ids	cid	trueY	predY
0	416321-416382	2	-1	-1
1	1394282-1394287	2	-1	-1
2	486843-496848	2	-1	-1
3	1170426-1170664	2	-1	-1
4	578661-1250278	2	-1	-1
5	416380-417052	2	-1	-1
6	417105-417181	2	-1	-1
7	33858-322936	2	1	-1
8	279475-351089	2	1	-1
9	416309-416316	2	-1	-1
10	321838-323022	2	-1	-1
11	279733-351089	2	-1	-1
12	284164-1253822	2	-1	-1
13	309288-595711	2	-1	1
14	375181-375289	2	-1	-1
15	1370571-1370583	2	-1	-1
16	496848-498597	2	-1	-1
17	324365-324392	2	-1	-1
18	374859-374948	2	-1	-1
19	321847-323006	2	1	1
20	524532-524547	2	-1	-1
21	416310-417110	2	-1	-1
22	416389-417112	2	-1	-1
23	441428-441505	2	1	1
24	1170418-1170425	2	-1	-1
25	522699-522739	2	-1	-1
26	1329011-1329012	2	-1	-1
27	416380-417049	2	-1	-1
28	1329012-1333288	2	-1	-1
29	1370535-1370583	2	1	1
30	1370556-1370559	2	-1	-1
31	417106-417109	2	-1	-1
32	299131-299334	2	-1	-1
33	1163660-1163665	2	1	-1
34	375123-375126	2	-1	-1
35	439272-439318	2	-1	-1
36	1262630-1262631	2	1	-1
37	417112-417183	2	-1	-1
38	89651-1161444	2	-1	-1
39	416385-416391	2	-1	-1
40	1370550-1370565	2	-1	-1
41	372679-387584	2	-1	-1
42	1250280-1250281	2	1	1
43	416311-416318	2	-1	-1
44	372666-387161	2	-1	-1
45	372685-387204	2	-1	-1
46	387162-387549	2	-1	-1
47	414224-524547	2	-1	-1
48	302644-302675	2	-1	-1
49	1370575-1370583	2	1	1
50	321878-321895	2	-1	-1
51	280612-594726	2	-1	-1
52	416318-417107	2	-1	-1
53	299325-299344	2	-1	-1
54	1669478-1685759	2	-1	-1
55	302907-303212	2	-1	-1
56	416315-416390	2	-1	-1
57	1370555-1370579	2	-1	-1
58	324365-324384	2	-1	-1
59	289390-302817	2	-1	-1
60	1370550-1370566	2	-1	-1
61	417114-417182	2	-1	-1
62	1648502-1717421	2	-1	-1
63	372644-387191	2	-1	-1
