	ids	cid	trueY	predY
0	293746-1170654	2	-1	-1
1	1170408-1170674	2	-1	-1
2	416310-416387	2	-1	-1
3	1170439-1170650	2	1	1
4	1170664-1170670	2	-1	-1
5	374860-374944	2	-1	-1
6	372644-387654	2	-1	-1
7	387162-387585	2	-1	-1
8	1596861-1596868	2	-1	-1
9	1370571-1370578	2	1	1
10	1170407-1170422	2	-1	-1
11	1596863-1596864	2	-1	-1
12	293746-1170661	2	-1	-1
13	23748-413031	2	-1	-1
14	522615-522738	2	-1	-1
15	321869-321870	2	-1	-1
16	1410331-1410344	2	-1	-1
17	1243934-1243962	2	-1	-1
18	375997-376078	2	-1	-1
19	1170419-1170655	2	-1	-1
20	291045-291046	2	-1	-1
21	395174-589137	2	-1	-1
22	1410337-1410349	2	-1	-1
23	23748-413030	2	-1	-1
24	322936-323065	2	-1	-1
25	417106-417177	2	-1	-1
26	1370567-1370572	2	-1	-1
27	1170423-1170425	2	-1	-1
28	522644-522655	2	-1	-1
29	169512-1170670	2	-1	-1
30	1170413-1170426	2	-1	-1
31	293935-1170649	2	-1	-1
32	375250-375458	2	-1	-1
33	14849-204567	2	1	-1
34	1170409-1170415	2	-1	-1
35	413031-1138005	2	-1	-1
36	293746-1170416	2	-1	-1
37	522739-522746	2	-1	-1
38	375386-375387	2	1	1
39	522643-522644	2	-1	-1
40	235114-235115	2	-1	-1
41	293934-1170432	2	-1	-1
42	293762-1170655	2	-1	-1
43	1243945-1243952	2	-1	-1
44	23692-1138005	2	1	-1
45	1170433-1170661	2	-1	-1
46	375041-375042	2	-1	-1
47	43944-1056047	2	-1	-1
48	439272-457191	2	-1	-1
49	1170412-1170418	2	-1	-1
50	1109618-1109620	2	-1	-1
51	1170406-1170431	2	-1	-1
52	387191-387654	2	-1	-1
53	1044952-1045153	2	-1	-1
54	1370535-1370579	2	1	1
55	416384-417109	2	-1	-1
56	522675-522707	2	-1	-1
57	293762-1170433	2	-1	-1
58	1329017-1333288	2	-1	-1
59	591747-591941	2	1	1
60	522643-522655	2	-1	-1
