	ids	cid	trueY	predY
0	289100-289145	2	-1	-1
1	527396-1412711	2	1	1
2	113017-113254	2	-1	-1
3	254764-254812	2	-1	-1
4	144302-255096	2	-1	-1
5	527174-581374	2	-1	-1
6	527258-581408	2	1	1
7	581408-1412502	2	1	1
8	144096-255097	2	-1	-1
9	254960-255009	2	-1	-1
10	352357-352376	2	-1	-1
11	527299-1412713	2	-1	-1
12	255096-255097	2	-1	-1
13	352285-352378	2	-1	-1
14	142887-527117	2	1	1
15	280488-281105	2	-1	-1
16	527299-1412711	2	-1	-1
17	527056-1412697	2	-1	-1
18	527116-1412705	2	-1	-1
19	527307-1412919	2	-1	-1
20	255009-255010	2	1	1
21	352343-352344	2	-1	-1
22	527116-1412700	2	-1	-1
23	382304-382386	2	1	1
24	352332-352347	2	-1	-1
25	106879-527347	2	1	1
26	527117-1412704	2	-1	-1
27	527386-1412922	2	-1	-1
28	289090-289265	2	-1	-1
29	254747-254802	2	-1	-1
30	352344-352378	2	-1	-1
31	527056-527228	2	1	1
32	165022-289144	2	1	-1
33	305190-305358	2	1	-1
34	527395-1412922	2	-1	1
35	527307-1412502	2	-1	-1
36	255085-1276653	2	-1	-1
37	254778-297412	2	-1	-1
38	527120-527306	2	1	1
39	254764-254791	2	-1	-1
40	527174-1412705	2	1	1
41	527116-527238	2	1	1
42	352333-352343	2	-1	-1
43	113018-113253	2	-1	-1
44	254785-254802	2	-1	-1
45	144197-255096	2	-1	-1
46	284517-284546	2	1	-1
47	289090-289131	2	-1	-1
48	527174-1412700	2	1	1
49	254800-297676	2	-1	-1
50	527347-1412922	2	-1	-1
51	254988-255085	2	-1	-1
52	527056-1412704	2	-1	-1
53	527228-581349	2	1	1
54	527116-527306	2	1	1
55	254769-254785	2	-1	-1
56	254791-254802	2	-1	-1
57	527115-1412697	2	-1	-1
58	289081-289272	2	1	-1
59	113018-382590	2	1	-1
60	527328-1412502	2	-1	-1
61	382345-382386	2	-1	1
62	527237-1412701	2	1	1
63	254988-1276653	2	-1	-1
64	106879-527299	2	1	1
65	142887-527228	2	-1	-1
66	254939-254971	2	-1	-1
67	275080-275391	2	-1	-1
68	527258-527457	2	1	1
69	382303-382345	2	-1	-1
70	527056-527240	2	1	1
71	289197-289271	2	-1	-1
72	289081-289124	2	-1	-1
73	527117-527132	2	-1	-1
74	254947-254999	2	1	1
75	254769-297627	2	-1	-1
76	527237-1412705	2	1	1
77	527228-1412703	2	1	1
78	527237-527306	2	-1	-1
79	527057-1412703	2	-1	-1
80	352333-352357	2	-1	-1
81	527171-527240	2	1	1
82	527115-527239	2	1	1
83	144197-255009	2	-1	-1
84	527056-527306	2	1	1
85	305220-305472	2	1	-1
86	527228-581374	2	-1	-1
87	255010-255036	2	1	1
88	254769-254800	2	-1	-1
89	144340-255097	2	-1	-1
90	527167-527240	2	1	-1
91	254824-297676	2	-1	-1
92	382193-382700	2	1	1
93	254947-255015	2	1	1
94	527056-1412705	2	-1	-1
95	352347-352357	2	-1	-1
96	527172-527238	2	1	1
97	254962-254979	2	1	-1
98	144197-255010	2	1	1
99	527055-1412700	2	-1	-1
100	527116-527237	2	1	1
101	527349-1412713	2	-1	-1
102	275391-275425	2	1	-1
103	352337-352362	2	-1	-1
104	527349-1412712	2	-1	-1
105	527057-527238	2	1	1
106	254769-297676	2	-1	-1
107	352343-352362	2	-1	-1
108	527056-527239	2	1	1
109	352267-352325	2	-1	-1
110	280922-280946	2	-1	-1
111	527258-527454	2	1	1
112	527115-527240	2	1	1
113	305187-305530	2	-1	-1
114	527237-527238	2	-1	-1
115	527348-527396	2	-1	-1
116	254931-297627	2	-1	-1
117	352267-352377	2	-1	-1
118	254978-254979	2	1	-1
119	305305-305530	2	-1	-1
120	527056-1412703	2	-1	-1
121	382193-382699	2	1	1
122	352333-352347	2	-1	-1
123	527396-1412917	2	1	1
124	289125-289265	2	-1	-1
125	527396-1412709	2	1	1
126	527299-1412922	2	-1	-1
127	527258-1412710	2	-1	-1
128	527348-1412502	2	-1	-1
129	254796-254824	2	-1	-1
130	581349-1412698	2	-1	-1
131	581374-1412700	2	1	1
132	144096-255010	2	1	1
133	527345-527456	2	1	1
134	144096-144197	2	-1	-1
135	289271-289272	2	-1	-1
136	255009-255124	2	-1	-1
137	254769-254802	2	-1	-1
138	352325-352363	2	-1	-1
139	254764-254796	2	-1	-1
140	382064-382152	2	1	-1
141	255010-255096	2	1	1
142	289098-289286	2	-1	1
143	527328-581408	2	1	1
144	527454-1412712	2	1	1
145	254931-297412	2	-1	-1
146	352334-352362	2	1	-1
147	527396-1412919	2	1	1
148	289090-289273	2	-1	-1
149	527348-1412922	2	-1	-1
150	352343-352377	2	-1	-1
151	254769-254791	2	-1	-1
152	527116-1412706	2	-1	-1
153	255009-255097	2	-1	-1
154	305187-305499	2	-1	-1
155	527167-527172	2	-1	-1
156	527117-527306	2	1	1
157	254947-255096	2	1	1
158	527457-1412917	2	1	1
159	527299-527396	2	1	-1
160	144096-254939	2	-1	-1
161	352349-352362	2	-1	-1
162	382191-382699	2	-1	-1
163	527456-1412919	2	1	1
164	144302-254960	2	-1	-1
165	352337-352357	2	-1	-1
166	527057-1412698	2	-1	-1
167	352349-352377	2	-1	-1
168	527455-1412712	2	1	1
169	289098-289216	2	-1	1
170	352337-352363	2	-1	-1
171	255010-255097	2	1	1
172	382101-382193	2	1	1
173	527055-527237	2	1	1
174	527349-527395	2	-1	-1
175	581374-1412699	2	1	1
176	382101-382699	2	-1	-1
177	527117-1412705	2	-1	-1
178	142887-527171	2	1	1
179	527307-527454	2	1	1
180	254728-254769	2	-1	-1
181	289090-289272	2	1	-1
182	527307-527458	2	1	1
183	527396-1412713	2	1	1
184	527348-1412921	2	-1	-1
185	527115-1412701	2	-1	-1
186	254957-255096	2	-1	-1
187	254791-254796	2	-1	-1
188	280922-281105	2	-1	-1
189	527116-581374	2	1	1
190	527120-527237	2	1	1
191	352343-352363	2	-1	-1
192	352285-352377	2	-1	-1
193	527239-527306	2	-1	-1
194	527055-527238	2	1	1
195	527228-1412701	2	1	1
196	527345-1412917	2	-1	-1
197	527116-1412698	2	-1	-1
198	527258-527456	2	1	1
199	352349-352357	2	-1	-1
200	581374-1412697	2	1	1
201	114456-382681	2	-1	-1
202	527055-527174	2	1	1
203	527307-581408	2	1	1
204	289090-289124	2	-1	-1
205	254769-297412	2	-1	-1
206	289117-289273	2	1	-1
207	581382-1412921	2	-1	-1
208	289145-289279	2	-1	-1
209	254957-255124	2	-1	-1
210	113254-114456	2	-1	-1
211	527174-1412699	2	1	1
212	54008-289145	2	-1	-1
213	255021-255106	2	1	1
214	254952-255085	2	-1	-1
215	527115-527306	2	1	1
216	527258-1412709	2	-1	-1
217	382346-382386	2	1	1
218	527394-527396	2	-1	-1
219	527349-527457	2	1	1
220	527307-1412921	2	-1	-1
221	527456-1412917	2	1	1
222	352349-352376	2	-1	-1
223	527056-1412701	2	-1	-1
224	254728-254802	2	-1	-1
225	527228-527239	2	-1	-1
226	254960-254971	2	1	-1
227	527345-1412918	2	-1	-1
228	106879-527349	2	1	1
229	352267-352344	2	-1	-1
230	527328-527395	2	-1	-1
231	254802-254824	2	-1	-1
232	255010-255015	2	1	1
233	527117-1412703	2	-1	-1
234	527307-527395	2	-1	-1
235	352343-352349	2	-1	-1
236	142887-527239	2	-1	-1
237	254939-255015	2	-1	-1
238	305189-305499	2	-1	-1
239	255009-255096	2	-1	-1
240	527457-1412502	2	1	1
241	527117-1412699	2	-1	-1
242	352333-352349	2	-1	-1
243	581374-1412703	2	1	1
244	113018-113254	2	-1	-1
245	297412-297801	2	-1	-1
246	352333-352337	2	-1	-1
247	352343-352376	2	-1	-1
248	527348-581408	2	1	1
249	106879-527328	2	1	1
250	527057-1412705	2	-1	-1
251	527299-1412709	2	-1	-1
