	ids	cid	trueY	predY
0	306376-319783	1	-1	-1
1	250354-251702	1	-1	-1
2	352524-394981	1	-1	-1
3	381232-381869	1	-1	-1
4	319428-394984	1	-1	-1
5	438255-1370108	1	-1	-1
6	332390-332421	1	-1	-1
7	332384-332397	1	-1	-1
8	319901-319917	1	-1	-1
9	254747-297685	1	-1	-1
10	254747-297627	1	-1	-1
11	352285-352357	1	-1	-1
12	254791-297302	1	-1	-1
13	1604358-1604360	1	-1	-1
14	352347-352378	1	-1	-1
15	352518-438755	1	1	1
16	319879-319960	1	-1	-1
17	381913-382014	1	-1	-1
18	252516-332384	1	-1	-1
19	319708-319715	1	-1	-1
20	56227-57037	1	-1	-1
21	332383-332415	1	-1	-1
22	319758-319901	1	-1	-1
23	319775-319889	1	-1	-1
24	438950-439019	1	-1	-1
25	319489-395061	1	-1	-1
26	306306-319909	1	-1	-1
27	319489-352526	1	-1	-1
28	370121-523848	1	1	1
29	360045-360049	1	-1	-1
30	352522-394981	1	-1	-1
31	386074-523784	1	-1	-1
32	438755-438758	1	-1	-1
33	381914-381961	1	-1	-1
34	394675-438691	1	1	1
35	438691-438755	1	-1	-1
36	381865-381908	1	-1	-1
37	1272119-1272131	1	-1	-1
38	366554-366565	1	-1	-1
39	352526-395126	1	-1	-1
40	131355-277037	1	1	1
41	306376-319888	1	-1	-1
42	352325-1370107	1	-1	-1
43	1272098-1272117	1	-1	-1
44	375004-564591	1	-1	-1
45	346709-346716	1	-1	-1
46	297711-297801	1	-1	-1
47	346707-350100	1	1	1
48	394981-438948	1	-1	-1
49	352519-438890	1	1	1
50	352399-438417	1	-1	-1
51	306341-319909	1	-1	-1
52	263582-263709	1	-1	1
53	319816-319863	1	-1	-1
54	352519-394742	1	1	1
55	438822-438948	1	1	1
56	370123-523782	1	1	-1
57	1272110-1272124	1	-1	-1
58	394824-438948	1	-1	1
59	131388-276528	1	1	1
60	319713-319738	1	-1	-1
61	402032-402932	1	-1	-1
62	56228-57037	1	-1	-1
63	266923-266987	1	-1	-1
64	352398-438544	1	-1	-1
65	381771-381773	1	-1	-1
66	346715-346722	1	-1	-1
67	263622-263623	1	-1	-1
68	131811-132589	1	-1	-1
69	370109-370118	1	-1	-1
70	346720-350100	1	1	1
71	332384-332387	1	-1	-1
72	395060-395127	1	-1	-1
73	386074-523782	1	1	-1
74	352522-438822	1	1	1
75	297723-297801	1	-1	-1
76	250354-252291	1	-1	-1
77	276617-276929	1	-1	-1
78	394822-438950	1	-1	-1
79	438251-438618	1	-1	-1
80	346697-346716	1	1	1
81	370119-523875	1	-1	-1
82	319408-319510	1	-1	-1
83	352526-438950	1	-1	-1
84	395060-395063	1	-1	-1
85	263671-263709	1	-1	1
86	263623-263698	1	1	-1
87	394820-438690	1	-1	-1
88	346707-346709	1	-1	-1
89	381771-381961	1	-1	-1
90	352518-438689	1	1	1
91	1272102-1272115	1	-1	-1
92	1272102-1272124	1	-1	-1
93	319428-438621	1	-1	-1
94	381777-381870	1	-1	-1
95	394022-394023	1	-1	-1
96	352325-1370114	1	-1	-1
97	131389-132475	1	1	-1
98	352325-352532	1	-1	-1
99	394675-394888	1	1	1
100	381773-381824	1	-1	-1
101	251702-252291	1	-1	-1
102	306340-319901	1	-1	-1
103	438691-438756	1	-1	-1
104	401887-402009	1	-1	-1
105	395063-395199	1	-1	-1
106	319774-319894	1	1	1
107	56431-57062	1	-1	-1
108	306342-319895	1	1	1
109	276875-277012	1	-1	-1
110	438620-438889	1	-1	-1
111	352520-394983	1	1	1
112	370106-370111	1	-1	-1
113	276910-277071	1	-1	-1
114	273267-273323	1	-1	-1
115	438252-1370114	1	-1	-1
116	395128-438824	1	-1	-1
117	254796-297412	1	-1	-1
118	395061-438620	1	-1	-1
119	306375-319971	1	1	1
120	394022-394888	1	1	1
121	438315-1370057	1	-1	-1
122	1249647-1249649	1	-1	-1
123	352325-1370113	1	-1	-1
124	319894-319917	1	1	1
125	394888-395060	1	1	1
126	319783-319879	1	-1	-1
127	1532680-1532686	1	-1	-1
128	352334-352357	1	-1	-1
129	395200-438825	1	-1	-1
130	386074-523783	1	-1	-1
131	438690-438692	1	-1	-1
132	394983-438824	1	-1	-1
