	ids	cid	trueY	predY
0	527299-527457	1	1	1
1	289081-289117	1	1	-1
2	144096-255010	1	1	1
3	289081-289090	1	-1	-1
4	527455-1412713	1	1	1
5	527454-1412709	1	1	1
6	254980-255106	1	1	-1
7	527115-527237	1	1	1
8	527307-1412502	1	-1	-1
9	581349-1412701	1	-1	-1
10	289125-289197	1	-1	-1
11	144197-255097	1	-1	-1
12	254796-254931	1	-1	-1
13	527348-581408	1	1	1
14	527456-1412917	1	1	1
15	254747-254769	1	-1	-1
16	144340-255124	1	-1	-1
17	352349-352377	1	-1	-1
18	113253-114456	1	-1	-1
19	527132-1412701	1	-1	1
20	527307-527454	1	1	-1
21	527228-1412698	1	1	1
22	527056-527240	1	1	1
23	113014-113254	1	-1	-1
24	527115-1412699	1	-1	-1
25	527116-1412697	1	-1	-1
26	352325-352363	1	-1	-1
27	144197-254947	1	1	1
28	23193-23255	1	1	-1
29	352337-352378	1	-1	-1
30	527057-527306	1	1	1
31	382062-382193	1	1	1
32	527307-527458	1	1	1
33	254791-254802	1	-1	-1
34	254952-254978	1	-1	-1
35	527345-527457	1	1	1
36	527115-1412706	1	-1	-1
37	142887-527240	1	-1	-1
38	527457-1412710	1	1	1
39	527112-527167	1	-1	1
40	54008-289279	1	-1	-1
41	581374-1412704	1	1	1
42	527386-581408	1	1	-1
43	352344-352376	1	-1	-1
44	254962-254979	1	1	-1
45	527328-1412921	1	-1	-1
46	527348-527395	1	-1	-1
47	527299-1412712	1	-1	-1
48	527132-527171	1	-1	-1
49	527299-1412922	1	-1	-1
50	305629-305724	1	-1	-1
51	305305-305499	1	-1	-1
52	254802-254824	1	-1	-1
53	527117-1412706	1	-1	-1
54	255010-255124	1	1	1
55	305189-305499	1	-1	-1
56	254952-255027	1	1	-1
57	289117-289273	1	1	-1
58	527258-1412917	1	-1	-1
59	527116-527239	1	1	1
60	527056-527174	1	1	1
61	144302-255010	1	1	1
62	23193-23601	1	-1	-1
63	305358-305499	1	-1	-1
64	254769-254800	1	-1	-1
65	352267-352363	1	-1	-1
66	527349-1412712	1	-1	-1
67	113018-113253	1	-1	-1
68	254979-255085	1	1	1
69	1249487-1300222	1	-1	-1
70	527173-1412698	1	1	-1
71	254947-254993	1	1	1
72	527116-1412698	1	-1	-1
73	352332-352363	1	-1	-1
74	289144-289279	1	1	-1
75	319377-352344	1	-1	-1
76	527394-527396	1	-1	-1
77	527395-581382	1	-1	1
78	352285-352378	1	-1	-1
79	527117-527167	1	-1	1
80	106879-527348	1	1	1
81	112782-113253	1	-1	-1
82	527237-527306	1	-1	-1
83	254764-254778	1	1	-1
84	527396-1412713	1	1	1
85	254800-254812	1	-1	-1
86	144096-255124	1	-1	-1
87	527258-527454	1	1	1
88	131007-289197	1	-1	-1
89	106879-581382	1	1	1
90	352337-352363	1	-1	-1
91	254952-1276653	1	-1	-1
92	254943-255021	1	-1	-1
93	527258-1412711	1	-1	-1
94	289197-289272	1	-1	-1
95	144302-254939	1	-1	-1
96	254988-255027	1	1	-1
97	527238-581349	1	1	1
98	527386-1412921	1	-1	-1
99	254993-255096	1	-1	-1
100	255004-255106	1	-1	1
101	527120-527238	1	1	1
102	254796-254802	1	-1	-1
103	297676-297801	1	-1	-1
104	527299-527454	1	1	1
105	527237-527239	1	-1	-1
106	382064-382193	1	1	1
107	527055-1412697	1	-1	-1
108	305187-305530	1	-1	-1
109	144197-254993	1	-1	-1
110	352343-352357	1	-1	-1
111	352337-352376	1	-1	-1
112	254778-297627	1	-1	-1
113	527173-1412697	1	1	-1
114	254999-255010	1	1	1
115	352343-352376	1	-1	-1
116	527299-1412921	1	-1	-1
117	254764-254785	1	-1	-1
118	527112-527238	1	1	1
119	527456-1412710	1	1	1
120	527395-1412921	1	-1	1
121	289279-289286	1	1	-1
122	284517-284546	1	1	-1
123	255009-255124	1	-1	-1
124	106879-527258	1	1	1
125	144302-255096	1	-1	-1
126	352332-352349	1	-1	-1
127	527174-1412699	1	1	1
128	527299-1412917	1	-1	-1
129	254947-255124	1	1	1
130	527132-581349	1	-1	1
131	527056-527237	1	1	1
132	254978-255085	1	-1	-1
133	527457-1412711	1	1	1
134	144340-254957	1	-1	-1
135	527394-527395	1	-1	-1
136	527455-1412919	1	1	1
137	144302-254947	1	1	1
138	352285-352377	1	-1	-1
139	352267-352378	1	-1	-1
140	527349-581408	1	1	1
141	527056-1412697	1	-1	-1
142	114456-382590	1	1	-1
143	527454-1412919	1	1	1
144	352337-352362	1	-1	-1
145	527299-527458	1	1	1
146	144197-144302	1	-1	-1
147	113019-113253	1	-1	-1
148	142887-527237	1	-1	-1
149	280488-281105	1	-1	1
150	352343-352378	1	-1	-1
151	144340-254947	1	1	1
152	305186-305472	1	-1	-1
153	254939-254957	1	-1	-1
154	254957-255124	1	-1	-1
155	527117-1412705	1	-1	-1
156	254947-255010	1	-1	1
157	106879-527386	1	1	1
158	112782-113254	1	-1	-1
159	527056-1412704	1	-1	-1
160	527117-1412703	1	-1	-1
161	352333-352376	1	-1	-1
162	113014-113253	1	-1	-1
163	254824-297627	1	-1	-1
164	581349-1412700	1	-1	-1
165	255010-255096	1	1	1
166	289144-289145	1	1	1
167	527258-527458	1	1	1
168	289090-289124	1	-1	-1
169	254939-255010	1	1	1
170	527455-1412917	1	1	1
171	527457-1412712	1	1	1
172	527120-527237	1	1	-1
173	254728-297627	1	-1	-1
174	289216-289278	1	-1	-1
175	142887-527056	1	1	1
176	527115-1412700	1	-1	-1
177	280922-281105	1	-1	1
178	54007-289098	1	-1	-1
179	352334-352363	1	-1	-1
180	527258-1412919	1	-1	-1
181	254960-255124	1	-1	-1
182	527237-1412700	1	1	1
183	289144-289216	1	-1	-1
184	352334-352357	1	1	-1
185	581408-1412922	1	1	1
186	305629-306041	1	-1	-1
187	527115-581374	1	1	1
188	581408-1412917	1	1	1
189	527174-1412701	1	1	1
190	289144-289286	1	-1	-1
191	527057-1412704	1	-1	-1
192	352349-352357	1	-1	-1
193	352347-352357	1	-1	-1
194	144197-254971	1	1	-1
195	581349-1412698	1	-1	-1
196	527055-1412704	1	-1	-1
197	527455-1412711	1	1	1
198	113014-114456	1	-1	-1
199	254931-297412	1	-1	-1
200	527174-1412698	1	1	1
201	305189-305358	1	-1	1
202	527348-527458	1	1	1
203	527347-527396	1	-1	1
204	527117-1412701	1	-1	-1
