	ids	cid	trueY	predY
0	383625-387119	1	-1	-1
1	522756-522778	1	-1	-1
2	578640-1250281	1	-1	-1
3	1329011-1329013	1	-1	-1
4	1410339-1410341	1	-1	-1
5	1643941-1666246	1	-1	-1
6	23764-589372	1	-1	-1
7	279559-351084	1	-1	-1
8	321846-321869	1	-1	-1
9	1243943-1244080	1	-1	-1
10	1370576-1370584	1	-1	-1
11	551441-551444	1	-1	-1
12	23217-394152	1	-1	-1
13	372685-387161	1	-1	-1
14	23763-1138005	1	-1	1
15	236366-501100	1	1	-1
16	495134-495159	1	-1	-1
17	591745-592352	1	1	-1
18	1170656-1170664	1	-1	-1
19	322925-323052	1	-1	-1
20	541755-541832	1	-1	-1
21	197786-351089	1	-1	-1
22	14921-394152	1	-1	-1
23	293762-1170433	1	-1	-1
24	457125-457365	1	-1	-1
25	321846-321883	1	-1	-1
26	416317-416384	1	-1	-1
27	417106-417114	1	-1	-1
28	501598-1170406	1	-1	-1
29	522699-522756	1	-1	-1
30	289204-289508	1	-1	1
31	1170661-1170665	1	-1	-1
32	416316-417178	1	-1	-1
33	293935-1170674	1	-1	-1
34	403867-403936	1	-1	-1
35	1170411-1170417	1	-1	-1
36	567553-567652	1	-1	-1
37	439199-457528	1	-1	-1
38	290912-291043	1	-1	-1
39	383801-387119	1	-1	-1
40	375251-375309	1	-1	-1
41	299129-299329	1	-1	-1
42	1170660-1170667	1	-1	-1
43	383990-387204	1	-1	-1
44	1370554-1370563	1	1	1
45	1370558-1370584	1	-1	-1
46	268383-1588624	1	-1	-1
47	1170662-1170674	1	-1	-1
48	321883-321910	1	-1	-1
49	457124-457125	1	-1	-1
50	1170406-1170667	1	-1	-1
51	23250-394154	1	-1	-1
52	1044963-1044967	1	-1	-1
53	293934-1170415	1	-1	-1
54	374860-375044	1	-1	-1
55	495142-522615	1	-1	-1
56	299141-299344	1	-1	-1
57	383580-387204	1	-1	-1
58	284164-1253822	1	-1	-1
59	416315-416389	1	-1	1
60	290838-423984	1	-1	-1
61	375231-375289	1	-1	-1
62	1370561-1370575	1	1	1
63	1170435-1170670	1	-1	-1
64	577904-1250280	1	-1	-1
65	299141-299329	1	-1	-1
66	169394-1170667	1	-1	-1
67	23043-23263	1	1	-1
68	322926-323053	1	-1	-1
69	1138496-1600378	1	-1	-1
70	1370552-1370560	1	1	1
71	299326-299344	1	-1	-1
72	522746-522778	1	-1	-1
73	500435-501126	1	-1	-1
74	416318-417114	1	-1	-1
75	522626-522687	1	-1	-1
76	904934-904937	1	1	1
77	387161-387555	1	-1	-1
78	501598-1170652	1	1	1
79	372658-387549	1	-1	-1
80	1044966-1044968	1	-1	-1
81	1170414-1170661	1	-1	-1
82	204830-501123	1	-1	-1
83	1170412-1170661	1	-1	-1
84	93593-441564	1	-1	-1
85	387118-387553	1	-1	-1
86	372683-383625	1	-1	-1
87	416389-417109	1	1	1
88	589253-956645	1	-1	-1
89	22872-956650	1	-1	-1
90	1170433-1170672	1	-1	-1
91	1170415-1170672	1	-1	-1
92	501598-1170666	1	-1	-1
93	439272-457529	1	-1	-1
94	423981-424105	1	-1	-1
95	1170420-1170674	1	-1	-1
96	417108-417177	1	-1	-1
97	1370559-1370575	1	1	1
98	416321-416389	1	1	1
99	416319-416390	1	-1	-1
100	374771-374806	1	-1	-1
101	1243928-1243962	1	-1	-1
102	1170654-1170656	1	-1	-1
103	23217-413086	1	-1	-1
104	322926-323035	1	-1	-1
105	1671825-1686007	1	1	-1
106	416318-417109	1	-1	-1
107	1170410-1170420	1	-1	-1
108	375202-375251	1	-1	-1
109	383900-387553	1	-1	-1
110	1170406-1170665	1	-1	-1
111	589707-956650	1	-1	-1
112	387117-387119	1	-1	-1
113	1410335-1410343	1	-1	-1
114	23749-589253	1	-1	-1
115	501598-1170672	1	-1	-1
116	1170408-1170415	1	-1	-1
117	522626-522688	1	1	1
118	1170412-1170419	1	-1	-1
119	1170656-1170667	1	-1	-1
120	541752-541830	1	1	1
121	589247-589373	1	-1	-1
122	1170652-1170665	1	-1	-1
123	589373-956683	1	-1	-1
124	541893-541896	1	-1	-1
125	541753-541894	1	-1	-1
126	493531-496847	1	-1	-1
127	1170410-1170413	1	-1	-1
128	375233-375289	1	-1	-1
129	299132-299346	1	-1	-1
130	1170415-1170658	1	-1	-1
131	417108-417114	1	-1	-1
132	23263-413172	1	-1	-1
133	482308-498568	1	-1	-1
134	402966-403805	1	-1	-1
135	988-155854	1	-1	-1
136	1170411-1170412	1	-1	-1
137	1410346-1410347	1	-1	-1
138	541753-541755	1	-1	-1
139	299325-299353	1	-1	-1
140	1056047-1138508	1	-1	-1
141	457436-457529	1	-1	-1
142	1410329-1410343	1	-1	-1
143	1329011-1333279	1	-1	-1
144	291206-454343	1	-1	-1
145	417181-417182	1	-1	-1
146	1410327-1410349	1	1	1
147	578640-578657	1	-1	-1
148	1170433-1170656	1	-1	-1
149	417111-417174	1	-1	-1
150	904254-1401849	1	-1	-1
151	394152-395239	1	-1	-1
152	1262630-1262632	1	-1	-1
153	551447-551513	1	-1	-1
154	387118-387549	1	-1	-1
155	1370571-1370575	1	1	1
156	23692-956640	1	-1	-1
157	299129-299328	1	-1	-1
158	495134-496848	1	-1	-1
159	1170412-1170656	1	-1	-1
160	192781-1170655	1	-1	-1
161	1170667-1170674	1	-1	-1
162	522644-522687	1	-1	-1
163	383625-383988	1	-1	-1
164	383801-387553	1	-1	-1
165	372683-383580	1	-1	-1
166	383801-387117	1	-1	-1
167	375386-375435	1	-1	-1
168	192781-1170411	1	-1	-1
169	169394-1170411	1	-1	-1
170	495087-496848	1	-1	-1
171	321862-321877	1	-1	-1
172	376045-376074	1	-1	-1
173	490077-495134	1	-1	-1
174	384092-387191	1	-1	-1
175	1410332-1410342	1	-1	-1
176	1170420-1170670	1	-1	-1
177	236388-501109	1	-1	-1
178	351085-441564	1	-1	-1
179	1170410-1170416	1	-1	-1
180	1170415-1170431	1	-1	-1
181	372657-383990	1	-1	-1
182	322928-322991	1	-1	-1
183	1170406-1170420	1	-1	-1
184	1163660-1163664	1	1	-1
185	1243929-1243949	1	-1	-1
186	1243939-1243940	1	-1	-1
187	1370550-1370583	1	-1	-1
188	375250-375309	1	1	-1
189	1170410-1170414	1	-1	-1
190	424039-424105	1	-1	-1
191	1410330-1410343	1	-1	-1
192	1410330-1410349	1	-1	-1
193	322926-1600378	1	-1	-1
194	486843-496848	1	-1	-1
195	322972-323038	1	-1	-1
196	322926-322935	1	-1	-1
197	293762-1170648	1	-1	-1
198	457337-457528	1	-1	-1
199	1596861-1596871	1	1	1
200	383580-387240	1	-1	-1
201	372666-384092	1	-1	-1
202	23705-413172	1	1	-1
203	24094-413099	1	-1	-1
204	322925-1138490	1	-1	-1
205	457126-457373	1	-1	-1
206	1170414-1170650	1	1	1
207	496847-498597	1	-1	-1
208	1370556-1370578	1	1	1
209	374860-375043	1	-1	-1
210	14849-500074	1	1	-1
211	522746-522758	1	-1	-1
212	372657-383988	1	-1	-1
213	1044952-1044966	1	-1	-1
214	1170408-1170419	1	-1	-1
215	1170426-1170648	1	-1	-1
216	1170411-1170413	1	-1	-1
217	1170426-1170439	1	-1	-1
218	322958-323039	1	-1	-1
219	1243945-1243953	1	-1	-1
220	322936-323038	1	-1	-1
221	1243949-1243963	1	-1	-1
222	1170431-1170654	1	-1	-1
223	43944-1138508	1	-1	-1
224	14963-15154	1	-1	-1
225	403734-403934	1	-1	-1
226	1243947-1243948	1	-1	-1
227	403744-403802	1	-1	1
228	235172-235351	1	-1	-1
229	1648502-1666246	1	1	-1
230	1370559-1370567	1	-1	-1
231	116844-500074	1	1	1
232	1596863-1596868	1	-1	-1
233	417105-417107	1	-1	-1
234	192845-255992	1	-1	1
235	323006-1056142	1	-1	-1
236	541650-541671	1	-1	-1
237	372683-387117	1	-1	-1
238	522688-522717	1	1	1
239	24094-24141	1	-1	-1
240	498568-498597	1	-1	-1
241	1410328-1410339	1	-1	-1
242	169394-1170409	1	-1	-1
243	529733-529940	1	-1	-1
244	457191-457365	1	-1	-1
245	1370552-1370555	1	1	1
246	421127-421194	1	-1	-1
247	293746-1170656	1	-1	-1
248	24107-413031	1	1	-1
249	299132-299353	1	-1	-1
250	23692-589481	1	-1	-1
251	116844-197700	1	-1	-1
252	492007-1572182	1	1	-1
253	293736-1170417	1	-1	-1
254	322921-322994	1	-1	-1
255	416383-416391	1	-1	-1
256	290988-378091	1	-1	-1
257	493531-498581	1	-1	-1
258	1401849-1401854	1	-1	-1
259	351085-1161444	1	-1	-1
260	15030-15154	1	-1	1
261	1170417-1170666	1	-1	-1
262	158731-158878	1	1	-1
263	322921-322925	1	-1	-1
264	387159-387525	1	-1	-1
265	1170408-1170410	1	-1	-1
266	1170439-1170666	1	-1	-1
267	589373-956650	1	-1	-1
268	904940-904941	1	-1	-1
269	387159-387161	1	-1	-1
270	1410333-1410350	1	-1	-1
271	299334-299376	1	-1	-1
272	22872-23763	1	-1	-1
273	495087-496847	1	-1	-1
274	1170419-1170664	1	-1	-1
275	1243939-1333288	1	-1	-1
276	158825-158886	1	-1	-1
277	356159-356173	1	-1	1
278	293736-1170674	1	-1	-1
279	457124-457126	1	1	-1
280	1170662-1170666	1	-1	-1
281	387159-387553	1	-1	-1
282	23764-956640	1	-1	-1
283	1170409-1170420	1	-1	-1
284	1370555-1370556	1	-1	-1
285	522576-522626	1	-1	-1
286	322936-322953	1	-1	-1
287	383627-387159	1	-1	-1
288	197700-204974	1	1	-1
289	372685-383625	1	-1	-1
290	1596857-1596867	1	1	-1
291	1170426-1170661	1	-1	-1
292	416309-416391	1	-1	-1
293	383988-387118	1	-1	-1
294	522740-522778	1	-1	-1
295	1170413-1170667	1	-1	-1
296	1170413-1170671	1	-1	-1
297	416312-417113	1	-1	-1
298	457191-457452	1	-1	-1
299	591139-591460	1	1	-1
300	321877-321897	1	-1	-1
301	522738-522778	1	-1	-1
302	1410347-1410348	1	-1	-1
303	1370557-1370572	1	-1	-1
304	293762-1170666	1	-1	-1
305	15022-15154	1	-1	1
306	551348-551514	1	-1	-1
307	522721-522758	1	-1	-1
308	522695-522747	1	-1	-1
309	1329011-1333287	1	-1	-1
310	541753-541893	1	-1	-1
311	589137-956645	1	-1	-1
