	ids	cid	trueY	predY
0	1272114-1272129	2	-1	-1
1	394888-438822	2	1	1
2	374953-375003	2	1	1
3	332375-332381	2	-1	1
4	132063-276910	2	-1	-1
5	352334-352347	2	-1	-1
6	254747-297676	2	-1	-1
7	250354-251265	2	-1	-1
8	319799-319971	2	-1	-1
9	352526-394743	2	-1	-1
10	319428-394981	2	-1	-1
11	332382-332394	2	-1	-1
12	1532679-1532687	2	-1	-1
13	319808-319977	2	-1	-1
14	332371-332397	2	-1	-1
15	319756-319766	2	-1	-1
16	1272111-1272133	2	1	-1
17	438689-438757	2	-1	-1
18	395126-438756	2	1	1
19	332374-332403	2	-1	-1
20	319428-438890	2	-1	-1
21	346706-346722	2	1	-1
22	438314-1370106	2	-1	-1
23	1272103-1272113	2	-1	-1
24	394887-394984	2	1	1
25	132506-132507	2	-1	-1
26	1370113-1394466	2	-1	-1
27	370107-523846	2	-1	-1
28	346694-346745	2	-1	-1
29	132064-276910	2	-1	-1
30	438544-1370108	2	-1	-1
31	319749-319879	2	-1	-1
32	332404-332410	2	-1	-1
33	1532673-1532680	2	-1	-1
34	438618-438950	2	-1	-1
35	1272098-1272125	2	-1	-1
36	332378-332398	2	-1	-1
37	319428-438692	2	-1	-1
38	395126-395198	2	-1	-1
39	263582-263666	2	-1	-1
40	306306-319783	2	-1	-1
41	1272123-1272130	2	-1	-1
42	394821-438756	2	-1	-1
43	381773-381868	2	-1	-1
44	131316-276946	2	1	1
45	266908-267047	2	1	-1
46	252516-332425	2	-1	-1
47	273323-273675	2	-1	-1
48	438690-438949	2	-1	-1
49	394743-438253	2	-1	-1
50	352343-352378	2	-1	-1
51	263627-263700	2	-1	1
52	394822-438756	2	-1	-1
53	366555-366567	2	-1	-1
54	438755-438824	2	1	1
55	319723-319724	2	-1	-1
56	438689-438755	2	-1	-1
57	438544-1370115	2	-1	-1
58	319428-438949	2	-1	-1
59	394023-438619	2	-1	-1
60	332380-332394	2	-1	-1
61	381913-382014	2	-1	-1
62	1272115-1272127	2	-1	-1
63	394022-395198	2	-1	-1
64	276990-277012	2	-1	-1
65	254778-297419	2	-1	-1
66	132116-277038	2	-1	-1
67	352519-395198	2	1	1
68	352399-438315	2	-1	-1
69	352402-1370108	2	-1	-1
70	366562-366569	2	-1	-1
71	438618-438890	2	-1	-1
72	381669-381825	2	-1	-1
73	319428-394982	2	-1	-1
74	438132-1370109	2	-1	-1
75	276458-277141	2	-1	-1
76	381915-381961	2	-1	-1
77	263510-263709	2	-1	1
78	374953-375005	2	-1	-1
79	352344-352363	2	-1	-1
80	332380-332393	2	-1	-1
81	306306-319909	2	-1	-1
82	346714-346718	2	-1	-1
83	352325-352334	2	-1	-1
84	438313-438758	2	-1	-1
85	370108-370111	2	-1	-1
86	352325-438544	2	-1	-1
87	352521-439019	2	-1	-1
88	1330235-1330236	2	-1	-1
89	250507-253844	2	-1	-1
90	374951-374955	2	-1	-1
91	401898-402932	2	-1	-1
92	352518-438620	2	1	1
93	252516-332384	2	-1	-1
94	306341-319909	2	-1	-1
95	319865-319879	2	-1	-1
96	56187-57042	2	-1	-1
97	332385-332425	2	-1	-1
98	276458-276617	2	-1	-1
99	395127-438757	2	1	1
100	252516-332404	2	-1	-1
101	394822-394824	2	-1	-1
102	254747-297316	2	-1	-1
103	306305-319864	2	-1	-1
104	381669-381869	2	-1	-1
105	402029-402081	2	-1	-1
106	395128-438889	2	-1	1
107	57011-57036	2	-1	-1
108	394888-438253	2	1	1
109	394822-438950	2	-1	-1
110	395126-438691	2	1	1
111	132468-132506	2	-1	-1
112	332386-332410	2	-1	-1
113	252516-332421	2	-1	-1
114	319816-319864	2	-1	-1
115	394824-438689	2	-1	-1
116	332383-332421	2	-1	-1
117	394821-439019	2	-1	-1
118	319708-321848	2	-1	-1
119	319707-321833	2	-1	-1
120	352325-438315	2	-1	-1
