	ids	cid	trueY	predY
0	335900-335903	2	-1	-1
1	1105304-1105590	2	-1	-1
2	1105304-1105583	2	-1	-1
3	333152-1331119	2	-1	-1
4	1703313-1720021	2	-1	-1
5	377177-1245949	2	1	-1
6	335908-335911	2	-1	-1
7	386097-588676	2	-1	-1
8	386186-439044	2	-1	-1
9	1223880-1223910	2	-1	-1
10	386716-387429	2	-1	-1
11	953659-953666	2	-1	-1
12	977764-977766	2	-1	-1
13	386760-387228	2	-1	-1
14	272435-1378414	2	-1	-1
15	377256-588434	2	-1	-1
16	377340-386184	2	1	1
17	1245951-1378416	2	-1	-1
18	342682-342925	2	-1	-1
19	272710-311028	2	-1	-1
20	386236-1245955	2	1	1
21	310799-377256	2	-1	-1
22	385824-1331114	2	1	1
23	387143-404439	2	-1	-1
24	386762-404438	2	-1	-1
25	1331116-1378411	2	-1	-1
26	1223883-1636644	2	-1	-1
27	386235-1378420	2	1	1
28	1105591-1105596	2	-1	-1
29	511057-1118956	2	-1	-1
30	333157-439321	2	-1	-1
31	310995-1386895	2	-1	1
32	1223899-1629487	2	-1	-1
33	377337-1378422	2	-1	-1
34	386235-1245953	2	1	1
35	311192-1331117	2	-1	-1
36	377454-1386896	2	-1	-1
37	335908-335917	2	-1	-1
38	1223894-1684037	2	-1	-1
39	342915-342918	2	-1	-1
40	335903-335909	2	-1	-1
41	377261-386147	2	-1	-1
42	335907-335908	2	-1	-1
43	1248426-1248581	2	-1	-1
44	387185-387574	2	-1	-1
45	1223884-1672073	2	-1	-1
46	310995-1378426	2	1	1
47	335905-335918	2	-1	-1
48	386147-1245953	2	-1	-1
49	1223884-1561994	2	-1	-1
50	1331116-1378414	2	-1	-1
51	1223900-1351334	2	-1	-1
52	377259-1386896	2	1	-1
53	1223878-1720021	2	-1	-1
54	1351636-1666704	2	-1	-1
55	439321-1105597	2	-1	-1
56	272551-1378413	2	-1	-1
57	272710-386140	2	-1	-1
58	1223909-1687725	2	-1	-1
59	272392-377180	2	-1	1
60	316175-316193	2	-1	-1
61	272442-1378410	2	-1	-1
62	1561993-1640432	2	-1	-1
63	335903-335904	2	-1	-1
64	311028-377259	2	1	-1
65	985377-1351631	2	-1	-1
66	376886-377259	2	-1	-1
67	272320-377261	2	-1	-1
68	377256-1245957	2	-1	-1
69	311192-386097	2	-1	-1
70	1245952-1378414	2	-1	-1
71	386147-587989	2	-1	-1
72	511041-541771	2	-1	-1
73	1223907-1709705	2	-1	-1
74	451512-451569	2	1	1
75	1245948-1331109	2	1	1
76	386140-1331116	2	-1	-1
77	346850-346853	2	-1	-1
78	1351334-1709705	2	-1	-1
79	386817-404439	2	-1	-1
80	1648872-1693689	2	-1	-1
81	386185-588800	2	1	1
82	1638339-1703313	2	-1	-1
83	1223906-1629487	2	-1	-1
84	272588-386100	2	-1	-1
85	336612-1118954	2	-1	-1
86	1660093-1660664	2	-1	-1
87	336613-511041	2	1	-1
88	342915-342924	2	-1	-1
89	1223894-1687725	2	-1	-1
90	333147-439208	2	1	1
91	335883-335900	2	1	-1
92	335883-335908	2	1	-1
93	377337-1245960	2	-1	-1
94	1640432-1693843	2	-1	-1
95	1634626-1665979	2	-1	-1
96	1223906-1634626	2	-1	-1
97	311192-1245957	2	-1	-1
98	342869-342915	2	-1	-1
99	316152-316184	2	-1	-1
100	377261-1245951	2	-1	-1
101	342921-342935	2	-1	-1
102	985379-1223907	2	1	1
103	1105597-1331119	2	-1	-1
104	376886-1245953	2	-1	-1
105	1561994-1660664	2	-1	-1
106	386186-1245957	2	-1	-1
107	377457-1245952	2	-1	-1
108	310968-377418	2	-1	-1
109	311027-1052474	2	-1	-1
110	386714-387185	2	-1	-1
111	459637-460213	2	1	1
112	1223878-1223906	2	-1	-1
113	386716-386868	2	-1	-1
114	342927-342964	2	-1	-1
115	310732-1386901	2	-1	-1
116	377177-385824	2	-1	-1
117	377180-1386896	2	1	1
118	1223894-1690930	2	-1	-1
119	1223900-1223913	2	-1	-1
120	386140-1331114	2	1	1
121	953647-953659	2	-1	-1
122	336610-1118938	2	-1	-1
123	511030-1118949	2	-1	-1
124	377256-1245955	2	-1	-1
125	1223905-1223910	2	-1	-1
126	459518-460217	2	-1	-1
127	335904-335909	2	-1	-1
128	377416-377457	2	-1	-1
129	1633289-1665979	2	-1	-1
130	311139-1386900	2	-1	-1
131	342682-342875	2	-1	-1
132	377177-377340	2	-1	-1
133	1223894-1223904	2	-1	-1
134	311159-376813	2	-1	-1
135	385870-1386901	2	-1	-1
136	1245956-1331117	2	-1	-1
137	439280-1105590	2	-1	-1
138	439321-1105596	2	-1	-1
139	451568-451569	2	1	1
140	511036-1118956	2	-1	-1
141	1638339-1720021	2	-1	-1
142	1223904-1666704	2	-1	-1
143	310968-386147	2	-1	-1
144	311027-376813	2	-1	-1
145	342917-342940	2	-1	-1
146	1378410-1378426	2	-1	-1
147	310799-1245948	2	1	1
148	1245948-1378414	2	1	1
149	377256-1245948	2	1	1
150	377144-377216	2	-1	-1
151	1378404-1378406	2	-1	-1
152	341482-541771	2	-1	-1
153	1561993-1640009	2	-1	-1
154	1351626-1666569	2	-1	-1
155	985379-1223906	2	1	-1
156	377456-1378418	2	-1	-1
157	1118939-1118955	2	-1	-1
158	22687-1651777	2	-1	-1
159	385824-1245957	2	-1	-1
160	377261-1245950	2	-1	-1
161	1245951-1386896	2	-1	-1
162	377177-386147	2	-1	-1
163	272435-377457	2	-1	-1
164	377457-1378416	2	-1	-1
165	377177-385870	2	-1	-1
166	377375-1245949	2	1	1
167	342916-342932	2	-1	-1
168	1223903-1351582	2	-1	-1
169	1378405-1378414	2	-1	-1
170	588800-1378405	2	-1	-1
171	1666704-1687725	2	-1	-1
172	1105304-1105596	2	-1	-1
173	1245961-1378412	2	1	-1
174	1674868-1693689	2	-1	-1
175	335891-335894	2	-1	-1
176	335891-335913	2	-1	-1
177	1561994-1709705	2	-1	-1
178	335903-335905	2	-1	-1
179	1223878-1650666	2	1	1
180	1331109-1331116	2	-1	-1
181	377261-1378404	2	-1	-1
182	342925-342964	2	-1	-1
183	1223901-1223903	2	-1	-1
184	377256-1245959	2	-1	-1
185	376813-386140	2	-1	-1
186	342605-342933	2	-1	-1
187	272710-310840	2	-1	-1
188	1223773-1690930	2	-1	-1
189	385603-1378414	2	1	1
190	1351334-1693843	2	-1	-1
191	357399-357400	2	-1	-1
192	511036-511097	2	-1	-1
193	310799-386184	2	1	1
194	1223883-1666569	2	-1	-1
195	377259-1245961	2	-1	1
196	386714-386976	2	-1	-1
197	335883-335909	2	1	-1
198	1223905-1672073	2	-1	-1
199	377340-1378426	2	-1	-1
200	272320-588551	2	-1	-1
201	272435-1386896	2	-1	-1
202	510940-1118953	2	-1	-1
203	310995-386236	2	-1	-1
204	460269-460270	2	-1	-1
205	1660664-1709319	2	-1	-1
206	1351636-1687725	2	-1	-1
207	387228-404438	2	-1	-1
208	1223903-1703313	2	-1	-1
209	386140-439044	2	-1	-1
210	377340-1378414	2	-1	-1
211	386817-387574	2	-1	-1
212	377454-1245955	2	-1	-1
213	316152-316177	2	-1	-1
214	953663-953665	2	1	-1
215	376813-1331116	2	-1	-1
216	1223906-1690930	2	-1	-1
217	1245951-1378405	2	-1	-1
218	459457-459684	2	-1	-1
219	386235-1378408	2	-1	-1
220	1223912-1693843	2	-1	-1
221	335876-335900	2	-1	-1
222	376813-385824	2	-1	-1
223	310994-385603	2	-1	-1
224	342860-342933	2	-1	-1
225	440212-1252380	2	1	1
226	511030-1118948	2	-1	-1
227	377454-386147	2	-1	-1
228	335889-335899	2	-1	-1
229	385824-1331116	2	-1	-1
230	985379-1720021	2	1	1
231	313360-440213	2	1	1
232	311028-1245951	2	-1	-1
233	387228-404386	2	-1	-1
234	272435-272464	2	-1	-1
235	272594-1245953	2	-1	-1
236	1640009-1709319	2	-1	-1
237	1709705-1720021	2	-1	-1
238	1245955-1331117	2	-1	-1
239	1629487-1667760	2	1	1
240	377259-1378411	2	1	1
241	1245948-1378416	2	1	1
242	1561992-1703313	2	-1	-1
243	451569-451633	2	-1	1
244	376813-377377	2	-1	-1
245	377217-1378418	2	-1	-1
