	ids	cid	trueY	predY
0	1657879-1670516	0	-1	-1
1	177483-318422	0	-1	-1
2	264176-1374388	0	-1	-1
3	1494157-1595933	0	1	-1
4	345312-345324	0	-1	-1
5	1406391-1406397	0	-1	-1
6	1567670-1567676	0	-1	-1
7	1216289-1216300	0	1	1
8	27999-177483	0	-1	-1
9	310311-310507	0	-1	-1
10	1633091-1702484	0	-1	-1
11	345298-345324	0	-1	-1
12	201254-589557	0	-1	-1
13	310310-310507	0	-1	-1
14	27999-30372	0	-1	-1
15	1697754-1699082	0	-1	-1
16	1108826-1108830	0	-1	-1
17	8408-133804	0	1	-1
18	1108817-1108824	0	1	-1
19	310087-310218	0	-1	-1
20	310270-310537	0	-1	-1
21	310181-310680	0	-1	-1
22	1567663-1567670	0	-1	-1
23	221364-964245	0	1	-1
24	339637-339668	0	-1	-1
25	345294-385188	0	-1	-1
26	290008-353973	0	-1	-1
27	1567649-1567664	0	-1	-1
28	310152-310257	0	-1	-1
29	1567645-1567646	0	-1	-1
30	282117-290016	0	-1	-1
31	1697071-1702017	0	-1	-1
32	1670516-1702484	0	-1	-1
33	310680-310689	0	-1	-1
34	324627-337301	0	-1	-1
35	264134-318430	0	-1	1
36	1601114-1601126	0	-1	-1
37	345302-345317	0	-1	-1
38	1567634-1567669	0	-1	-1
39	1634438-1672915	0	-1	-1
40	177842-200891	0	-1	-1
41	1670516-1698945	0	-1	-1
42	1709993-1718507	0	-1	-1
43	201254-318527	0	-1	-1
44	1567618-1567622	0	-1	-1
45	310209-310246	0	-1	-1
46	345377-345382	0	-1	-1
47	76324-356348	0	1	-1
48	909881-1367178	0	-1	-1
49	68684-953255	0	-1	-1
50	310231-310476	0	-1	-1
51	1567636-1567667	0	-1	-1
52	1494157-1595932	0	-1	-1
53	310247-310419	0	-1	-1
54	1108828-1108830	0	-1	-1
55	1567634-1567668	0	-1	-1
56	310151-310208	0	-1	-1
57	339634-339637	0	-1	-1
58	309817-310220	0	-1	-1
59	310113-310252	0	-1	-1
60	1640466-1688404	0	-1	-1
61	1565837-1567643	0	-1	-1
62	310218-310311	0	-1	-1
63	310310-310477	0	-1	-1
64	1567610-1567638	0	-1	-1
65	309816-310209	0	-1	-1
66	1567658-1567660	0	-1	-1
67	1567617-1567638	0	-1	-1
68	201254-318422	0	-1	-1
69	1567647-1567652	0	-1	-1
70	1567618-1567639	0	-1	-1
71	1567537-1567659	0	-1	-1
72	1567637-1567648	0	-1	-1
73	339627-339670	0	1	1
74	310345-310616	0	-1	-1
75	264176-589557	0	-1	-1
76	909883-1595932	0	-1	-1
77	1681039-1692773	0	-1	-1
78	1567632-1567656	0	-1	-1
79	1567630-1567636	0	-1	-1
80	588679-588804	0	-1	-1
81	1567613-1567622	0	-1	-1
82	282111-353973	0	-1	-1
83	345324-345366	0	-1	-1
84	1567652-1567664	0	-1	-1
85	310248-310680	0	-1	-1
86	318422-1494156	0	-1	-1
87	1567624-1567669	0	-1	-1
88	318430-353980	0	1	1
89	1567640-1567671	0	-1	-1
90	1567502-1567617	0	-1	-1
91	219789-1595927	0	-1	-1
92	227113-227519	0	-1	-1
93	1664013-1691342	0	-1	-1
94	310476-310680	0	-1	-1
95	1567622-1567660	0	-1	-1
96	1648934-1702042	0	-1	-1
97	339641-339643	0	-1	-1
98	282116-1163534	0	-1	-1
99	1633091-1681580	0	-1	-1
100	1567637-1567652	0	-1	-1
101	1567667-1567677	0	-1	-1
102	282111-290016	0	-1	-1
103	310151-310256	0	-1	-1
104	345302-345324	0	-1	-1
105	494050-495702	0	1	-1
106	310256-310291	0	-1	-1
107	309842-310444	0	-1	-1
108	282132-1163534	0	-1	-1
109	345355-384965	0	-1	-1
110	227519-975925	0	-1	-1
111	310114-310232	0	-1	-1
112	1632258-1709955	0	-1	-1
113	589557-909883	0	-1	-1
114	339631-339655	0	-1	-1
115	1567613-1567672	0	-1	-1
116	310181-310218	0	-1	-1
117	1567611-1567652	0	-1	-1
118	1647906-1702042	0	-1	-1
119	309817-310020	0	-1	-1
120	1703528-1709993	0	-1	-1
121	1567617-1567621	0	-1	-1
122	310270-310420	0	-1	-1
123	1567644-1567646	0	-1	-1
124	310444-310523	0	-1	-1
125	1713010-1717538	0	-1	-1
126	309790-310270	0	-1	-1
127	1630181-1675668	0	-1	-1
128	310231-310444	0	-1	-1
129	1567636-1567638	0	-1	-1
130	227560-1162994	0	-1	-1
131	1567626-1567628	0	-1	-1
132	1567624-1567644	0	-1	-1
133	1638794-1688404	0	-1	-1
134	1567675-1567678	0	-1	-1
135	1676584-1716862	0	-1	-1
136	1567631-1567639	0	-1	-1
137	1601118-1601132	0	-1	-1
138	310319-310507	0	-1	-1
139	1567650-1567660	0	-1	-1
140	1595934-1595936	0	-1	-1
141	180648-289991	0	-1	-1
142	309724-310346	0	-1	-1
143	345281-345382	0	-1	-1
144	345294-345329	0	-1	-1
145	1567623-1567679	0	-1	-1
146	313684-313712	0	-1	-1
147	1595927-1595928	0	-1	-1
148	1567609-1567664	0	-1	-1
149	309816-310689	0	-1	-1
150	1567608-1567668	0	-1	-1
151	356354-356360	0	-1	-1
152	1631956-1672915	0	-1	-1
153	310208-310689	0	-1	-1
154	1633091-1692773	0	-1	-1
155	588556-588680	0	-1	-1
156	1567631-1567656	0	-1	-1
157	310181-310388	0	-1	-1
158	339629-339635	0	-1	-1
159	1567482-1567676	0	-1	-1
160	1567659-1567663	0	-1	-1
161	1567643-1567645	0	-1	-1
162	309817-310681	0	-1	-1
163	201673-1163535	0	-1	-1
164	1567628-1567639	0	-1	-1
165	1517200-1648777	0	1	1
166	1567621-1567671	0	-1	-1
167	1567482-1567659	0	-1	-1
168	310247-310346	0	-1	-1
169	177483-201300	0	-1	-1
170	1567649-1567657	0	-1	-1
171	909882-1374388	0	-1	-1
172	310218-310689	0	-1	-1
173	1630181-1631956	0	-1	-1
174	1567613-1567671	0	-1	-1
175	201673-318527	0	-1	-1
176	1601115-1601119	0	-1	-1
177	1108829-1108830	0	-1	-1
178	1567631-1567669	0	-1	-1
179	1567654-1567675	0	-1	-1
180	1374387-1374397	0	-1	-1
181	282125-318527	0	-1	-1
182	1374388-1595932	0	-1	-1
183	356325-356337	0	-1	-1
184	1567611-1567654	0	-1	-1
185	1567617-1567664	0	-1	-1
186	1374389-1374395	0	1	1
187	310087-310151	0	-1	-1
188	356351-356359	0	-1	-1
189	310114-310476	0	-1	-1
190	1648628-1691342	0	-1	-1
191	1567656-1567664	0	-1	-1
192	318430-318528	0	-1	-1
193	1567639-1567665	0	-1	-1
194	310209-310230	0	-1	-1
195	1630181-1657582	0	-1	-1
196	1567640-1567652	0	-1	-1
197	1565837-1567624	0	-1	-1
198	324683-337302	0	-1	-1
199	1567634-1567643	0	-1	-1
200	339634-339668	0	-1	-1
201	310311-310882	0	-1	-1
202	1567634-1567636	0	-1	-1
203	1672915-1691342	0	-1	-1
204	1567624-1567667	0	-1	-1
205	1567609-1567650	0	-1	-1
206	1649638-1670516	0	-1	-1
207	1634438-1675668	0	-1	-1
208	313684-313735	0	-1	-1
209	310476-310523	0	-1	-1
210	310087-310419	0	-1	-1
211	1567482-1567622	0	-1	-1
212	1567609-1567639	0	-1	-1
213	1692858-1718507	0	-1	-1
214	1567634-1567639	0	-1	-1
215	1567623-1567669	0	-1	-1
216	1682866-1715169	0	-1	-1
217	309724-310152	0	-1	-1
218	1364269-1364277	0	-1	-1
219	1703528-1716862	0	-1	-1
220	310152-310389	0	-1	-1
221	1655246-1715169	0	-1	-1
222	310270-310444	0	-1	-1
223	201673-909882	0	-1	-1
224	356348-356360	0	-1	-1
225	1567621-1567645	0	-1	-1
226	324683-337295	0	-1	-1
227	310087-310257	0	-1	-1
228	1681580-1698945	0	-1	-1
229	177842-289841	0	-1	-1
230	1664113-1673024	0	-1	-1
231	1567614-1567648	0	-1	-1
232	1567482-1567638	0	-1	-1
233	310230-310312	0	-1	-1
234	590204-590205	0	-1	-1
235	1299617-1367178	0	-1	-1
236	310151-310882	0	-1	-1
237	310220-310389	0	-1	-1
238	1108818-1108823	0	-1	-1
239	1690209-1709993	0	-1	-1
240	1567620-1567654	0	-1	-1
241	1216277-1216278	0	-1	-1
242	1567621-1567668	0	-1	-1
243	1567646-1567654	0	-1	-1
244	1567662-1567667	0	-1	-1
245	1601126-1601129	0	-1	-1
246	310230-310270	0	-1	-1
247	1108829-1108831	0	1	-1
248	345371-345382	0	-1	-1
249	1715169-1716862	0	-1	-1
250	1567636-1567672	0	-1	-1
251	1567615-1567645	0	-1	-1
252	1567611-1567639	0	-1	-1
253	310087-310232	0	-1	-1
254	310181-310270	0	-1	-1
255	1634438-1690209	0	-1	-1
256	1601126-1601127	0	-1	-1
257	200891-353971	0	-1	-1
258	310312-310640	0	-1	-1
259	1649638-1697754	0	-1	-1
260	1567617-1567641	0	-1	-1
261	1601055-1601129	0	-1	-1
262	345313-345365	0	-1	-1
263	1567646-1567678	0	-1	-1
264	356351-356360	0	-1	-1
265	1299617-1595932	0	-1	-1
266	1698945-1704414	0	-1	-1
267	1690209-1703528	0	-1	-1
268	177483-1299617	0	-1	-1
269	201254-282125	0	-1	-1
270	310151-310506	0	-1	-1
271	310248-310310	0	-1	-1
272	309817-310882	0	-1	-1
273	1567650-1567679	0	-1	-1
274	310311-310319	0	-1	-1
275	1567656-1567672	0	-1	-1
276	318527-1595932	0	-1	-1
277	1601130-1601131	0	-1	-1
278	1629607-1715169	0	-1	-1
279	1567636-1567653	0	-1	-1
280	345366-384965	0	-1	-1
281	318422-909881	0	-1	-1
282	1567640-1567677	0	-1	-1
283	1692773-1713010	0	-1	-1
284	1567609-1567668	0	-1	-1
285	337302-337311	0	-1	-1
286	310152-310319	0	-1	-1
287	282111-282117	0	-1	-1
288	1567482-1567663	0	-1	-1
289	1567640-1567654	0	-1	-1
290	1630181-1716862	0	-1	-1
291	1647906-1703528	0	-1	-1
292	1690209-1693513	0	-1	-1
293	310152-310346	0	-1	-1
294	74232-276925	0	-1	-1
295	1684925-1704414	0	-1	-1
296	345371-384922	0	-1	-1
297	177842-290016	0	-1	-1
298	310151-310614	0	-1	-1
299	180651-289841	0	-1	-1
300	1673024-1709955	0	-1	-1
301	1567620-1567671	0	-1	-1
302	1567616-1567640	0	-1	-1
303	200891-1595934	0	-1	-1
304	310281-310419	0	-1	-1
305	1406393-1406398	0	-1	-1
306	310231-310345	0	-1	-1
307	339634-339638	0	-1	-1
308	310152-310182	0	-1	-1
309	1601112-1601134	0	-1	-1
310	180652-1163535	0	-1	-1
311	310218-310681	0	-1	-1
312	339667-339669	0	-1	-1
313	339644-339672	0	-1	-1
314	345312-345365	0	-1	-1
315	1565837-1567611	0	-1	-1
316	339626-339631	0	-1	-1
317	310220-310882	0	-1	-1
318	1216280-1216297	0	-1	-1
319	345286-345313	0	-1	-1
320	1675668-1718507	0	-1	-1
321	290008-1367178	0	-1	-1
322	544156-545213	0	1	-1
323	1567634-1567671	0	-1	-1
324	309817-310664	0	-1	-1
325	339626-339638	0	-1	-1
326	27999-1595934	0	-1	-1
327	282111-1367178	0	-1	-1
328	345317-345355	0	-1	-1
329	1664013-1712148	0	-1	-1
330	1567482-1567502	0	-1	-1
331	310020-310282	0	-1	-1
332	1567609-1567647	0	-1	-1
333	310114-310151	0	-1	-1
334	1567641-1567664	0	-1	-1
335	1676584-1692773	0	-1	-1
336	310444-310680	0	-1	-1
337	177785-1595936	0	-1	-1
338	93699-282116	0	-1	-1
339	345281-345355	0	-1	-1
340	1567620-1567646	0	-1	-1
341	1216289-1216299	0	1	1
342	264176-353973	0	-1	-1
343	1567611-1567645	0	-1	-1
344	1567626-1567629	0	-1	-1
345	310247-310257	0	-1	-1
346	1647906-1685206	0	-1	-1
347	1634438-1648934	0	-1	-1
348	339644-339655	0	-1	-1
349	1629607-1676584	0	-1	-1
350	310230-310476	0	-1	-1
351	1567664-1567667	0	-1	-1
352	1633091-1670516	0	-1	-1
353	310209-310247	0	-1	-1
354	1216277-1216294	0	-1	-1
355	1108825-1108831	0	1	-1
356	1695346-1715758	0	-1	-1
357	1374371-1374392	0	-1	-1
358	1649638-1681039	0	-1	-1
359	310256-310506	0	-1	-1
360	310257-310281	0	-1	-1
361	1644975-1695346	0	-1	-1
362	310220-310346	0	-1	-1
363	27999-1163535	0	-1	-1
364	337293-337300	0	-1	-1
365	1567630-1567640	0	-1	-1
366	1567624-1567648	0	-1	-1
367	339640-339641	0	-1	-1
368	1567614-1567652	0	-1	-1
369	1567629-1567639	0	-1	-1
370	1601124-1601126	0	-1	-1
371	1644975-1664113	0	-1	-1
372	310086-310319	0	-1	-1
373	289991-290008	0	-1	-1
374	310389-310507	0	-1	-1
375	1567634-1567645	0	-1	-1
376	1630181-1639011	0	-1	-1
377	1567619-1567636	0	-1	-1
378	310614-310681	0	-1	-1
379	339632-339634	0	-1	-1
380	1567643-1567676	0	-1	-1
381	1630181-1684925	0	-1	-1
382	1664013-1698945	0	-1	-1
383	310152-310681	0	-1	-1
384	1670516-1672915	0	-1	-1
385	1567624-1567659	0	-1	-1
386	345351-385010	0	-1	-1
387	1567609-1567646	0	-1	-1
388	1567611-1567670	0	-1	-1
389	1682866-1693799	0	-1	-1
390	310252-310281	0	-1	-1
391	1664113-1709955	0	-1	-1
392	200891-282111	0	-1	-1
393	219789-1595923	0	-1	-1
394	310086-310345	0	-1	-1
395	345351-345355	0	-1	-1
396	1698945-1712148	0	-1	-1
397	1601011-1601115	0	-1	-1
398	339630-339670	0	1	1
399	1567608-1567639	0	-1	-1
400	1655246-1692773	0	-1	-1
401	310218-310476	0	-1	-1
402	310087-310523	0	-1	-1
403	1406398-1406399	0	-1	-1
404	345305-345349	0	-1	-1
405	345305-345377	0	-1	-1
